canonical_smiles,murcko_scaffold,novel_scaffold,pred_log10_ic50_uM,pred_ic50_uM,max_sim_to_seriesCE,has_spiro_motif,drug_like,mw,logp,hbd,hba,rot_bonds,tpsa
O=C(NCc1cccc(-c2cccc(CNCC3CCCO3)c2)c1)c1ccc2c(c1)OCO2,O=C(NCc1cccc(-c2cccc(CNCC3CCCO3)c2)c1)c1ccc2c(c1)OCO2,1,0.9934,9.8495,0.2165,0,1,444.53,4.28,2,5,8,68.82
O=C(c1ccco1)N(CCCCn1ccnc1)Cc1ccc(Br)cc1,O=C(c1ccco1)N(CCCCn1ccnc1)Cc1ccccc1,1,0.9944,9.8728,0.1546,0,1,402.29,4.36,0,3,8,51.27
CCOC(=O)c1cc(-c2ccco2)nnc1-c1ccccc1,c1ccc(-c2ccc(-c3ccco3)nn2)cc1,1,0.9952,9.8905,0.1585,0,1,294.31,3.58,0,5,4,65.22
CN=C1CC2(C)C(C(=O)OC)CCCC2c2cc3c(cc21)OCO3,N=C1CC2CCCCC2c2cc3c(cc21)OCO3,1,0.9955,9.8971,0.1649,0,1,329.4,3.3,0,5,1,57.12
CN1CCC2(CC1)C(=O)c1cc(F)ccc1-n1cccc12,O=C1c2ccccc2-n2cccc2C12CCNCC2,1,0.9962,9.9131,0.2105,0,1,284.33,2.78,0,2,0,25.24
c1ccc(C2=NN(c3ccccc3)C3=NC4(CCCO4)CN3c3ccccc32)cc1,c1ccc(C2=NN(c3ccccc3)C3=NC4(CCCO4)CN3c3ccccc32)cc1,1,0.9962,9.9131,0.1733,0,1,394.48,4.64,0,5,2,40.43
COc1ccc(-c2c(C=O)ccc3c(=O)cc(N4CCOCC4)oc23)cc1F,O=c1cc(N2CCOCC2)oc2c(-c3ccccc3)cccc12,1,0.9964,9.9165,0.1667,0,1,383.38,3.26,0,6,4,68.98
COc1cc2[nH]cc(C#N)c(=Nc3cc(C)ccc3C)c2cc1OC,c1ccc(N=c2cc[nH]c3ccccc23)cc1,1,0.9966,9.9215,0.1165,0,1,333.39,3.91,1,4,3,70.4
COc1cc(C2CN=C(c3ccc(F)cc3F)O2)cc(OC)c1OC,c1ccc(C2=NCC(c3ccccc3)O2)cc1,1,0.9971,9.9323,0.1481,0,1,349.33,3.51,0,5,5,49.28
Cc1n[nH]c(C)c1S(=O)(=O)N1CCC(C2CCCN(Cc3cccc4c3OCO4)C2)CC1,O=S(=O)(c1cn[nH]c1)N1CCC(C2CCCN(Cc3cccc4c3OCO4)C2)CC1,1,0.9973,9.9378,0.1495,0,1,460.6,3.07,1,6,5,87.76
Cc1cc(-c2cc(N3CCC(N4CCc5cccnc54)CC3)nc(N3CC4COC4C3)n2)c[nH]c1=N,N=c1ccc(-c2cc(N3CCC(N4CCc5cccnc54)CC3)nc(N3CC4COC4C3)n2)c[nH]1,1,0.9973,9.9378,0.119,0,1,484.61,2.52,2,8,4,97.26
COC1(C#CC2(OC(=O)C=Cc3ccc(O)cc3)CCCCCCC2)CN2CCC1CC2,O=C(C=Cc1ccccc1)OC1(C#CC2CN3CCC2CC3)CCCCCCC1,1,0.9973,9.9378,0.1786,0,1,437.58,4.55,1,5,4,59.0
CC1CCC2(NC(=O)c3ccc4ccc(N5CCCCC5)nc4c3)CCC1N(CC1CC1)C2,O=C(NC12CCCC(CC1)N(CC1CC1)C2)c1ccc2ccc(N3CCCCC3)nc2c1,1,0.9973,9.9378,0.2209,0,1,446.64,5.0,1,4,5,48.47
O=C1c2ccccc2C(=O)N1CCCCCCNC1CC2CCC(C1)N2S(=O)(=O)c1ccccc1,O=C1c2ccccc2C(=O)N1CCCCCCNC1CC2CCC(C1)N2S(=O)(=O)c1ccccc1,1,0.9973,9.9378,0.1368,0,1,495.65,3.82,1,5,10,86.79
CCOC(=O)N1C2CCC1CC(NC(=O)c1cc(CN3CCCCC3)n3ccccc13)C2,O=C(NC1CC2CCC(C1)N2)c1cc(CN2CCCCC2)n2ccccc12,1,0.9973,9.9378,0.1765,0,1,438.57,3.81,1,4,5,66.29
O=C(OC1CC2CCCC(C1)N2C1(C(=O)O)CCCCC1)c1cnc2ccccc2c1,O=C(OC1CC2CCCC(C1)N2C1CCCCC1)c1cnc2ccccc2c1,1,0.9973,9.9378,0.1979,0,1,422.53,4.56,1,5,4,79.73
COc1cccc(CN=c2[nH]c3nc(O)cn3c3c2CCNC3)c1,c1ccc(CN=c2[nH]c3nccn3c3c2CCNC3)cc1,1,0.9979,9.9507,0.1477,0,1,325.37,1.12,3,5,3,86.94
COc1ccc(OC)c(C2CC(c3ccc([N+](=O)[O-])cc3)=NC(=S)N2)c1,S=C1N=C(c2ccccc2)CC(c2ccccc2)N1,1,0.9983,9.9612,0.1798,0,1,371.42,3.42,1,5,5,85.99
CCC(C)c1cc(Oc2ccc(OC)c(OC)c2)cc(C(O)=NO)n1,c1ccc(Oc2ccncc2)cc1,1,0.9983,9.9612,0.1031,0,1,346.38,4.1,2,6,7,93.4
CC(=O)c1cc2c(cc1NC(=O)CSc1nnnn1-c1ccc3c(c1)OCCO3)OCO2,O=C(CSc1nnnn1-c1ccc2c(c1)OCCO2)Nc1ccc2c(c1)OCO2,1,0.9997,9.9933,0.2222,0,1,455.45,2.1,1,10,6,126.69
CCOC(=O)Cc1n[nH]c(=NC(=O)CSc2nnc(-c3ccccc3)n2C)s1,O=C(CSc1nnc(-c2ccccc2)[nH]1)N=c1[nH]ncs1,1,1.0003,10.006,0.1553,0,1,418.5,1.59,1,8,7,115.12
COc1ccccc1C(=O)NCC(=O)OCC(=O)N1CCC(Cc2ccccc2)CC1,O=C(CNC(=O)c1ccccc1)OCC(=O)N1CCC(Cc2ccccc2)CC1,1,1.0014,10.0331,0.2128,0,1,424.5,2.45,1,5,8,84.94
CC(C)c1[nH]nc(C2CC2)c1CNC12CCC(CNCc3cccnc3)(CC1)CC2,c1cncc(CNCC23CCC(NCc4c[nH]nc4C4CC4)(CC2)CC3)c1,1,1.0017,10.0402,0.1569,0,1,407.61,4.78,3,4,9,65.63
CC(C)Oc1ccc2c(c1)C(c1ccc(Cl)cc1C(=O)O)N(C)CC2,c1ccc(C2NCCc3ccccc32)cc1,1,1.002,10.0462,0.1765,0,1,359.85,4.4,1,3,4,49.77
CCOc1ccc(NC(=S)N(CCN(CC)CC)C(C)c2ccncc2)cc1,S=C(NCc1ccncc1)Nc1ccccc1,1,1.002,10.0462,0.1053,0,1,400.59,4.58,1,4,10,40.63
COc1ccc(NCc2cccc(C#Cc3ccccc3)c2)cc1,C(#Cc1cccc(CNc2ccccc2)c1)c1ccccc1,1,1.0027,10.0615,0.2055,0,1,313.4,4.71,1,2,4,21.26
COc1cccc(-c2cc(=O)n3[nH]c(C)c(-c4ccc(F)c(F)c4)c3n2)c1,O=c1cc(-c2ccccc2)nc2c(-c3ccccc3)c[nH]n12,1,1.0029,10.0677,0.1609,0,1,367.36,3.95,1,3,3,59.39
CCOc1ccccc1NCc1cc2ccccc2nc1Cl,c1ccc(NCc2cnc3ccccc3c2)cc1,1,1.003,10.0688,0.11,0,1,312.8,4.9,1,3,5,34.15
c1cnc(Oc2ccc(N=c3[nH]c4ccccc4[nH]3)cc2)c(C2CC2)c1,c1cnc(Oc2ccc(N=c3[nH]c4ccccc4[nH]3)cc2)c(C2CC2)c1,1,1.003,10.0688,0.1216,0,1,342.4,4.79,2,3,4,66.06
CC(C)NCC(O)COc1cc(OCc2ccccc2)c(Cl)cc1Cl,c1ccc(COc2ccccc2)cc1,1,1.003,10.0696,0.1573,0,1,384.3,4.31,2,4,9,50.72
CC(O)(CCc1ccc(F)cn1)c1ccc(F)c(OCC2CCCC2)c1,c1ccc(CCCc2cccc(OCC3CCCC3)c2)nc1,1,1.0031,10.0713,0.2024,0,1,361.43,4.77,1,3,7,42.35
CC1(C)Oc2cc(C#N)ccc2C(NC(=O)c2ccccc2OC(F)(F)F)C1O,O=C(NC1CCOc2ccccc21)c1ccccc1,1,1.0036,10.0829,0.1889,0,1,406.36,3.46,2,5,3,91.58
COc1cc(OC)c(NC(=O)CCCOc2ccc(C)cc2)c(OC)c1,O=C(CCCOc1ccccc1)Nc1ccccc1,1,1.0042,10.0978,0.1348,0,1,359.42,3.82,1,5,9,66.02
COc1cc(C)c(OC)c(C(=O)NCc2cc(Br)ccc2OCC(=O)O)c1,O=C(NCc1ccccc1)c1ccccc1,1,1.0042,10.0978,0.131,0,1,438.27,3.17,2,5,8,94.09
COc1cc(OC)c(NC(=S)N(Cc2cccnc2)CC2CC2)c(OC)c1,S=C(Nc1ccccc1)N(Cc1cccnc1)CC1CC1,1,1.0042,10.0978,0.1771,0,1,387.51,3.72,1,5,8,55.85
COc1cc(CC(=O)NN=c2cc[nH]c3cc(Cl)ccc23)cc(OC)c1OC,O=C(Cc1ccccc1)NN=c1cc[nH]c2ccccc12,1,1.0042,10.0978,0.1313,0,1,401.85,3.02,2,5,6,84.94
COc1cccc(NC(=O)CCc2cc(OC)c(OC)c(OC)c2)c1,O=C(CCc1ccccc1)Nc1ccccc1,1,1.0042,10.0978,0.1461,0,1,345.4,3.29,1,5,8,66.02
CC1c2nnc(-c3ccc(F)cn3)n2CCN1C(=O)c1ccc(C2CCNCC2)cc1,O=C(c1ccc(C2CCNCC2)cc1)N1CCn2c(nnc2-c2ccccn2)C1,1,1.0048,10.1121,0.1758,0,1,420.49,3.16,1,5,3,75.94
COc1cc(N2CC3(CCN(Cc4nccs4)C3)C2)cc(C(F)(F)F)c1OC,c1ccc(N2CC3(CCN(Cc4nccs4)C3)C2)cc1,1,1.0054,10.1258,0.2366,0,1,413.47,3.89,0,6,5,37.83
CCCc1cc(CCOC)cc(C2(OC)CCOCC2)c1OC1CCN2CCC1CC2,c1ccc(C2CCOCC2)c(OC2CCN3CCC2CC3)c1,1,1.0063,10.1456,0.1649,0,1,431.62,4.34,0,5,9,40.16
Cc1cc(C)c(S(=O)(=O)Oc2ccc3oc(CC(C)C)c(O)c(=O)c3c2)cc1[N+](=O)[O-],O=c1ccoc2ccc(OS(=O)(=O)c3ccccc3)cc12,1,1.0064,10.1492,0.1351,0,1,447.47,3.99,1,8,6,136.95
COc1ccc(-n2cc(CN3C(=O)CSC3c3cccc([N+](=O)[O-])c3)nn2)cc1,O=C1CSC(c2ccccc2)N1Cc1cn(-c2ccccc2)nn1,1,1.0064,10.1492,0.1919,0,1,411.44,2.96,0,7,6,103.39
COc1cc(Cl)cc(-c2nc(COc3cc(C)cc(CN(O)C(N)=O)c3)c(C)o2)c1,c1ccc(OCc2coc(-c3ccccc3)n2)cc1,1,1.0074,10.1711,0.1134,0,1,431.88,4.47,2,6,7,111.05
O=C(c1cccc(Oc2ccccc2)c1)N1CC2CCCN(CC3CCNCC3)CC1CC2,O=C(c1cccc(Oc2ccccc2)c1)N1CC2CCCN(CC3CCNCC3)CC1CC2,1,1.0088,10.2043,0.1789,0,1,447.62,4.8,1,4,5,44.81
CC(=O)c1ccc2c(c1)N(C(=O)CN1CCCCC1)c1ccccc1S2,O=C(CN1CCCCC1)N1c2ccccc2Sc2ccccc21,1,1.0088,10.2058,0.1739,0,1,366.49,4.5,0,4,3,40.62
COc1cnc2c(c1)OCCc1sc(=NC3CCCC3)[nH]c1-2,c1cnc2c(c1)OCCc1sc(=NC3CCCC3)[nH]c1-2,1,1.0099,10.2294,0.1078,0,1,317.41,2.93,1,5,2,59.5
CC1(C)NC(O)(c2ccc(N3CCCC3)cc2)C=C1C(=O)NN=Cc1cccs1,O=C(NN=Cc1cccs1)C1=CC(c2ccc(N3CCCC3)cc2)NC1,1,1.012,10.2793,0.1758,0,1,410.54,2.95,3,6,5,76.96
O=C1Nc2ccc(F)cc2C12Cc1cc3c(cc1C2)OCCCO3,O=C1Nc2ccccc2C12Cc1cc3c(cc1C2)OCCCO3,1,1.012,10.2813,0.1392,0,1,325.34,2.98,1,3,0,47.56
COc1ccccc1-n1cc(C(O)Nc2ccc3c(c2)CCO3)cc1O,c1ccc(-n2ccc(CNc3ccc4c(c3)CCO4)c2)cc1,1,1.0122,10.2854,0.1262,0,1,352.39,3.23,3,5,5,75.88
CC(=O)Nc1cccc(-c2cn3cncc3c(=Nc3cc(Cl)cc(CN4CCCC4)c3)[nH]2)c1,c1ccc(-c2cn3cncc3c(=Nc3cccc(CN4CCCC4)c3)[nH]2)cc1,1,1.0125,10.2914,0.1759,0,1,460.97,4.77,2,4,5,77.79
Cc1noc2ccc(-c3cncc(OCC(N)Cc4cc(F)cc(F)c4)c3)cc12,c1ccc(CCCOc2cncc(-c3ccc4oncc4c3)c2)cc1,1,1.0129,10.3016,0.1954,0,1,395.41,4.43,1,5,6,74.17
CN(CCCCCOc1ccccc1)CCc1cn(C)c2ccccc12,c1ccc(OCCCCCNCCc2c[nH]c3ccccc23)cc1,1,1.014,10.3268,0.1531,0,1,350.51,4.9,0,2,10,17.4
CN(C)CCCN=c1cc(-c2ccccc2)[nH]c2ccc(N3CCCCC3)cc12,N=c1cc(-c2ccccc2)[nH]c2ccc(N3CCCCC3)cc12,1,1.0151,10.3545,0.1845,0,1,388.56,4.68,1,3,6,34.63
COCCN(C(=O)COC(=O)c1ccc2c(c1)OCCO2)c1cccc(C)c1,O=C(COC(=O)c1ccc2c(c1)OCCO2)Nc1ccccc1,1,1.0163,10.3825,0.2083,0,1,385.42,2.6,0,6,7,74.3
CCCOc1c(Cc2c[nH]c(=N)[nH]c2=N)cc(OC)cc1OC,N=c1[nH]cc(Cc2ccccc2)c(=N)[nH]1,1,1.0165,10.3878,0.1287,0,1,318.38,1.7,4,5,7,106.97
COCc1ccccc1NC(=O)c1ccc(OC)c(OC2CCCC2)c1,O=C(Nc1ccccc1)c1cccc(OC2CCCC2)c1,1,1.0165,10.3878,0.1579,0,1,355.43,4.42,1,4,7,56.79
CC(C)(C)C(=O)N1Cc2n[nH]c(-c3nc(C=C4CCOC4)cs3)c2C1,C(=C1CCOC1)c1csc(-c2[nH]nc3c2CNC3)n1,1,1.018,10.4236,0.1477,0,1,358.47,3.23,1,5,2,71.11
CC(C)(C)CCN=c1nc(C(F)(F)F)c(C(=O)NCCC(=O)N2Cc3ccccc3C2)c[nH]1,N=c1ncc(C(=O)NCCC(=O)N2Cc3ccccc3C2)c[nH]1,1,1.0187,10.4389,0.1818,0,1,463.5,3.43,2,4,6,90.45
S=C(NC1CCCCC1)NC(c1ccccc1)c1ccccc1,S=C(NC1CCCCC1)NC(c1ccccc1)c1ccccc1,1,1.0188,10.4436,0.1077,0,1,324.49,4.57,2,1,4,24.06
COc1ccc(C=CCN(C)Cc2ccc3c(c2)OCCO3)cc1OC,C(=Cc1ccccc1)CNCc1ccc2c(c1)OCCO2,1,1.0192,10.4511,0.1354,0,1,355.43,3.62,0,5,7,40.16
CC1(C)OC(C)(C(C)(C)C)Oc2cc(Br)ccc21,c1ccc2c(c1)COCO2,1,1.0194,10.4562,0.1538,0,1,313.24,4.86,0,2,0,18.46
N#CC1C(=O)CC2(C3CC4CC(C3)CC2C4)C1(C#N)C#N,O=C1CCC2(C1)C1CC3CC(C1)CC2C3,1,1.0198,10.4668,0.0923,0,1,279.34,2.58,0,4,0,88.44
CCOC(=O)c1ccc(-n2c(N3CCCC3)cc(C)c(C#N)c2=O)cc1,O=c1cccc(N2CCCC2)n1-c1ccccc1,1,1.0203,10.478,0.1915,0,1,351.41,2.79,0,5,4,75.33
O=[N+]([O-])c1ccc(C2(CCCO)CCCN(Cc3cncnc3)C2)cc1,c1ccc(C2CCCN(Cc3cncnc3)C2)cc1,1,1.0203,10.478,0.2941,0,1,356.43,2.69,1,6,7,92.39
C=CCOC(=O)N1CCC(CNC(C)(c2ccccc2)c2ccccc2)C1,c1ccc(C(NCC2CCNC2)c2ccccc2)cc1,1,1.0203,10.478,0.236,0,1,364.49,4.18,1,3,7,41.57
Cc1cc[nH]c(=NCC2CCCN2CC(O)COc2ccc(F)cc2)c1,c1ccc(OCCCN2CCCC2CN=c2cccc[nH]2)cc1,1,1.0203,10.478,0.163,0,1,359.44,2.27,2,4,7,60.85
O=C(c1cccc(C2CC2)n1)N1CCCC(COc2cccnc2)C1,O=C(c1cccc(C2CC2)n1)N1CCCC(COc2cccnc2)C1,1,1.0203,10.478,0.1856,0,1,337.42,3.29,0,4,5,55.32
N#Cc1ccc(C(O)(Cc2cncc(N3CCCC3)c2)c2ccccc2)cc1,c1ccc(C(Cc2cncc(N3CCCC3)c2)c2ccccc2)cc1,1,1.0203,10.478,0.2985,0,1,369.47,4.03,1,4,5,60.15
COC(=O)N1CCC(N2CCc3c(cnn3-c3ccc(F)cc3)C2)C1,c1ccc(-n2ncc3c2CCN(C2CCNC2)C3)cc1,1,1.0203,10.478,0.2561,0,1,344.39,2.21,0,4,2,50.6
COc1ccc(CC2(CO)CCN(C3CCCCC3)C2)cc1,c1ccc(CC2CCN(C3CCCCC3)C2)cc1,1,1.0203,10.478,0.1685,0,1,303.45,3.25,1,3,5,32.7
CC(C)c1cn(C2CCCN(C(=O)C=CC=Cc3ccccc3)C2)nn1,O=C(C=CC=Cc1ccccc1)N1CCCC(n2ccnn2)C1,1,1.0203,10.478,0.1856,0,1,350.47,3.83,0,3,5,51.02
CC(C1=NN(c2ccccc2)C(c2ccccc2)C1)N(C)C,C1=NN(c2ccccc2)C(c2ccccc2)C1,1,1.0203,10.478,0.1622,0,1,293.41,3.94,0,3,4,18.84
CCN(CC)CCC#Cc1ccccc1C#CCCCCNC(=O)c1ccccc1,O=C(NCCCCC#Cc1ccccc1)c1ccccc1,1,1.0203,10.478,0.2022,0,1,400.57,4.72,1,2,9,32.34
CCCCCCC(=O)N1c2ccccc2OC(CNC(C)=O)C(O)C1COc1ccccc1,c1ccc(OCC2CCOc3ccccc3N2)cc1,1,1.0209,10.4939,0.2121,0,1,454.57,3.7,2,5,10,88.1
c1cc2c(cc1-c1nc(CNC3CCCCC3)co1)OCC2,c1cc2c(cc1-c1nc(CNC3CCCCC3)co1)OCC2,1,1.0212,10.5008,0.1,0,1,298.39,3.7,1,4,4,47.29
COc1ccc(C2c3c(c4ccccc4oc3=O)OC(=N)C2C#N)cc1,N=C1CC(c2ccccc2)c2c(c3ccccc3oc2=O)O1,1,1.0215,10.5075,0.0978,0,1,346.34,3.44,1,6,2,96.31
COc1ccc(C2CC(=Nn3c(O)c[nH]c3=S)CC(c3ccc(OC)cc3)N2)cc1,S=c1[nH]ccn1N=C1CC(c2ccccc2)NC(c2ccccc2)C1,1,1.0225,10.5327,0.1139,0,1,424.53,4.34,3,6,5,83.8
COc1ccc(-c2cc(CCC(N)=O)c3ccc(OC)cc3n2)cc1,c1ccc(-c2ccc3ccccc3n2)cc1,1,1.0228,10.54,0.1546,0,1,336.39,3.34,1,4,6,74.44
COc1ccc(-c2nccc3ccc(OCC(=O)NCc4ccccc4)cc23)cn1,O=C(COc1ccc2ccnc(-c3cccnc3)c2c1)NCc1ccccc1,1,1.0228,10.54,0.17,0,1,399.45,4.0,1,5,7,73.34
CC(C)CC(NC(=O)c1ccccc1NC(=O)c1ccc(N(C)C)cc1)C(=O)NCC1CC1,O=C(CNC(=O)c1ccccc1NC(=O)c1ccccc1)NCC1CC1,1,1.0235,10.5554,0.1154,0,1,450.58,3.68,3,4,10,90.54
CCOc1ncc(C2CCCN(c3cc(=NCC(C)C)[nH]cn3)C2)cc1C(N)=O,N=c1cc(N2CCCC(c3cccnc3)C2)nc[nH]1,1,1.024,10.569,0.1731,0,1,398.51,2.24,2,6,7,109.49
CC1CN2CCC1c1cc(O)ccc1C2,c1ccc2c(c1)CN1CCC2CC1,1,1.0244,10.5791,0.1429,0,1,203.28,2.33,1,2,0,23.47
O=C(NCCc1ccccc1)C1CCCCC12CCc1cc(F)ccc1N2,O=C(NCCc1ccccc1)C1CCCCC12CCc1ccccc1N2,1,1.0246,10.5828,0.1959,0,1,366.48,4.47,2,2,4,41.13
COC(=O)C=C1CN2C(CCC2c2ccc(OC)cc2)CC1c1ccc(OC)c(OC)c1,C=C1CN2C(CCC2c2ccccc2)CC1c1ccccc1,1,1.0251,10.5959,0.1319,0,1,437.54,4.5,0,6,6,57.23
Nc1cccc(CN2CCN(CCCCCC(O)(c3ccccc3)c3ccccc3)CC2)c1,c1ccc(CN2CCN(CCCCCC(c3ccccc3)c3ccccc3)CC2)cc1,1,1.0255,10.6051,0.1798,0,1,443.64,4.88,2,4,10,52.73
CCc1ccc(OCC(O)c2ccc(OCc3c(C)noc3C)cc2)cc1,c1ccc(OCCc2ccc(OCc3cnoc3)cc2)cc1,1,1.0287,10.6838,0.1031,0,1,367.45,4.55,1,5,8,64.72
CC1CCN(C(=O)Nc2ccc(OC(c3ccc(C#N)cc3)c3cncn3C)c(C#N)c2)CC1,O=C(Nc1ccc(OC(c2ccccc2)c2cnc[nH]2)cc1)N1CCCCC1,1,1.0303,10.7222,0.2083,0,1,454.53,4.6,1,5,5,106.97
Cc1ccc(CN2CCSc3ccc(C(=O)NCCCN4CCOCC4)cc32)cc1,O=C(NCCCN1CCOCC1)c1ccc2c(c1)N(Cc1ccccc1)CCS2,1,1.0304,10.7257,0.1524,0,1,425.6,3.56,1,5,7,44.81
COc1ccc2sc3ccc(NC(=O)CCCC(=O)O)cc3c2c1,c1ccc2c(c1)sc1ccccc12,1,1.0314,10.7497,0.1304,0,1,343.4,4.26,2,4,6,75.63
O=Cc1ccc(-c2cnc(CNCc3nc4cc(Cl)ccc4c(=O)[nH]3)o2)cc1,O=c1[nH]c(CNCc2ncc(-c3ccccc3)o2)nc2ccccc12,1,1.0314,10.7497,0.117,0,1,394.82,3.33,2,6,6,100.88
c1ccc(C23CCN(CC2)c2ccccc23)cc1,c1ccc(C23CCN(CC2)c2ccccc23)cc1,1,1.0319,10.7616,0.2407,0,1,235.33,3.59,0,1,1,3.24
OCCCN=c1cc(-c2ccc(C(F)(F)F)cc2)[nH]c2nc(Oc3ccccc3)nn12,N=c1cc(-c2ccccc2)[nH]c2nc(Oc3ccccc3)nn12,1,1.0324,10.775,0.1584,0,1,429.4,3.82,2,5,6,87.8
CCCCNc1c(C)c2c(c3ccccc13)CC(N(C)C)CC2,c1ccc2c3c(ccc2c1)CCCC3,1,1.0325,10.7781,0.14,0,1,310.49,4.78,1,2,5,15.27
O=C(c1ccccc1)N1CCC2(CC1)CCN(c1ccccc1)C2,O=C(c1ccccc1)N1CCC2(CC1)CCN(c1ccccc1)C2,1,1.0329,10.788,0.4194,0,1,320.44,3.82,0,2,2,23.55
COc1ccc(C(=O)NN=Cc2c3ccccc3cc3ccccc23)cc1,O=C(NN=Cc1c2ccccc2cc2ccccc12)c1ccccc1,1,1.0337,10.8075,0.1358,0,1,354.41,4.77,1,3,4,50.69
O=C1NC(=O)C(c2cccc3ccccc23)=C1c1ccccc1,O=C1NC(=O)C(c2cccc3ccccc23)=C1c1ccccc1,1,1.0337,10.8075,0.129,0,1,299.33,3.41,1,2,2,46.17
O=C(Nc1cccc2ccccc12)C1N=C(c2ccccc2)CN(C2CCCC2)C1=O,O=C(Nc1cccc2ccccc12)C1N=C(c2ccccc2)CN(C2CCCC2)C1=O,1,1.0337,10.8075,0.1446,0,1,411.51,4.42,1,3,4,61.77
O=C(Nc1ccc(C#Cc2ccccc2)cc1)N1Cc2ccccc2C1,O=C(Nc1ccc(C#Cc2ccccc2)cc1)N1Cc2ccccc2C1,1,1.0348,10.834,0.2687,0,1,338.41,4.63,1,1,1,32.34
O=C1CC(c2ccccc2)NC(c2ccccc2)C1C(=O)c1ccccc1,O=C1CC(c2ccccc2)NC(c2ccccc2)C1C(=O)c1ccccc1,1,1.0348,10.834,0.1622,0,1,355.44,4.53,1,3,4,46.17
N=C(N)c1ccc(CNC(=O)Cn2c(-c3ccccc3)ccc2-c2cccc(N)c2)cc1,O=C(Cn1c(-c2ccccc2)ccc1-c1ccccc1)NCc1ccccc1,1,1.0348,10.834,0.1458,0,1,423.52,4.0,4,3,7,109.92
NC(=O)c1ccc(-n2c(CCC(=O)O)ccc2-c2ccc3ccccc3c2)cc1,c1ccc(-n2cccc2-c2ccc3ccccc3c2)cc1,1,1.0348,10.834,0.1505,0,1,384.44,4.41,2,2,6,85.32
CN(C)c1ccc(Cc2ccc(N3C(=O)c4ccccc4C3=O)cc2)cc1,O=C1c2ccccc2C(=O)N1c1ccc(Cc2ccccc2)cc1,1,1.0348,10.834,0.1325,0,1,356.43,4.14,0,3,4,40.62
O=C1c2ccccc2C(=O)N1c1ccc(CCc2ccccc2)cc1,O=C1c2ccccc2C(=O)N1c1ccc(CCc2ccccc2)cc1,1,1.0348,10.834,0.1892,0,1,327.38,4.27,0,2,4,37.38
CC(=O)Oc1c2ccccc2c(C(=O)c2ccccc2)n1-c1ccccc1,O=C(c1ccccc1)c1c2ccccc2cn1-c1ccccc1,1,1.0348,10.834,0.1781,0,1,355.39,4.79,0,3,4,48.3
CCOc1ccc(CCNC(=O)c2cccc(N3CCCC3=O)c2)cc1OCC,O=C(NCCc1ccccc1)c1cccc(N2CCCC2=O)c1,1,1.0348,10.8352,0.1717,0,1,396.49,3.58,1,4,9,67.87
CCCCCCN(c1ccc(OC)cc1)c1cc(C)nc(N(C)S(C)(=O)=O)n1,c1ccc(Nc2ccncn2)cc1,1,1.0352,10.8455,0.1505,0,1,406.55,3.91,0,6,10,75.63
COCC1(n2c(=O)[nH]c3ccccc32)CCN(CC(Cl)=Cc2ccc(OC)cc2)CC1,O=c1[nH]c2ccccc2n1C1CCN(CC=Cc2ccccc2)CC1,1,1.0387,10.9323,0.2,0,1,441.96,4.06,1,4,7,59.49
COc1ccc(C#Cc2cccc(NC(=O)c3ccc(N(C)C)cc3)c2)cc1C(C)=O,O=C(Nc1cccc(C#Cc2ccccc2)c1)c1ccccc1,1,1.0396,10.9557,0.1786,0,1,412.49,4.62,1,4,5,58.64
COc1cccc(CCCNc2cc(=O)oc3ccccc23)c1,O=c1cc(NCCCc2ccccc2)c2ccccc2o1,1,1.0397,10.9575,0.1648,0,1,309.37,3.85,1,4,6,51.47
COc1cc(-c2cc(CCCNC(=O)c3cnccn3)no2)ccc1-c1ccccc1,O=C(NCCCc1cc(-c2ccc(-c3ccccc3)cc2)on1)c1cnccn1,1,1.0399,10.9611,0.1961,0,1,414.47,4.17,1,6,8,90.14
Cc1cc(N=Nc2ccccc2[N+](=O)[O-])c(=O)n(-c2nc3ccccc3s2)c1O,O=c1c(N=Nc2ccccc2)cccn1-c1nc2ccccc2s1,1,1.0436,11.0559,0.1758,0,1,407.41,4.78,1,8,4,122.98
COc1cc(C=CC(=O)Nc2cc(OC)c(OC)c(OC)c2)cc(OC)c1OC,O=C(C=Cc1ccccc1)Nc1ccccc1,1,1.0451,11.0939,0.1159,0,1,403.43,3.39,1,7,9,84.48
COc1ccc(Cl)cc1S(=O)(=O)Nc1ccc2c(c1)CC1OCCCC1O2,O=S(=O)(Nc1ccc2c(c1)CC1OCCCC1O2)c1ccccc1,1,1.0467,11.1345,0.1158,0,1,409.89,3.63,1,5,4,73.86
COc1nc(N2CCOCC2)ccc1C(=O)N(Cc1cccc(Cl)c1)C1CC1,O=C(c1ccc(N2CCOCC2)nc1)N(Cc1ccccc1)C1CC1,1,1.0467,11.136,0.2262,0,1,401.89,3.39,0,5,6,54.9
COc1cc(C=C2CCCC(C(=O)c3ccccc3)C2=O)cc(OC)c1,O=C1C(=Cc2ccccc2)CCCC1C(=O)c1ccccc1,1,1.0469,11.1401,0.1585,0,1,350.41,4.34,0,4,5,52.6
CCC(Cc1ncco1)c1c[nH]c(=N)c(-c2ccnc(OC)c2)c1,N=c1[nH]cc(CCc2ncco2)cc1-c1ccncc1,1,1.0469,11.1401,0.1101,0,1,324.38,3.29,2,5,6,87.79
