canonical_smiles,murcko_scaffold,novel_scaffold,pred_log10_ic50_uM,pred_ic50_uM,max_sim_to_seriesCE,has_spiro_motif,drug_like,mw,logp,hbd,hba,rot_bonds,tpsa,source_mode,pred_MetStab_Clearance_Microsome_AZ,pred_MetStab_Clearance_Hepatocyte_AZ,pred_MetStab_Half_Life_Obach,pred_cLogP,pred_logS_ESOL,pred_Solubility_ESOL_mol_per_L,pred_Solubility_ESOL_class,property_source_logP_solubility,property_source_metabolic_stability
CC(=O)N(CCc1ccc(F)cc1)Cc1ccc(C(=O)NC(CC(=O)O)Cc2c[nH]c3ccccc23)cc1,O=C(NCCc1c[nH]c2ccccc12)c1ccc(CNCCc2ccccc2)cc1,1,1.2198,16.589,0.2091,0,0,515.59,4.71,3,3,11,102.5,similarity,30.262472,26.148083,2.0592453,4.714000000000003,-6.842651458620166,1.436641942331699e-07,Poorly Soluble,adme-py (wlogp + ESOL),admet_ai
CCCC1CC(C(CCCC(=O)OC)NC(=O)c2ccc(Cl)c([N+](=O)[O-])c2)CN2CCC12,O=C(NCC1CCC2CCN2C1)c1ccccc1,1,1.2202,16.6042,0.1835,0,1,465.98,4.2,1,6,10,101.78,scaffold_hopping,58.18151,58.697075,21.854946,4.200400000000004,-5.981447527359454,1.0436442210447098e-06,Moderately Soluble,adme-py (wlogp + ESOL),admet_ai
C=c1[nH]n(-c2nn[nH]n2)c(=O)c1=Cc1cc(OCC)cc(OCc2ccccc2)c1,C=c1[nH]n(-c2nn[nH]n2)c(=O)c1=Cc1cccc(OCc2ccccc2)c1,1,1.2207,16.6244,0.1442,0,1,404.43,0.9,2,6,7,110.71,scaffold_hopping,8.5538025,15.352707,26.625278,0.8955000000000006,-3.366233126312793,0.0004302955687629259,Soluble,adme-py (wlogp + ESOL),admet_ai
CCCC(=O)n1nc(C(C(=O)NC(C)(C)C)N(C)Cc2ccccc2)c2ccccc21,c1ccc(CNCc2n[nH]c3ccccc23)cc1,1,1.2212,16.6412,0.1753,0,1,420.56,4.56,1,4,7,67.23,scaffold_hopping,131.34879,113.328514,21.10799,4.564400000000004,-6.087689874510001,8.171656931812633e-07,Poorly Soluble,adme-py (wlogp + ESOL),admet_ai
COc1ccc(NC(=O)COc2ccccc2Cl)cc1S(=O)(=O)N1CCCC1,O=C(COc1ccccc1)Nc1cccc(S(=O)(=O)N2CCCC2)c1,1,1.2212,16.6423,0.1705,0,1,424.91,3.15,1,5,7,84.94,scaffold_hopping,107.63125,124.55408,17.71281,3.1506000000000016,-5.044303685235771,9.030178076756237e-06,Moderately Soluble,adme-py (wlogp + ESOL),admet_ai
Cc1ncc(C#Cc2ccc(OC(C)(C)C(=O)O)cc2)cc1NC(=O)OCC#Cc1ccccc1,O=C(Nc1cncc(C#Cc2ccccc2)c1)OCC#Cc1ccccc1,1,1.2216,16.6552,0.2738,0,1,468.51,4.63,2,5,5,97.75,similarity,0.96155965,9.978554,63.46407,4.632020000000003,-6.474858198160582,3.3507482684903563e-07,Poorly Soluble,adme-py (wlogp + ESOL),admet_ai
COc1ccc(-c2ccc3[nH]cc(CCCC(=O)NS(C)(=O)=O)c3c2)cc1Cl,c1ccc(-c2ccc3[nH]ccc3c2)cc1,1,1.2216,16.6553,0.2157,0,1,420.92,3.9,2,4,7,88.26,scaffold_hopping,9.051282,13.8571415,60.267773,3.895400000000002,-5.615995744362504,2.4210527704372596e-06,Moderately Soluble,adme-py (wlogp + ESOL),admet_ai
CCOC(=O)C1C(Cl)C1c1ccc(OCC)cc1OC,c1ccc(C2CC2)cc1,1,1.2216,16.6563,0.125,0,1,298.77,2.98,0,4,6,44.76,scaffold_hopping,103.38255,126.4453,15.61717,2.977800000000001,-4.03051518017998,9.321478877954395e-05,Moderately Soluble,adme-py (wlogp + ESOL),admet_ai
COC(=O)C(C(=O)OC)C(Nc1c(C#N)ncn1Cc1ccccc1F)c1ccc(OC)cc1,c1ccc(CNc2cncn2Cc2ccccc2)cc1,1,1.2221,16.6766,0.1354,0,1,466.47,3.07,1,8,9,115.47,scaffold_hopping,93.03782,80.44298,9.038221,3.066180000000001,-5.280127686504398,5.2465318479165994e-06,Moderately Soluble,adme-py (wlogp + ESOL),admet_ai
CN(C)c1cccc(C(=O)N2Cc3[nH]cnc(=O)c3CC2c2ccccc2F)c1,O=C(c1ccccc1)N1Cc2[nH]cnc(=O)c2CC1c1ccccc1,1,1.2221,16.6769,0.1531,0,1,392.43,2.91,1,4,3,69.3,scaffold_hopping,14.507631,15.114636,-2.7064137,2.9148000000000014,-4.750347170707975,1.7768584391197116e-05,Moderately Soluble,adme-py (wlogp + ESOL),admet_ai
COCCNC(=O)c1ccc2c(c1)ncn2-c1cc(Cl)ccc1OC,c1ccc(-n2cnc3ccccc32)cc1,1,1.2223,16.6826,0.15,0,1,359.81,3.06,1,4,6,65.38,scaffold_hopping,39.114006,58.226982,52.533253,3.0637000000000016,-4.625857317800256,2.366697119488632e-05,Moderately Soluble,adme-py (wlogp + ESOL),admet_ai
CCC(C)C(=O)OC1COC(CCC(C)=CCc2c(OC)c(O)cc3c2C(=O)OC3)C1O,O=C1OCc2cccc(CC=CCCC3CCCO3)c21,1,1.2227,16.6989,0.1062,0,1,448.51,3.06,2,8,9,111.52,scaffold_hopping,109.32678,121.344826,-4.774933,3.0578000000000016,-5.021944303520342,9.507267126258182e-06,Moderately Soluble,adme-py (wlogp + ESOL),admet_ai
N#CC1C(=N)Oc2[nH]nc(-c3ccc(N4CCOCC4)cc3)c2C1c1cccs1,N=C1CC(c2cccs2)c2c(-c3ccc(N4CCOCC4)cc3)n[nH]c2O1,1,1.2229,16.7088,0.1548,0,1,405.48,3.62,2,7,3,98.02,scaffold_hopping,-1.2096965,-14.730823,13.488605,3.616150000000003,-5.327428337912786,4.7051303776147024e-06,Moderately Soluble,adme-py (wlogp + ESOL),admet_ai
O=C(c1ccc2nc(Cn3c(=O)c(=O)n(C(F)F)c4ccccc43)n(Cc3ccc(F)cc3)c2c1)N1CCC(O)CC1,O=C(c1ccc2nc(Cn3c(=O)c(=O)[nH]c4ccccc43)n(Cc3ccccc3)c2c1)N1CCCCC1,1,1.2229,16.7089,0.1735,0,0,577.56,3.74,1,5,6,102.36,scaffold_hopping,38.035374,27.054905,14.95285,3.7406000000000024,-6.5660400713425595,2.716188640863268e-07,Poorly Soluble,adme-py (wlogp + ESOL),admet_ai
CC(c1ccc(C(C)(C)C)cc1)N1CC2(CCN(CCC(=O)O)OC2=O)C1c1ccc(F)cc1,O=C1ONCCC12CN(Cc1ccccc1)C2c1ccccc1,1,1.2232,16.7199,0.2174,0,1,468.57,4.87,1,5,6,70.08,similarity,38.640194,31.857616,-9.598338,4.866100000000004,-6.576641672640537,2.6506862628172646e-07,Poorly Soluble,adme-py (wlogp + ESOL),admet_ai
COc1ccc(C2CCC34C(=O)c5ccccc5C(=O)C3OC4(NO)C23CC3)cc1,O=C1c2ccccc2C(=O)C23CCC(c4ccccc4)C4(CC4)C2OC13,1,1.2232,16.7199,0.1304,0,1,405.45,3.49,2,6,3,84.86,scaffold_hopping,56.900043,33.371758,27.491806,3.492300000000001,-5.1706815890137605,6.750227516620676e-06,Moderately Soluble,adme-py (wlogp + ESOL),admet_ai
COc1ccc(C(C#N)=C(C)C(=O)c2c(C)cc(C)[nH]c2=O)cc1,O=C(C=Cc1ccccc1)c1ccc[nH]c1=O,1,1.2234,16.7274,0.1294,0,1,322.36,3.18,1,4,4,82.95,scaffold_hopping,90.233795,96.8297,12.373203,3.180320000000001,-4.428946213916314,3.724378287190692e-05,Moderately Soluble,adme-py (wlogp + ESOL),admet_ai
O=C1c2ccccc2NC(c2ccccc2Cl)N1c1ccc([N+](=O)[O-])cc1[N+](=O)[O-],O=C1c2ccccc2NC(c2ccccc2)N1c1ccccc1,1,1.2238,16.7412,0.1705,0,1,424.8,4.93,1,6,4,118.62,scaffold_hopping,78.55373,70.65399,44.922043,4.927500000000003,-6.444908851104418,3.589972724000607e-07,Poorly Soluble,adme-py (wlogp + ESOL),admet_ai
COCCN(C)c1ncc2nc[nH]c(=Nc3cc(C(=O)Nc4cccc(OC(F)(F)F)c4)ccc3C)c2n1,O=C(Nc1ccccc1)c1cccc(N=c2[nH]cnc3cncnc23)c1,1,1.224,16.7497,0.1364,0,0,527.51,4.13,2,8,8,117.62,scaffold_hopping,47.15628,23.191477,105.14497,4.127220000000002,-6.5078744511115145,3.1054572056816484e-07,Poorly Soluble,adme-py (wlogp + ESOL),admet_ai
COc1ccc(C2CCc3cc(O)ccc3O2)cc1CC=C(C)C,c1ccc(C2CCc3ccccc3O2)cc1,1,1.2241,16.7544,0.1188,0,1,324.42,4.98,1,3,4,38.69,scaffold_hopping,129.1806,142.13864,18.518696,4.975800000000004,-5.774205108960426,1.6818795539903513e-06,Moderately Soluble,adme-py (wlogp + ESOL),admet_ai
Cc1cccc(CC(=O)Nc2cncc(C(=O)c3cn(CC(=O)O)c4ccncc34)c2)c1,O=C(Cc1ccccc1)Nc1cncc(C(=O)c2c[nH]c3ccncc23)c1,1,1.2244,16.763,0.1731,0,1,428.45,3.24,2,5,7,114.18,scaffold_hopping,3.6614716,5.8376584,32.580853,3.2365200000000014,-5.228502318880436,5.9087781062184075e-06,Moderately Soluble,adme-py (wlogp + ESOL),admet_ai
O=C(N=c1nc[nH]c2c1CCN2Cc1cccnc1)c1ccccc1,O=C(N=c1nc[nH]c2c1CCN2Cc1cccnc1)c1ccccc1,1,1.2244,16.7663,0.2,0,1,331.38,2.11,1,4,3,74.24,similarity,40.02897,52.255424,-4.6394343,2.1085,-3.790855604091555,0.00016186181125955865,Soluble,adme-py (wlogp + ESOL),admet_ai
O=C(OCc1ccccc1)N1CCSC1c1cccc(C(F)(F)F)c1,O=C(OCc1ccccc1)N1CCSC1c1ccccc1,1,1.2246,16.7712,0.236,0,0,367.39,5.09,0,3,3,29.54,scaffold_hopping,95.05955,112.533775,22.525415,5.0896000000000035,-6.137746038717114,7.282055109450955e-07,Poorly Soluble,adme-py (wlogp + ESOL),admet_ai
O=C(COC(=O)C1CCN(c2ccc(C(F)(F)F)cn2)CC1)c1ccc(F)cc1,O=C(COC(=O)C1CCN(c2ccccn2)CC1)c1ccccc1,1,1.2246,16.7712,0.2317,0,1,410.37,3.88,0,5,5,59.5,scaffold_hopping,89.17721,85.892136,40.530586,3.8820000000000032,-5.491208596878931,3.226943809384503e-06,Moderately Soluble,adme-py (wlogp + ESOL),admet_ai
N=C1CN(c2nc3ccc(C(=O)O)cc3nc2F)CN1c1ccc(C(F)(F)F)cc1,N=C1CN(c2cnc3ccccc3n2)CN1c1ccccc1,1,1.2246,16.7712,0.1705,0,1,419.34,3.75,2,5,3,93.41,scaffold_hopping,4.1846724,-8.908741,18.046274,3.747270000000002,-5.508472948970003,3.101180546674799e-06,Moderately Soluble,adme-py (wlogp + ESOL),admet_ai
O=C(O)c1cc(N(Cc2ccc(F)c(F)c2)Cc2cccc(C(F)(F)F)c2Cl)[nH]n1,c1ccc(CN(Cc2ccccc2)c2ccn[nH]2)cc1,1,1.2246,16.7712,0.1398,0,0,445.78,5.27,2,3,6,69.22,scaffold_hopping,19.12928,21.901287,23.484415,5.265100000000002,-6.812912839267537,1.5384633712329313e-07,Poorly Soluble,adme-py (wlogp + ESOL),admet_ai
Cc1[nH]c2ccccc2c1C(=O)CNC(=O)NCc1ccccc1,O=C(NCC(=O)c1c[nH]c2ccccc12)NCc1ccccc1,1,1.225,16.7887,0.1882,0,1,321.38,3.16,3,2,5,73.99,scaffold_hopping,57.791485,68.63642,5.0254774,3.1584200000000013,-4.456024996728253,3.49925025781178e-05,Moderately Soluble,adme-py (wlogp + ESOL),admet_ai
O=C(NCc1ccccc1)N1Cc2ccccc2-n2cccc2C1,O=C(NCc1ccccc1)N1Cc2ccccc2-n2cccc2C1,1,1.225,16.7887,0.1839,0,1,317.39,3.7,1,1,2,37.27,scaffold_hopping,86.11265,103.41887,-2.0852408,3.7027000000000028,-4.879202460095817,1.3206798140288332e-05,Moderately Soluble,adme-py (wlogp + ESOL),admet_ai
CCN(CC)CCNC(=S)Nc1cc(S(=O)(=O)Nc2ccccc2Br)ccc1OC,O=S(=O)(Nc1ccccc1)c1ccccc1,1,1.2253,16.7998,0.1111,0,0,515.5,3.89,3,5,10,82.7,scaffold_hopping,52.36667,32.030674,91.41048,3.886700000000001,-6.166888382334562,6.809443451489166e-07,Poorly Soluble,adme-py (wlogp + ESOL),admet_ai
COc1cc(C(=O)C=Cc2ccncc2)c(OC)c2c(-c3ccccc3)noc12,O=C(C=Cc1ccncc1)c1ccc2onc(-c3ccccc3)c2c1,1,1.2254,16.805,0.1556,0,1,386.41,4.8,0,6,6,74.45,scaffold_hopping,89.61388,87.1722,68.98241,4.803100000000004,-6.14472823720883,7.165916821703322e-07,Poorly Soluble,adme-py (wlogp + ESOL),admet_ai
OC1CC2C[N+]3(CC4CC4)CCCCC2CC13Cl,C1CC[N+]2(CC3CC3)CC3CCC2CC3C1,1,1.2255,16.8059,0.069,0,1,270.82,2.73,1,1,2,20.23,scaffold_hopping,-15.299179,20.173237,20.875917,2.7329000000000008,-3.5500057218401895,0.00028183457992465134,Soluble,adme-py (wlogp + ESOL),admet_ai
CCCCCCC#Cc1ccc(C(=O)NC(=O)CSc2ccc(OCC(=O)O)cc2)cc1,O=C(CSc1ccccc1)NC(=O)c1ccccc1,1,1.2255,16.8064,0.2717,0,0,453.56,4.52,2,5,11,92.7,scaffold_hopping,30.191614,38.052547,40.764412,4.5206000000000035,-6.213270336038644,6.119693395248448e-07,Poorly Soluble,adme-py (wlogp + ESOL),admet_ai
O=C(NCC1CCN(c2nn3cc(-c4cccc(F)c4F)nc3s2)CC1)N1CCN(c2cccc(C(F)(F)F)c2)CC1,O=C(NCC1CCN(c2nn3cc(-c4ccccc4)nc3s2)CC1)N1CCN(c2ccccc2)CC1,1,1.2259,16.8233,0.1667,0,0,605.64,5.5,1,6,5,69.01,scaffold_hopping,84.83232,40.187363,80.05422,5.503000000000005,-8.01155213398742,9.737508863908849e-09,Poorly Soluble,adme-py (wlogp + ESOL),admet_ai
O=C(c1ccc(Oc2cc(Cn3ccnc3)cc(C(F)(F)F)c2)cc1)N1CCC(N2C(=O)OCc3ccccc32)CC1,O=C(c1ccc(Oc2cccc(Cn3ccnc3)c2)cc1)N1CCC(N2C(=O)OCc3ccccc32)CC1,1,1.2259,16.8233,0.1795,0,0,576.58,6.5,0,5,6,76.9,scaffold_hopping,37.9146,36.914726,38.357048,6.503900000000006,-8.588675642622293,2.578246028129579e-09,Poorly Soluble,adme-py (wlogp + ESOL),admet_ai
O=C(C(=Cc1ccc(Cl)c([N+](=O)[O-])c1)SCc1ccc(F)cc1)c1cccc(Cl)c1,O=C(C(=Cc1ccccc1)SCc1ccccc1)c1ccccc1,1,1.2263,16.8387,0.1596,0,0,462.33,7.2,0,4,7,60.21,scaffold_hopping,139.96062,133.2248,122.487625,7.197900000000004,-8.366663237479766,4.298696289431122e-09,Poorly Soluble,adme-py (wlogp + ESOL),admet_ai
CC(C(=O)N1CCN(c2cccc(C(F)(F)F)c2)CC1)N(N)N=Cc1ccc[nH]c1=Nc1ccccc1,O=C(CNN=Cc1ccc[nH]c1=Nc1ccccc1)N1CCN(c2ccccc2)CC1,1,1.2265,16.8451,0.18,0,0,511.55,3.51,2,6,6,93.32,scaffold_hopping,37.98295,13.469894,39.00466,3.5128000000000013,-5.914142397483848,1.2185899793004278e-06,Moderately Soluble,adme-py (wlogp + ESOL),admet_ai
COc1ccc(C2(c3nc(N(C)CC(O)CO)nc4scc(-c5ccccc5)c34)CC2)cc1,c1ccc(-c2csc3ncnc(C4(c5ccccc5)CC4)c23)cc1,1,1.2265,16.8474,0.1327,0,1,461.59,4.24,2,7,8,78.71,scaffold_hopping,51.507202,45.742897,54.238697,4.236200000000004,-6.177188386742219,6.649846389181391e-07,Poorly Soluble,adme-py (wlogp + ESOL),admet_ai
Cn1cnc2c(-c3c(F)cc(C#CC(C)(C)C)c(F)c3F)ncnc21,c1ccc(-c2ncnc3[nH]cnc23)cc1,1,1.2267,16.8546,0.131,0,1,344.34,3.85,0,3,1,43.6,scaffold_hopping,47.613186,54.462135,67.14195,3.845200000000003,-5.12039660027842,7.578851537301523e-06,Moderately Soluble,adme-py (wlogp + ESOL),admet_ai
N#Cc1ccc(C(=O)NCCN=c2cc(-n3cnc4ccc(F)cc4c3=O)[nH]cn2)cc1,O=C(NCCN=c1cc(-n2cnc3ccccc3c2=O)[nH]cn1)c1ccccc1,1,1.2271,16.8701,0.1345,0,1,429.42,1.45,2,6,5,128.82,scaffold_hopping,12.870813,16.669455,26.347158,1.4502799999999998,-3.9303136185971814,0.00011740494283152856,Soluble,adme-py (wlogp + ESOL),admet_ai
COc1ccc(NC(=O)Cn2c(COc3ccccc3F)nc3ccccc32)cc1,O=C(Cn1c(COc2ccccc2)nc2ccccc21)Nc1ccccc1,1,1.2277,16.893,0.1429,0,1,405.43,4.4,1,4,7,65.38,scaffold_hopping,82.03353,96.015114,22.976597,4.401700000000003,-5.959089328752444,1.098779811405668e-06,Moderately Soluble,adme-py (wlogp + ESOL),admet_ai
COc1ccccc1CC(NS(=O)(=O)c1ccc2ccccc2n1)C(=O)O,O=S(=O)(NCCc1ccccc1)c1ccc2ccccc2n1,1,1.2277,16.893,0.1474,0,1,386.43,2.22,2,5,7,105.59,scaffold_hopping,25.94312,25.811844,1.8683794,2.2176,-4.167753202711652,6.795897145482873e-05,Moderately Soluble,adme-py (wlogp + ESOL),admet_ai
COc1ccc(CCNC(C(=O)NCC(c2ccccc2OC)N2CCOCC2)c2ccccc2)cc1OC,O=C(NCC(c1ccccc1)N1CCOCC1)C(NCCc1ccccc1)c1ccccc1,1,1.2277,16.8943,0.1731,0,0,533.67,3.78,2,7,13,81.29,scaffold_hopping,85.107346,69.93769,-15.212827,3.7755000000000027,-6.220464559518352,6.019153800343499e-07,Poorly Soluble,adme-py (wlogp + ESOL),admet_ai
COc1ccc(-c2c(-c3ccc(OCCN4CCOCC4)cc3)oc3cc(OC(C)C(N)=O)ccc23)c(C)c1,c1ccc(-c2c(-c3ccc(OCCN4CCOCC4)cc3)oc3ccccc23)cc1,1,1.2277,16.8943,0.1404,0,0,530.62,5.05,1,7,10,96.39,scaffold_hopping,28.777954,20.019978,93.23946,5.047420000000004,-7.186798347687931,6.504316296992073e-08,Poorly Soluble,adme-py (wlogp + ESOL),admet_ai
O=C(CCCCCCCCCCc1ccccc1)Nc1ccc(CN=c2[nH]c(Cl)nc3c2ncn3C2CCC2)cc1,O=C(CCCCCCCCCCc1ccccc1)Nc1ccc(CN=c2[nH]cnc3c2ncn3C2CCC2)cc1,1,1.2278,16.8982,0.1944,0,0,573.19,7.93,2,4,15,87.96,scaffold_hopping,65.59754,32.816093,73.8178,7.9308000000000085,-9.578385833946532,2.640062242935576e-10,Poorly Soluble,adme-py (wlogp + ESOL),admet_ai
COc1cc(N(C)C(=O)c2cc(-c3cc(C)nc(CCN4CCOCC4)c3)nc3c2ccn3C)ccc1F,O=C(Nc1ccccc1)c1cc(-c2ccnc(CCN3CCOCC3)c2)nc2[nH]ccc12,1,1.2288,16.936,0.1619,0,0,517.61,4.24,0,6,7,72.72,scaffold_hopping,47.01104,32.105442,56.49713,4.242720000000004,-6.5202815878679905,3.0179942786750256e-07,Poorly Soluble,adme-py (wlogp + ESOL),admet_ai
O=C(Nc1ccc2[nH]c(=O)[nH]c2c1)c1ccc(-c2cc(Cl)ccc2Cl)o1,O=C(Nc1ccc2[nH]c(=O)[nH]c2c1)c1ccc(-c2ccccc2)o1,1,1.2289,16.9401,0.1154,0,1,388.21,4.68,3,3,3,90.89,scaffold_hopping,21.779545,33.021355,126.71444,4.675300000000001,-6.091442527376445,8.101351443123001e-07,Poorly Soluble,adme-py (wlogp + ESOL),admet_ai
Cn1cncc1CN1CC(N(C(=O)Oc2ccc(OC(F)(F)F)cc2)C2CCN(S(=O)(=O)C3CC3)C2)Cc2cc(C#N)ccc21,O=C(Oc1ccccc1)N(C1Cc2ccccc2N(Cc2cnc[nH]2)C1)C1CCN(S(=O)(=O)C2CC2)C1,1,1.229,16.942,0.1681,0,0,644.68,4.19,0,8,8,121.0,scaffold_hopping,60.277905,24.348839,41.096252,4.189180000000003,-7.243022617239598,5.714488759145163e-08,Poorly Soluble,adme-py (wlogp + ESOL),admet_ai
CN(Cc1cccc(OC(F)(F)F)c1)Cc1ncc(C2CCNC2)n1C,c1ccc(CNCc2ncc(C3CCNC3)[nH]2)cc1,1,1.2295,16.961,0.1569,0,1,368.4,3.03,1,4,6,42.32,scaffold_hopping,-1.282185,-9.830282,24.909647,3.0276000000000005,-4.580482979085934,2.6273444956071385e-05,Moderately Soluble,adme-py (wlogp + ESOL),admet_ai
CC#Cc1cccc(C#Cc2ccc(N(CCCC)C(=O)c3ccc(C(F)(F)F)cc3)cc2)c1,O=C(Nc1ccc(C#Cc2ccccc2)cc1)c1ccccc1,1,1.2298,16.9757,0.1875,0,0,459.51,6.92,0,1,5,20.31,scaffold_hopping,89.1676,65.40407,185.78088,6.923500000000005,-8.121324946132125,7.562668322439368e-09,Poorly Soluble,adme-py (wlogp + ESOL),admet_ai
Cn1c(OCc2ccccc2)nc2ccc(-n3cnc(C(F)(F)F)cc3=O)cc21,O=c1ccncn1-c1ccc2nc(OCc3ccccc3)[nH]c2c1,1,1.2301,16.9867,0.1809,0,1,400.36,3.72,0,4,4,61.94,scaffold_hopping,18.672695,25.771235,36.449898,3.717000000000003,-5.438382782953057,3.6443259796477162e-06,Moderately Soluble,adme-py (wlogp + ESOL),admet_ai
COc1cccc(CNC(=O)c2ccc3c(c2)c(C)c(C)n3Cc2ccc(-c3ccccc3C(=O)O)cc2)c1,O=C(NCc1ccccc1)c1ccc2c(ccn2Cc2ccc(-c3ccccc3)cc2)c1,1,1.2301,16.9879,0.1468,0,0,518.61,6.61,2,3,8,80.56,scaffold_hopping,53.695057,48.583225,48.365337,6.610240000000007,-8.338961474254686,4.5818252973734474e-09,Poorly Soluble,adme-py (wlogp + ESOL),admet_ai
CCc1ccc(-n2cc(C(O)N=c3cc(C)o[nH]3)cc2O)cc1,c1ccc(-n2ccc(CN=c3cco[nH]3)c2)cc1,1,1.2303,16.9944,0.125,0,1,313.36,2.57,3,4,4,86.68,scaffold_hopping,41.353046,58.83269,-6.8483796,2.5666200000000003,-3.9976060761568903,0.00010055274335557563,Soluble,adme-py (wlogp + ESOL),admet_ai
N#Cc1cc(C#Cc2ccnc(N3CCOCC3)n2)cc(C(F)(F)F)c1,C(#Cc1ccnc(N2CCOCC2)n1)c1ccccc1,1,1.2304,16.9967,0.1733,0,1,358.32,2.6,0,5,1,62.04,scaffold_hopping,28.836796,40.022717,93.194984,2.603480000000001,-4.23290816112883,5.849137609177408e-05,Moderately Soluble,adme-py (wlogp + ESOL),admet_ai
CN1CCC(Oc2ccc([S+]([O-])c3ccc4c5c(c(=O)[nH]c4c3)CCCN5)cc2C#N)CC1,O=c1[nH]c2cc([SH+]c3ccc(OC4CCNCC4)cc3)ccc2c2c1CCCN2,1,1.2309,17.0182,0.1287,0,1,462.58,3.4,2,6,4,104.21,scaffold_hopping,-2.7077186,-1.5198746,40.79481,3.3975800000000014,-5.510963385672752,3.0834478973960726e-06,Moderately Soluble,adme-py (wlogp + ESOL),admet_ai
CC(=O)c1ccc2c(c1)cc(C(=O)Nc1cc(C)ccc1C)n2CCC(=O)O,O=C(Nc1ccccc1)c1cc2ccccc2[nH]1,1,1.2309,17.0196,0.1188,0,1,378.43,4.19,2,3,6,88.4,scaffold_hopping,31.385906,47.630756,7.5984254,4.187740000000002,-5.555244289114204,2.7845544259846882e-06,Moderately Soluble,adme-py (wlogp + ESOL),admet_ai
Cc1ccc2[nH]cc(C(=O)NC3C4CC5CC(C4)CC3C5)c(=O)c2c1,O=C(NC1C2CC3CC(C2)CC1C3)c1c[nH]c2ccccc2c1=O,1,1.2311,17.0265,0.1633,0,1,336.44,3.39,2,2,2,61.96,scaffold_hopping,63.03369,65.69805,45.801003,3.391020000000002,-4.642559139018222,2.277408100109556e-05,Moderately Soluble,adme-py (wlogp + ESOL),admet_ai
O=C1NC(=O)C(=Cc2ccc(CN3CC34CCN(c3ccccc3)CC4)cc2)C(=O)N1,O=C1NC(=O)C(=Cc2ccc(CN3CC34CCN(c3ccccc3)CC4)cc2)C(=O)N1,1,1.2316,17.0437,0.2254,0,1,416.48,2.29,2,5,4,81.52,scaffold_hopping,23.58461,21.370157,31.583633,2.2908,-4.343566573238951,4.533497982135144e-05,Moderately Soluble,adme-py (wlogp + ESOL),admet_ai
CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1cc(OCC(N)=O)ccc1c2OC,O=C1Cc2cc3n(c(=O)c2CO1)Cc1cc2ccccc2nc1-3,1,1.232,17.061,0.1442,0,0,451.44,0.95,2,8,5,142.97,scaffold_hopping,4.856477,0.60792387,7.461313,0.9522999999999998,-3.620232681545762,0.00023975480427937187,Soluble,adme-py (wlogp + ESOL),admet_ai
CSc1cc(-c2ccccc2)c(C(=O)N2CCn3nc(COc4ccccc4)cc3C2)s1,O=C(c1sccc1-c1ccccc1)N1CCn2nc(COc3ccccc3)cc2C1,1,1.2323,17.0716,0.1957,0,0,461.61,5.57,0,5,6,47.36,scaffold_hopping,117.0511,111.924416,38.0833,5.568500000000004,-7.194185825104753,6.394611654993073e-08,Poorly Soluble,adme-py (wlogp + ESOL),admet_ai
O=C(NN=Cc1ccc(Oc2ccccc2)cc1)c1cccnc1,O=C(NN=Cc1ccc(Oc2ccccc2)cc1)c1cccnc1,1,1.2323,17.0733,0.1625,0,1,317.35,3.64,1,4,5,63.58,scaffold_hopping,50.0699,86.018814,18.990093,3.637800000000002,-4.83818252314485,1.4515014594985426e-05,Moderately Soluble,adme-py (wlogp + ESOL),admet_ai
COCCCN(C(=O)C1(C)CCN1C(=O)Cc1ccc(Cl)c(Cl)c1)c1ccc(Cl)cc1,O=C(Nc1ccccc1)C1CCN1C(=O)Cc1ccccc1,1,1.2323,17.0742,0.1919,0,0,483.82,5.25,0,3,8,49.85,scaffold_hopping,96.152115,104.25387,92.90918,5.250000000000005,-6.9699141791840455,1.0717310688023773e-07,Poorly Soluble,adme-py (wlogp + ESOL),admet_ai
O=C(NC1CCN(Cc2ccccc2)CC1)c1ccc(Sc2ccccc2)c(-n2ccccc2=O)c1,O=C(NC1CCN(Cc2ccccc2)CC1)c1ccc(Sc2ccccc2)c(-n2ccccc2=O)c1,1,1.2325,17.0799,0.18,0,0,495.65,5.38,1,4,7,54.34,scaffold_hopping,28.710865,34.25701,42.263065,5.383100000000005,-7.269457935846179,5.3770251047239386e-08,Poorly Soluble,adme-py (wlogp + ESOL),admet_ai
Fc1cnc(N2CCOCC3(CCN(c4cccnc4)C3)C2)nc1,c1cnc(N2CCOCC3(CCN(c4cccnc4)C3)C2)nc1,1,1.2328,17.0914,0.3182,0,1,329.38,1.74,0,6,2,54.38,scaffold_hopping,38.39634,42.062557,-2.0516133,1.7439999999999998,-3.4169645755106246,0.00038285597080121105,Soluble,adme-py (wlogp + ESOL),admet_ai
O=C(O)CCCN1CCN(c2ccncc2C#Cc2ccccc2)CC1,C(#Cc1cnccc1N1CCNCC1)c1ccccc1,1,1.2328,17.0914,0.3067,0,1,349.43,2.47,1,4,5,56.67,scaffold_hopping,-1.6887562,25.521946,11.171181,2.4682000000000004,-4.059977504837422,8.710087044481981e-05,Moderately Soluble,adme-py (wlogp + ESOL),admet_ai
