canonical_smiles,Input_SMILES,SMILES_state,Tanimoto,NLL,qsar_model_count,qsar_models_used,pred_logIC50_uM,pred_ic50_uM,pred_pIC50,pred_logIC50_uM_ensemble_mean,pred_logIC50_uM_ensemble_std,pred_ic50_uM_ensemble_mean,pred_ic50_uM_ensemble_std,pred_pIC50_ensemble_mean,pred_pIC50_ensemble_std,pred_ic50_uM_lower95,pred_ic50_uM_upper95,pred_pIC50_lower95,pred_pIC50_upper95,pred_pIC50_uncertainty,pred_cLogP,pred_logS_ESOL,pred_Solubility_ESOL_mol_per_L,pred_Solubility_ESOL_class,pred_MetStab_Clearance_Microsome_AZ,pred_MetStab_Clearance_Hepatocyte_AZ,pred_MetStab_Half_Life_Obach,PAINS_alert,BRENK_alert,NIH_alert,AMES,ClinTox,DILI,Carcinogens_Lagunin,hERG,CYP1A2_Veith,CYP2C19_Veith,CYP2C9_Veith,CYP2D6_Veith,CYP3A4_Veith,HIA_Hou,Bioavailability_Ma,PAMPA_NCATS,Pgp_Broccatelli,Caco2_Wang,PPBR_AZ,VDss_Lombardo,molecular_weight,logP,QED,Lipinski,sa_score,sa_accessibility,liability_alert_count,passes_qsar_uncertainty,passes_optimal
O=[N+]([O-])c1cc(CN2CC3(CCN(c4cncc(C#Cc5ccccn5)c4)C3)C2)cc([N+](=O)[O-])c1,CCCCCCC#Cc1cncc(N2CCC3(CN(Cc4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,1,0.6583333333333333,8.03,5,KNN | KNN | DT | LGBM | ET,-0.10776255579545735,0.7802565878921075,6.107762555795457,0.1682527880551086,0.18628406875173273,1.6178463099969285,0.7275772195562755,5.831747211944891,0.18628406875173273,0.6355299373521903,3.414833732331387,5.466630437191495,6.196863986698288,0.18628406875173273,3.405100000000002,-5.57797908440674,2.642536018615744e-06,Moderately Soluble,28.533756,16.464306,71.78799,0,3,0,0.7126554,0.4039282,0.932768,0.25177702,0.90962327,0.09275787,0.55269915,0.6553168,0.32938504,0.90675896,0.9994466,0.7856483,0.8212091,0.88343793,-4.8113327,97.81917,9.302688,470.4890000000002,3.405100000000002,0.3162266505360035,4.0,3.5128654414009945,0.7207927287332228,3,1,1
CCn1cc(C#Cc2cncc(N3CCC4(CN(C(=O)c5cc([N+](=O)[O-])cc([N+](=O)[O-])c5)C4)C3)c2)cn1,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,1,0.6942148760330579,10.7,5,KNN | KNN | DT | LGBM | ET,0.06931837226807167,1.173054992682967,5.9306816277319285,0.2609601511926998,0.15130419206855064,1.936888397455644,0.6663813215612592,5.7390398488073,0.15130419206855064,0.9213060747281312,3.610076189491237,5.442483632352941,6.035596065261659,0.15130419206855064,2.8667000000000016,-5.360415247203463,4.360986605797625e-06,Moderately Soluble,36.98055,15.371066,57.50306,0,3,0,0.8500782,0.07621763,0.99063843,0.13510858,0.61413234,0.012038557,0.25528067,0.46844062,0.02540291,0.8881823,0.99964,0.82994163,0.8699764,0.7970344,-4.9208937,94.779724,8.494836,501.50300000000027,2.8667000000000016,0.29524663284594566,3.0,3.669693506663317,0.7033673881485203,3,1,1
O=[N+]([O-])c1cc(CN2CC3(CCN(c4cncc(C#CC[n+]5ccccc5)c4)C3)C2)cc([N+](=O)[O-])c1,CCCCCCC#Cc1cncc(N2CCC3(CN(Cc4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,1,0.6833333333333333,13.11,5,KNN | KNN | DT | LGBM | ET,0.06931837226807167,1.173054992682967,5.9306816277319285,0.18805668212014465,0.16267898318747187,1.6658847637468654,0.722063230551206,5.811943317879855,0.16267898318747187,0.7399559642618742,3.2129760566545267,5.49309251083241,6.1307941249273,0.16267898318747187,2.9495000000000013,-5.329971380809167,4.677659651702962e-06,Moderately Soluble,29.17667,4.219176,40.600357,0,4,0,0.6486069,0.20741639,0.58808684,0.43276677,0.89891243,0.08507507,0.4283406,0.36645827,0.6550617,0.571122,0.56174976,0.38573328,0.2040159,0.37678453,-5.4332547,81.981,11.713812,485.5240000000002,2.9495000000000013,0.228510463334349,4.0,3.824802226685872,0.686133085923792,4,1,1
C=Cn1cc(C#Cc2cncc(N3CCC4(CN(Cc5cc([N+](=O)[O-])cc([N+](=O)[O-])c5)C4)C3)c2)cn1,CCCCCCC#Cc1cncc(N2CCC3(CN(Cc4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,1,0.6475409836065574,13.17,5,KNN | KNN | DT | LGBM | ET,0.06931837226807167,1.173054992682967,5.9306816277319285,0.20183594330992743,0.1702071865063367,1.719857131132266,0.6880875238634663,5.798164056690073,0.1702071865063367,0.7382948818916052,3.4311683631107277,5.464557971137653,6.131770142242493,0.1702071865063367,3.307100000000002,-5.5832214750148745,2.61082958296453e-06,Moderately Soluble,30.085125,13.308096,68.94176,0,3,0,0.7299641,0.33377656,0.9454479,0.24673326,0.85782987,0.056383155,0.4946855,0.6358882,0.27934605,0.89719236,0.99689895,0.7190992,0.6817973,0.85094184,-4.970292,97.28563,8.322317,485.5040000000002,3.307100000000002,0.29596891301597483,4.0,3.9605248862650138,0.6710527904149985,3,1,1
CC1(C#Cc2cncc(N3CCC4(CN(C(=O)c5cc([N+](=O)[O-])cc([N+](=O)[O-])c5)C4)C3)c2)CC1,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,1,0.7256637168141593,13.29,5,KNN | KNN | DT | LGBM | ET,0.06931837226807167,1.173054992682967,5.9306816277319285,0.09489072530023815,0.19255106911972514,1.375852472486026,0.6343489667009776,5.905109274699762,0.19255106911972514,0.5217838463055056,2.9668174228628597,5.5277091792251,6.282509370174423,0.19255106911972514,3.4021000000000017,-5.450835040613885,3.5413182650316498e-06,Moderately Soluble,29.39111,12.103628,45.74331,0,3,0,0.77351147,0.08355987,0.9486353,0.10855621,0.7150206,0.026088823,0.572217,0.6081694,0.11766334,0.92329246,0.9997757,0.659464,0.9204488,0.8880537,-4.6272106,95.37,5.3028765,461.47800000000024,3.4021000000000017,0.38834466287075725,4.0,3.6779370274994942,0.7024514413889451,3,1,1
CN(C)C(=O)CCCC#Cc1cncc(N2CCC3(CN(Cc4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,CCCCCCC#Cc1cncc(N2CCC3(CN(Cc4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,1,0.7876106194690266,12.7,5,KNN | KNN | DT | LGBM | ET,0.09124276779850712,1.2337943235249924,5.908757232201493,0.22945970058150356,0.12099077979788232,1.7683244490465078,0.5494506343984409,5.770540299418497,0.12099077979788232,0.9824665483839421,2.928206018895422,5.5333983710146475,6.007682227822346,0.12099077979788232,3.2203000000000017,-5.588181641277588,2.581180400341254e-06,Moderately Soluble,32.8507,15.116507,41.691277,0,4,0,0.80462474,0.4665466,0.8136962,0.17930964,0.9344988,0.044060536,0.4720974,0.46184912,0.37893182,0.93682873,0.9993223,0.74768674,0.8676704,0.8266249,-5.0886965,82.74343,12.70137,506.5630000000004,3.2203000000000017,0.23121191199180027,3.0,3.6142991193478693,0.709522320072459,4,1,1
CCCn1cc(C#Cc2cncc(N3CCC4(CN(C(=O)c5cc([N+](=O)[O-])cc([N+](=O)[O-])c5)C4)C3)c2)cn1,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,1,0.7049180327868853,10.02,5,KNN | KNN | DT | LGBM | ET,0.09124276779850712,1.2337943235249924,5.908757232201493,0.22591186982329753,0.1254505983742123,1.7585445869517073,0.5569439559309401,5.774088130176702,0.1254505983742123,0.9550556914446915,2.9634325215120683,5.528204957363246,6.019971302990158,0.1254505983742123,3.256800000000002,-5.733909886340109,1.8453982892117224e-06,Moderately Soluble,45.685516,20.533792,58.01125,0,3,0,0.7797492,0.08173442,0.9895834,0.14231047,0.6658195,0.0082603535,0.32584068,0.5764562,0.03491309,0.92206925,0.99948657,0.780384,0.84463185,0.87763417,-4.8569226,98.12313,7.588272,515.5300000000002,3.256800000000002,0.27675327210896816,3.0,3.6884744080434224,0.7012806213285085,3,1,1
CC=CCn1cc(C#Cc2cncc(N3CCC4(CN(C(=O)c5cc([N+](=O)[O-])cc([N+](=O)[O-])c5)C4)C3)c2)cn1,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,1,0.6484375,13.07,5,KNN | KNN | DT | LGBM | ET,0.09124276779850712,1.2337943235249924,5.908757232201493,0.26958235029688027,0.1406371704002594,1.9623317597640912,0.6553833214164243,5.73041764970312,0.1406371704002594,0.9861284678223029,3.509386525749908,5.4547687957186115,6.006066503687628,0.1406371704002594,3.422900000000002,-5.931651810723396,1.1704373960919024e-06,Moderately Soluble,51.488483,25.846218,52.83064,0,4,0,0.75237155,0.07793393,0.98837197,0.14979716,0.7033146,0.014618906,0.47398728,0.6980607,0.053373773,0.9465057,0.99965745,0.7562197,0.8673336,0.899234,-4.8849916,99.02725,5.575109,527.5410000000003,3.422900000000002,0.20552458106714327,3.0,3.8708589448268205,0.68101567279702,4,1,1
O=[N+]([O-])c1cc(CN2CC3(CCN(c4cncc(C#CCCc5ncc[nH]5)c4)C3)C2)cc([N+](=O)[O-])c1,CCCCCCC#Cc1cncc(N2CCC3(CN(Cc4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,1,0.7264957264957265,12.84,5,KNN | KNN | DT | LGBM | ET,0.09124276779850712,1.2337943235249924,5.908757232201493,0.20737258393287045,0.1719781868395921,1.746759841875112,0.7235347242324065,5.79262741606713,0.1719781868395921,0.7418145335514921,3.503078182734311,5.455550169861529,6.12970466227273,0.1719781868395921,3.317700000000001,-5.600965265047845,2.5063097001246727e-06,Moderately Soluble,26.988476,10.205117,46.18926,0,3,0,0.59538424,0.44288197,0.87383556,0.18466064,0.95810556,0.10310489,0.71711767,0.8171671,0.581175,0.98660934,0.999735,0.643755,0.7466881,0.87549037,-5.432573,90.69562,10.181958,487.52000000000027,3.317700000000001,0.30468959008203844,4.0,3.7566657068949834,0.6937038103450018,3,1,1
C=C(C)Cn1cc(C#Cc2cncc(N3CCC4(CN(C(=O)c5cc([N+](=O)[O-])cc([N+](=O)[O-])c5)C4)C3)c2)cn1,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,1,0.6535433070866141,12.96,5,KNN | KNN | DT | LGBM | ET,0.09124276779850712,1.2337943235249924,5.908757232201493,0.27525193782458135,0.17484088161366088,2.060194042094701,0.9538703082392735,5.7247480621754185,0.17484088161366088,0.8561774986154478,4.148967814236581,5.382059934212643,6.067436190138194,0.17484088161366088,3.422900000000002,-5.931651810723396,1.1704373960919024e-06,Moderately Soluble,49.195595,20.920126,52.3314,0,4,0,0.6960095,0.09503116,0.9854048,0.16120568,0.67262274,0.00624899,0.36128926,0.61111164,0.048170142,0.9274942,0.99908847,0.75499886,0.7932135,0.8671776,-4.8148003,99.00215,4.992592,527.5410000000003,3.422900000000002,0.20552458106714327,3.0,3.8271961553227465,0.6858670938530282,4,1,1
O=[N+]([O-])c1cc(CN2CC3(CCN(c4cncc(C#CCOc5cccnc5)c4)C3)C2)cc([N+](=O)[O-])c1,CCCCCCC#Cc1cncc(N2CCC3(CN(Cc4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,1,0.6666666666666666,10.01,5,KNN | KNN | DT | LGBM | ET,0.09124276779850712,1.2337943235249924,5.908757232201493,0.2959218746814252,0.17597712900397194,2.15574212182067,0.9526578891333447,5.704078125318575,0.17597712900397194,0.8933192689209599,4.373579724389139,5.35916295247079,6.0489932981663594,0.17597712900397194,3.435800000000002,-5.780584511338475,1.6573547932601493e-06,Moderately Soluble,39.789772,19.69125,48.000175,0,3,0,0.5228353,0.4669353,0.9348648,0.1836785,0.9777563,0.19694845,0.85990506,0.9292904,0.62333786,0.9949835,0.99995863,0.68026483,0.8775252,0.97580165,-5.022967,96.66403,7.25414,500.51500000000027,3.435800000000002,0.27217332880835915,3.0,3.572589565611624,0.7141567149320418,3,1,1
O=[N+]([O-])c1cc(CN2CC3(CCN(c4cncc(C#CCCn5cccn5)c4)C3)C2)cc([N+](=O)[O-])c1,CCCCCCC#Cc1cncc(N2CCC3(CN(Cc4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,1,0.7264957264957265,10.43,5,KNN | KNN | DT | LGBM | ET,0.09124276779850712,1.2337943235249924,5.908757232201493,0.20805277694437133,0.17905281751383073,1.7651210842011937,0.7896415491257271,5.791947223055629,0.17905281751383073,0.719629991149973,3.6223991166948024,5.441003700728521,6.142890745382737,0.17905281751383073,3.2486000000000015,-5.549715594941089,2.820229201278515e-06,Moderately Soluble,33.89219,14.208974,47.216026,0,3,0,0.65611184,0.4039317,0.8848111,0.22385626,0.9576582,0.09129715,0.7663068,0.82257587,0.56680954,0.9839956,0.9998535,0.649215,0.8499179,0.92520106,-5.180255,90.21217,10.0198345,487.52000000000027,3.2486000000000015,0.2826508045512854,4.0,3.650372951107082,0.7055141165436576,3,1,1
CCn1cc(C#Cc2cncc(N3CCC4(CN(Cc5cc([N+](=O)[O-])cc([N+](=O)[O-])c5)C4)C3)c2)cn1,CCCCCCC#Cc1cncc(N2CCC3(CN(Cc4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,1,0.6890756302521008,13.47,5,KNN | KNN | DT | LGBM | ET,0.09124276779850712,1.2337943235249924,5.908757232201493,0.219921585536145,0.1913570965081018,1.83779657434131,0.8827657420185742,5.780078414463855,0.1913570965081018,0.6996191304869106,3.9353330662610935,5.405018505307975,6.155138323619735,0.1913570965081018,3.2265000000000015,-5.536776146160313,2.9055198970410638e-06,Moderately Soluble,34.321293,16.227335,67.99483,0,3,0,0.79422903,0.3377456,0.9421984,0.2056109,0.8704718,0.043800123,0.40806118,0.54361457,0.16633846,0.91002816,0.99951494,0.8223647,0.81395453,0.83007926,-5.064048,94.409744,12.506392,487.5200000000002,3.2265000000000015,0.29494672555157475,4.0,3.6906470582107156,0.701039215754365,3,1,1
O=[N+]([O-])c1cc(CN2CC3(CCN(c4cncc(C#CCCc5ncccn5)c4)C3)C2)cc([N+](=O)[O-])c1,CCCCCCC#Cc1cncc(N2CCC3(CN(Cc4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,1,0.7083333333333334,13.93,5,KNN | KNN | DT | LGBM | ET,0.09124276779850712,1.2337943235249924,5.908757232201493,0.2135187801376582,0.1926601111146206,1.8181112253942657,0.9107154469062482,5.786481219862342,0.1926601111146206,0.6853382359205047,3.9006106116061883,5.408867402077686,6.164095037646998,0.1926601111146206,3.3846000000000025,-5.736102742361136,1.8361039192978054e-06,Moderately Soluble,28.33428,11.686465,40.613274,0,3,0,0.5355665,0.4604519,0.90296304,0.19342676,0.9429857,0.06640076,0.572937,0.7010589,0.40957302,0.9751932,0.9998144,0.7420906,0.8019266,0.846494,-5.2725487,90.7022,8.19647,499.5310000000003,3.3846000000000025,0.2725494552353133,4.0,3.6822693914461677,0.7019700676170925,3,1,1
C=CCn1cc(C#Cc2cncc(N3CCC4(CN(Cc5cc([N+](=O)[O-])cc([N+](=O)[O-])c5)C4)C3)c2)cn1,CCCCCCC#Cc1cncc(N2CCC3(CN(Cc4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,1,0.6451612903225806,11.17,5,KNN | KNN | DT | LGBM | ET,0.09124276779850712,1.2337943235249924,5.908757232201493,0.21619242705569955,0.19422397760034085,1.8319574086912713,0.9215405426663774,5.7838075729443,0.19422397760034085,0.6847206583841454,3.952495854949388,5.4031285768476325,6.164486569040968,0.19422397760034085,3.3926000000000025,-5.730515906833562,1.8598764405822416e-06,Moderately Soluble,39.020275,19.186586,60.783012,0,4,0,0.732525,0.34113008,0.93455714,0.23998661,0.88432294,0.05304264,0.521716,0.6710588,0.2865579,0.9451607,0.9991843,0.7355239,0.7602465,0.863417,-5.0116787,97.27811,8.914519,499.5310000000003,3.3926000000000025,0.20974607332497797,4.0,3.8096679276269665,0.6878146747081149,4,1,1
O=[N+]([O-])c1cc(CN2CC3(CCN(c4cncc(C#CCC[n+]5ccccc5)c4)C3)C2)cc([N+](=O)[O-])c1,CCCCCCC#Cc1cncc(N2CCC3(CN(Cc4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,1,0.7083333333333334,14.0,5,KNN | KNN | DT | LGBM | ET,0.09124276779850712,1.2337943235249924,5.908757232201493,0.13978803953758495,0.19762146346508985,1.5445647029025498,0.800145582308869,5.860211960462415,0.19762146346508985,0.5655226075678307,3.3660929785418676,5.472873892070839,6.247550028853992,0.19762146346508985,3.3396000000000026,-5.702859692201273,1.9821673024426777e-06,Moderately Soluble,25.3777,-5.287871,50.293568,0,4,0,0.6545786,0.19329154,0.55033123,0.4269426,0.9232461,0.09008159,0.4799654,0.4035359,0.70004046,0.67379874,0.5970155,0.33825234,0.23106942,0.46460444,-5.6218157,71.635056,17.623142,499.5510000000003,3.3396000000000026,0.2122403652583351,4.0,3.758915690430202,0.693453812174422,4,1,1
CC(C)n1cc(C#Cc2cncc(N3CCC4(CN(C(=O)c5cc([N+](=O)[O-])cc([N+](=O)[O-])c5)C4)C3)c2)cn1,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,1,0.656,13.85,5,KNN | KNN | DT | LGBM | ET,0.09124276779850712,1.2337943235249924,5.908757232201493,0.1771328272623035,0.20326759572785172,1.6689986409872268,0.7438252078512858,5.822867172737697,0.20326759572785172,0.6007978082107178,3.7630268307134482,5.4244626851111075,6.221271660364286,0.20326759572785172,3.4277000000000024,-5.864113510361127,1.367371392765506e-06,Moderately Soluble,45.22536,18.476358,63.46885,0,3,0,0.77682054,0.08641858,0.9892789,0.13975318,0.7151855,0.010810008,0.43425593,0.65722704,0.03845858,0.9381224,0.99979913,0.7910856,0.8762449,0.9148825,-4.90911,97.38983,8.707495,515.5300000000003,3.4277000000000024,0.2859223940023735,3.0,3.730316686572511,0.696631479269721,3,1,1
COc1ccc(C#Cc2cncc(N3CCC4(CN(Cc5cc([N+](=O)[O-])cc([N+](=O)[O-])c5)C4)C3)c2)cn1,CCCCCCC#Cc1cncc(N2CCC3(CN(Cc4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,1,0.6451612903225806,12.79,5,KNN | KNN | DT | LGBM | ET,0.10527164787090641,1.2742998966114207,5.894728352129094,0.24783352947503356,0.1197196643658204,1.8397174755185222,0.5264127295942859,5.752166470524966,0.1197196643658204,1.0308203587933207,3.037274693533006,5.517515928367958,5.986817012681975,0.1197196643658204,3.413700000000002,-5.7676450625576985,1.7074772951399507e-06,Moderately Soluble,37.04252,18.01086,76.431114,0,3,0,0.7166451,0.40333962,0.9571322,0.18620898,0.91717404,0.04809223,0.4478291,0.6539398,0.19179018,0.9546255,0.9997362,0.8179324,0.8105714,0.9191475,-4.883588,99.80794,8.343205,500.51500000000027,3.413700000000002,0.2840441689286963,3.0,3.5646081474071893,0.7150435391769789,3,1,1
O=[N+]([O-])c1cc(CN2CC3(CCN(c4cncc(C#CCCCCO)c4)C3)C2)cc([N+](=O)[O-])c1,CCCCCCC#Cc1cncc(N2CCC3(CN(Cc4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,1,0.875,4.56,5,KNN | KNN | DT | LGBM | ET,0.10527164787090641,1.2742998966114207,5.894728352129094,0.25193520674177156,0.17026244640410812,1.9320806148848746,0.7729444951483887,5.748064793258228,0.17026244640410812,0.8283632279500994,3.8516747071057353,5.414350398306176,6.08177918821028,0.17026244640410812,3.1244000000000014,-5.257733185193217,5.524167198826075e-06,Moderately Soluble,24.41792,16.189878,45.700615,0,4,0,0.7518749,0.37216803,0.8487278,0.23844202,0.91525525,0.08490543,0.62495214,0.6449889,0.41214663,0.93437546,0.9992097,0.7007679,0.84908164,0.87601167,-5.08704,92.20481,11.556062,465.51000000000033,3.1244000000000014,0.27274496244317337,4.0,3.545479355650068,0.7171689604833258,4,1,1
O=[N+]([O-])c1cc(CN2CC3(CCN(c4cncc(C#CCc5c[nH]cn5)c4)C3)C2)cc([N+](=O)[O-])c1,CCCCCCC#Cc1cncc(N2CCC3(CN(Cc4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,1,0.7008547008547008,13.3,5,KNN | KNN | DT | LGBM | ET,0.10527164787090641,1.2742998966114207,5.894728352129094,0.21307825926972251,0.18332750516253896,1.7931120224440473,0.8179180724304238,5.7869217407302775,0.18332750516253896,0.7140955869023979,3.7359423797209526,5.427599830611701,6.146243650848854,0.18332750516253896,2.927600000000001,-5.228067810618322,5.914692751188509e-06,Moderately Soluble,25.934048,12.422964,45.6923,0,3,0,0.6091628,0.3922449,0.9097166,0.18474951,0.9413069,0.104200386,0.6969007,0.797664,0.45014668,0.9800213,0.99960977,0.7323931,0.77601826,0.83294135,-5.4019465,88.61124,10.383953,473.4930000000002,2.927600000000001,0.32805326000216306,4.0,3.8329788260163786,0.6852245748870691,3,1,1
CN1CCN(c2cncc(C#CCCCCCO)c2)CC12CN(Cc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1)C2,CCCCCCC#Cc1cncc(N2CCC3(CN(Cc4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,1,0.7652173913043478,13.89,5,KNN | KNN | DT | LGBM | ET,0.10934353120307097,1.2863037365281156,5.890656468796929,0.1813391613873284,0.1367617986049287,1.5949139789134084,0.5025552316273209,5.818660838612671,0.1367617986049287,0.8190040250250273,2.81444189308505,5.550607713347011,6.086713963878332,0.1367617986049287,2.808600000000001,-5.292716521236994,5.096634371474638e-06,Moderately Soluble,42.166477,32.441193,41.46691,0,4,0,0.7364504,0.41795093,0.80359954,0.26785553,0.95055974,0.04440805,0.62923896,0.6119366,0.48157063,0.93789977,0.9994938,0.66175324,0.8024224,0.85339564,-5.02209,94.60353,11.319041,508.5790000000003,2.808600000000001,0.23518673976473284,3.0,3.6604285658349136,0.7043968260183429,4,1,1
O=[N+]([O-])c1cc(CN2CC3(CCN(c4cncc(C#CC5CC5)c4)C3)C2)cc([N+](=O)[O-])c1,CCCCCCC#Cc1cncc(N2CCC3(CN(Cc4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,1,0.7181818181818181,5.35,5,KNN | KNN | DT | LGBM | ET,0.11572690500459815,1.3053497941104732,5.884273094995402,0.198129864438462,0.1521528385707531,1.6884141116918996,0.6838130867894727,5.801870135561538,0.1521528385707531,0.7941641911524214,3.1358077422063797,5.5036505719628614,6.100089699160214,0.1521528385707531,3.371800000000002,-5.249058400108637,5.635618678787396e-06,Moderately Soluble,24.313353,11.852098,57.372803,0,3,0,0.789972,0.34679264,0.83832616,0.19772239,0.9073471,0.14407757,0.6598395,0.6209571,0.4613287,0.92749244,0.99976903,0.6818091,0.8865957,0.86943847,-4.7909956,95.04632,9.456761,433.46800000000025,3.371800000000002,0.40426628022465716,4.0,3.572658659469141,0.7141490378367621,3,1,1
O=[N+]([O-])c1cc(CN2CC3(CCN(c4cncc(C#CCCC=CCO)c4)C3)C2)cc([N+](=O)[O-])c1,CCCCCCC#Cc1cncc(N2CCC3(CN(Cc4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,1,0.7678571428571429,13.57,5,KNN | KNN | DT | LGBM | ET,0.12719604340134189,1.3402815628547171,5.872803956598658,0.20553470179091854,0.14194237604171792,1.7032789584383135,0.6498058922041152,5.794465298209081,0.14194237604171792,0.8459167894196181,3.046083182138052,5.516258241167314,6.072672355250848,0.14194237604171792,3.2905000000000015,-5.456066295458174,3.4989175164891527e-06,Moderately Soluble,35.804253,20.273556,43.921883,0,5,0,0.7414426,0.3671394,0.82557917,0.26044646,0.9231884,0.080421016,0.657519,0.6649893,0.52330726,0.944804,0.99868214,0.6547941,0.8120696,0.8578542,-5.0713363,93.481285,10.841234,477.5210000000003,3.2905000000000015,0.20181269611513175,4.0,3.741306644198197,0.695410372866867,5,1,1
O=[N+]([O-])c1cc(CN2CC3(CCN(c4cncc(C#CCC/C=C/CO)c4)C3)C2)cc([N+](=O)[O-])c1,CCCCCCC#Cc1cncc(N2CCC3(CN(Cc4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,1,0.7678571428571429,13.89,5,KNN | KNN | DT | LGBM | ET,0.12719604340134189,1.3402815628547171,5.872803956598658,0.20553470179091854,0.14194237604171792,1.7032789584383135,0.6498058922041152,5.794465298209081,0.14194237604171792,0.8459167894196181,3.046083182138052,5.516258241167314,6.072672355250848,0.14194237604171792,3.2905000000000015,-5.456066295458174,3.4989175164891527e-06,Moderately Soluble,34.97001,21.293163,42.253864,0,5,0,0.73315644,0.3556933,0.82194173,0.2719451,0.9221035,0.09809909,0.6832468,0.68151605,0.5595193,0.9451391,0.99859256,0.6373268,0.8146211,0.8552451,-5.0948863,92.691605,10.61948,477.5210000000003,3.2905000000000015,0.20181269611513175,4.0,3.741306644198197,0.695410372866867,5,1,1
O=[N+]([O-])c1cc(CN2CC3(CCN(c4cncc(C#CCSCCO)c4)C3)C2)cc([N+](=O)[O-])c1,CCCCCCC#Cc1cncc(N2CCC3(CN(Cc4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,1,0.7567567567567568,10.54,5,KNN | KNN | DT | LGBM | ET,0.12719604340134189,1.3402815628547171,5.872803956598658,0.2890368791947843,0.19542108069222802,2.1645466110105795,1.0426406305021436,5.710963120805216,0.19542108069222802,0.8053998808790465,4.699614091655289,5.3279378026484485,6.093988438961983,0.19542108069222802,2.6873000000000005,-5.052861981945565,8.853969427811609e-06,Moderately Soluble,28.751272,12.192273,50.849308,0,4,0,0.7808149,0.3423024,0.8285624,0.26393458,0.9037229,0.099831894,0.6385213,0.62684095,0.45316267,0.9199939,0.99777687,0.66970915,0.81986916,0.78491753,-5.141104,89.76332,12.330078,483.5500000000003,2.6873000000000005,0.2609321751194093,4.0,3.7247913748808354,0.6972454027910182,4,1,1
CCCOCC#Cc1cncc(N2CCC3(CN(Cc4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,CCCCCCC#Cc1cncc(N2CCC3(CN(Cc4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,1,0.8055555555555556,12.96,5,KNN | KNN | DT | LGBM | ET,0.1516801806074329,1.4180128962856497,5.848319819392567,0.20755665356556832,0.2281095260024391,1.8927099435719814,1.2317961167453644,5.792443346434432,0.2281095260024391,0.5760523897076549,4.514933151871906,5.345348675469651,6.239538017399212,0.2281095260024391,3.3884000000000025,-5.453535108611215,3.519369705912629e-06,Moderately Soluble,44.71328,26.269817,53.83861,0,4,0,0.7156844,0.3687581,0.8744439,0.20110205,0.9337357,0.0778628,0.6425629,0.6611477,0.33896878,0.951012,0.99976146,0.7502886,0.907261,0.915044,-4.8265047,94.671425,11.676271,465.5100000000002,3.3884000000000025,0.2521866315432502,4.0,3.5850721441116056,0.7127697617653772,4,1,1
