canonical_smiles,Input_SMILES,SMILES_state,Tanimoto,NLL,qsar_model_count,qsar_models_used,pred_logIC50_uM,pred_ic50_uM,pred_pIC50,pred_logIC50_uM_ensemble_mean,pred_logIC50_uM_ensemble_std,pred_ic50_uM_ensemble_mean,pred_ic50_uM_ensemble_std,pred_pIC50_ensemble_mean,pred_pIC50_ensemble_std,pred_ic50_uM_lower95,pred_ic50_uM_upper95,pred_pIC50_lower95,pred_pIC50_upper95,pred_pIC50_uncertainty,pred_cLogP,pred_logS_ESOL,pred_Solubility_ESOL_mol_per_L,pred_Solubility_ESOL_class,pred_MetStab_Clearance_Microsome_AZ,pred_MetStab_Clearance_Hepatocyte_AZ,pred_MetStab_Half_Life_Obach,PAINS_alert,BRENK_alert,NIH_alert,AMES,ClinTox,DILI,Carcinogens_Lagunin,hERG,CYP1A2_Veith,CYP2C19_Veith,CYP2C9_Veith,CYP2D6_Veith,CYP3A4_Veith,HIA_Hou,Bioavailability_Ma,PAMPA_NCATS,Pgp_Broccatelli,Caco2_Wang,PPBR_AZ,VDss_Lombardo,molecular_weight,logP,QED,Lipinski,sa_score,sa_accessibility,liability_alert_count,passes_qsar_uncertainty,passes_optimal
CC(C)(C)OC(=O)N1CCC2(C1)CN(c1cncc(C#CC3CC3)c1)C2,CCCCCCC#Cc1cncc(N2CCC3(CN(Cc4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,1,0.3565891472868217,9.82,5,KNN | KNN | DT | LGBM | ET,0.6051538968907209,4.028597666980577,5.394846103109279,0.8824989854002624,0.3228250251742512,10.342975340305824,8.855951904205119,5.117501014599737,0.3228250251742512,1.7773048911049687,32.751864965253965,4.484763965258205,5.750238063941271,0.3228250251742512,3.290300000000002,-4.6118160103259,2.444465935948885e-05,Moderately Soluble,56.564636,51.99233,40.707268,0,1,0,0.17725909,0.22454536,0.69295204,0.08837866,0.6438459,0.23384671,0.5687932,0.5209888,0.08753233,0.71432614,0.9997827,0.76941246,0.9653592,0.59678096,-4.5518446,94.36017,8.904187,353.4660000000002,3.290300000000002,0.7270065061949308,4.0,3.444288329613787,0.7284124078206904,1,0,1
CCCCCCC#Cc1cncc(N2CCC3(CCN(C(=O)c4ccc(OC)c(C)c4)C3)C2)c1,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc5c(cc4[N+](=O)[O-])OCO5)C3)C2)c1,1,0.592,9.6,5,KNN | KNN | DT | LGBM | ET,0.6445794597611244,4.411430685362967,5.355420540238876,0.7455413820715586,0.1691508873572915,6.022807662280397,2.484776525890627,5.254458617928441,0.1691508873572915,2.594213068886945,11.942001497129857,4.92292287870815,5.585994357148733,0.1691508873572915,5.463120000000005,-6.956889249646644,1.1043602092263187e-07,Poorly Soluble,86.3477,70.84334,62.964973,0,2,0,0.15040189,0.23193705,0.761917,0.026292538,0.91843253,0.3141908,0.7051031,0.79986537,0.09124987,0.9910215,0.99999905,0.6748432,0.973667,0.9533721,-4.828922,103.011795,9.946312,459.6340000000002,5.463120000000005,0.4072421665679253,3.0,3.637542650274295,0.7069397055250783,2,0,0
CCCCCC#Cc1cncc(N2CCC3(CCN(C(=O)c4ccc(OC)cc4)C3)C2)c1,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc5c(cc4[N+](=O)[O-])OCO5)C3)C2)c1,1,0.552,6.19,5,KNN | KNN | DT | LGBM | ET,0.6445794597611244,4.411430685362967,5.355420540238876,0.791245595602504,0.1731607980760272,6.672541212761973,2.494396588475559,5.208754404397496,0.1731607980760272,2.830417047890599,13.509546168184242,4.869359240168483,5.548149568626509,0.1731607980760272,4.764600000000004,-6.266123320910023,5.418470073640183e-07,Poorly Soluble,73.954735,69.33382,47.25776,0,2,0,0.14573148,0.27325317,0.77651596,0.035383094,0.8968361,0.3671704,0.66827476,0.8064386,0.110112764,0.98565376,0.9999957,0.71952665,0.96776974,0.9343092,-4.7562246,101.639175,8.287097,431.58000000000015,4.764600000000004,0.4884770637493721,4.0,3.5411013829939604,0.71765540188956,2,0,0
CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4ccc(OC)cc4)C3)C2)c1,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc5c(cc4[N+](=O)[O-])OCO5)C3)C2)c1,1,0.635593220338983,7.12,5,KNN | KNN | DT | LGBM | ET,0.6445794597611244,4.411430685362967,5.355420540238876,0.7949027352793986,0.1784703956522418,6.761089793762181,2.5972502324165334,5.205097264720601,0.1784703956522418,2.786767646064862,13.954192529604644,4.855295289242207,5.554899240198996,0.1784703956522418,4.764600000000004,-6.262671775344066,5.461704817928021e-07,Poorly Soluble,83.609085,77.082184,50.789257,0,2,0,0.124430194,0.24129474,0.830214,0.048475675,0.87042016,0.20795962,0.6185112,0.79192513,0.07554549,0.97448933,0.99998724,0.75583434,0.9657615,0.9313005,-4.8040533,103.61086,7.194308,431.5800000000002,4.764600000000004,0.4681990671976659,4.0,3.140283040740047,0.7621907732511058,2,0,0
CCCCCC#Cc1cncc(N2CCC3(CCN(C(=O)c4cccc(OC)c4)C3)C2)c1,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,1,0.5645161290322581,8.93,5,KNN | KNN | DT | LGBM | ET,0.6445794597611244,4.411430685362967,5.355420540238876,0.8005158806435375,0.1786169401717178,6.845358365400702,2.609495822573293,5.199484119356463,0.1786169401717178,2.8211532465681928,14.14506942610304,4.849394916619896,5.549573322093029,0.1786169401717178,4.764600000000005,-6.266123320910024,5.418470073640172e-07,Poorly Soluble,77.68446,74.812386,46.629417,0,2,0,0.15168029,0.2622344,0.7491395,0.030429006,0.9096201,0.5354894,0.7869532,0.8561417,0.14644791,0.9907421,0.99999845,0.6924976,0.97600925,0.9269226,-4.73813,101.96868,8.203299,431.58000000000015,4.764600000000005,0.488477063749372,4.0,3.577059695649046,0.7136600338167727,2,0,0
CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cccc(OC)c4)C3)C2)c1,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,1,0.6495726495726496,8.91,5,KNN | KNN | DT | LGBM | ET,0.6445794597611244,4.411430685362967,5.355420540238876,0.8266097056265241,0.1954428967503653,7.363282357462327,2.9039831884382816,5.173390294373476,0.1954428967503653,2.776780993368925,16.206072716739083,4.79032221674276,5.556458372004192,0.1954428967503653,4.764600000000004,-6.262671775344066,5.461704817928021e-07,Poorly Soluble,87.65114,82.80615,50.13323,0,2,0,0.13259849,0.2292873,0.80483514,0.038665347,0.88754636,0.37104052,0.76328814,0.85673106,0.10718942,0.9850358,0.99999654,0.7270154,0.976844,0.9240011,-4.7886972,103.904175,7.132476,431.5800000000002,4.764600000000004,0.4681990671976659,4.0,3.1766322046196445,0.7581519772644839,2,0,0
CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4ccc(OCCOC)cc4)C3)C2)c1,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc5c(cc4[N+](=O)[O-])OCO5)C3)C2)c1,1,0.5905511811023622,8.88,5,KNN | KNN | DT | LGBM | ET,0.6445794597611244,4.411430685362967,5.355420540238876,0.8109240907456308,0.2113717704597831,7.278432695775709,3.485972345589812,5.1890759092543695,0.2113717704597831,2.492501455808585,16.796266656252296,4.774787239153194,5.603364579355544,0.2113717704597831,4.781200000000005,-6.542289550627778,2.868867227567999e-07,Poorly Soluble,72.51802,70.207726,54.617054,0,2,0,0.12513086,0.23127727,0.8492156,0.052236237,0.8402653,0.07435802,0.44201714,0.6902461,0.04267072,0.96355325,0.9999542,0.7620391,0.9569994,0.9395083,-4.77271,101.90861,10.339652,475.6330000000003,4.781200000000005,0.365633225280191,4.0,3.235533203777233,0.7516074218025296,2,0,0
CCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4ccc(OC)cc4)C3)C2)c1,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc5c(cc4[N+](=O)[O-])OCO5)C3)C2)c1,1,0.6101694915254238,9.06,5,KNN | KNN | DT | LGBM | ET,0.6445794597611244,4.411430685362967,5.355420540238876,0.834171260982095,0.2234817296118856,7.76887479228935,3.84706726187726,5.165828739017905,0.2234817296118856,2.489700296014814,18.715242165063444,4.727804548978609,5.603852929057201,0.2234817296118856,4.374500000000004,-5.889179581077356,1.290685463897883e-06,Moderately Soluble,78.35982,75.166245,43.219383,0,2,0,0.1338247,0.25741404,0.8306488,0.049258236,0.8555192,0.21612246,0.583114,0.756408,0.07571451,0.9692112,0.99997807,0.78580284,0.9656169,0.9088706,-4.7662973,102.485435,6.363869,417.55300000000017,4.374500000000004,0.5170750381471375,4.0,3.1298468782382667,0.7633503468624148,2,0,0
CCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cccc(OC)c4)C3)C2)c1,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,1,0.6239316239316239,9.4,5,KNN | KNN | DT | LGBM | ET,0.6445794597611244,4.411430685362967,5.355420540238876,0.8576033681006212,0.2319190020240951,8.25328829067237,4.119413684237243,5.142396631899379,0.2319190020240951,2.529543336089897,20.51939784941811,4.687835387932152,5.596957875866606,0.2319190020240951,4.374500000000004,-5.889179581077356,1.290685463897883e-06,Moderately Soluble,82.434494,80.96637,42.645035,0,2,0,0.1413037,0.24472181,0.80612123,0.04001628,0.8748075,0.38758564,0.7348912,0.83050823,0.105781555,0.98203194,0.9999943,0.7617334,0.9772913,0.90016854,-4.7502375,102.78053,6.315608,417.55300000000017,4.374500000000004,0.5170750381471375,4.0,3.1674212948329075,0.7591754116852325,2,0,0
CCCCCCC#Cc1cncc(N2CC3(CN(C(=O)c4ccc(OC)cc4)C3)C2)c1,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc5c(cc4[N+](=O)[O-])OCO5)C3)C2)c1,1,0.5619834710743802,9.56,5,KNN | KNN | DT | LGBM | ET,0.6445794597611244,4.411430685362967,5.355420540238876,0.8437376301933777,0.2391761654175503,8.125306942746658,4.507163207295902,5.156262369806623,0.2391761654175503,2.3711135151528264,20.53633378189456,4.687477085588224,5.625047654025021,0.2391761654175503,4.374500000000004,-5.885728035511399,1.3009840270032023e-06,Moderately Soluble,83.173164,76.633316,48.31402,0,2,0,0.046338584,0.14538023,0.9072331,0.078072324,0.77982014,0.17245308,0.7071502,0.862929,0.05198712,0.91066647,0.9998587,0.793196,0.9525275,0.8983182,-4.8581076,103.39193,6.0501704,417.5530000000002,4.374500000000004,0.4956098627711638,4.0,3.0859090472490305,0.7682323280834411,2,0,0
COCC(=O)N1CC2(CCN(c3cncc(C#CC4CCCCC4)c3)C2)C1,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc5c(cc4[N+](=O)[O-])OCO5)C3)C2)c1,1,0.3712121212121212,9.8,5,KNN | KNN | DT | LGBM | ET,0.6445794597611244,4.411430685362967,5.355420540238876,0.9786452625940496,0.2869138538425059,11.698687719624068,7.073139261974074,5.02135473740595,0.2869138538425059,2.607919063970216,34.75332935253578,4.459003583874639,5.583705890937262,0.2869138538425059,2.698500000000001,-4.255120087165999,5.5575056492353055e-05,Moderately Soluble,41.772923,51.67287,29.80389,0,1,0,0.23994322,0.25200444,0.636319,0.04878793,0.6680794,0.1382033,0.31804684,0.29030395,0.07134289,0.7184131,0.99990606,0.80190086,0.95482415,0.51268256,-4.6168146,90.28259,9.173323,367.4930000000003,2.698500000000001,0.7708801718688645,4.0,3.463684654059156,0.7262572606600938,1,0,0
COc1ccc(CN2CC3(CCN(C(=O)c4cncc(C#CCCCCO)c4)C3)C2)cc1,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc5c(cc4[N+](=O)[O-])OCO5)C3)C2)c1,1,0.4511278195488721,9.74,5,KNN | KNN | DT | LGBM | ET,0.6445794597611244,4.411430685362967,5.355420540238876,1.4078560976293453,0.5307020268900884,55.036581363896026,72.94024338089449,4.592143902370655,0.5307020268900884,2.3317400108443462,280.5640811930047,3.5519679296660813,5.632319875075228,0.5307020268900884,2.9524000000000017,-4.931652819685952,1.17043467690899e-05,Moderately Soluble,23.402134,36.743378,14.449827,0,2,0,0.14535007,0.6095931,0.63997644,0.09232653,0.94528705,0.050501287,0.25638548,0.44485587,0.34549648,0.9380783,0.9993776,0.72699976,0.8643382,0.88899773,-5.076124,86.649796,6.85532,433.5520000000003,2.9524000000000017,0.5372833652562857,4.0,3.147865314987537,0.7613482983347182,2,0,0
COC(=O)C(C)(C)C(=O)N1CC2(CCN(c3cncc(C#CCCCC4CC4)c3)C2)C1,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,1,0.4427480916030534,9.86,5,KNN | KNN | DT | LGBM | ET,0.6445794597611245,4.411430685362968,5.355420540238876,1.055848090117411,0.2982660312428592,14.415006633547018,10.1429239634754,4.944151909882589,0.2982660312428592,2.9596930241172785,43.696787667716585,4.359550488646585,5.528753331118593,0.2982660312428592,3.2513000000000014,-5.013341470813611,9.697471885514478e-06,Moderately Soluble,77.18123,75.889824,27.437927,0,3,0,0.16945972,0.25364873,0.5702764,0.051818002,0.8331235,0.063342944,0.4654514,0.5515108,0.116511464,0.9786606,0.9999355,0.64542866,0.9589308,0.8093808,-4.624111,100.52313,7.1269937,423.5570000000004,3.2513000000000014,0.3042068342738526,4.0,3.695927883645191,0.7004524573727566,3,0,0
COC(=O)C(C)(C)C(=O)N1CC2(CCN(c3cncc(C#CC4CCCCC4)c3)C2)C1,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,1,0.3475177304964539,9.78,5,KNN | KNN | DT | LGBM | ET,0.6445794597611245,4.411430685362968,5.355420540238876,1.1117000457244568,0.302549526777461,16.08880193948108,9.845075743655666,4.888299954275543,0.302549526777461,3.3014366884780646,50.66372505948711,4.29530288179172,5.481297026759367,0.302549526777461,3.2513000000000014,-5.023696107511484,9.468995114705112e-06,Moderately Soluble,74.190605,72.37697,21.940664,0,2,0,0.14966574,0.19015454,0.63293904,0.04943993,0.7956555,0.07288568,0.53027934,0.6193703,0.10962123,0.97212756,0.9999412,0.6612215,0.9594704,0.8200451,-4.616552,98.53148,6.293383,423.5570000000004,3.2513000000000014,0.4242816617515888,4.0,3.724585554362605,0.6972682717374883,2,0,0
CCCCCCC#Cc1cncc(N2CCC3(CCN(C(=O)c4ccc(OC)cc4N)C3)C2)c1,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc5c(cc4[N+](=O)[O-])OCO5)C3)C2)c1,1,0.5826771653543307,9.12,5,KNN | KNN | DT | LGBM | ET,0.6445794597611245,4.411430685362968,5.355420540238876,1.0037862159486863,0.309331291612788,13.219541780307251,10.39378322624113,4.996213784051314,0.309331291612788,2.497450472473548,40.74511496291293,4.3899244524902485,5.602503115612378,0.309331291612788,4.736900000000003,-6.424805310134215,3.760059262024362e-07,Poorly Soluble,76.1582,67.00575,56.31858,0,3,0,0.16269425,0.32167047,0.7951746,0.02889592,0.9413684,0.41957337,0.81078136,0.88544065,0.19497338,0.9955208,0.9999983,0.6622302,0.9711688,0.9556166,-4.7952147,102.73061,9.985369,460.6220000000002,4.736900000000003,0.3671937555110011,4.0,3.734402147919505,0.696177539120055,3,0,0
CCCCCC#Cc1cncc(N2CCC3(CCN(C(=O)c4ccc(C(=O)OC)cc4)C3)C2)c1,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc5c(cc4[N+](=O)[O-])OCO5)C3)C2)c1,1,0.5426356589147286,9.72,5,KNN | KNN | DT | LGBM | ET,0.6445794597611245,4.411430685362968,5.355420540238876,1.1065897520181156,0.3232665187967654,16.39536363359419,10.476992593815842,4.893410247981884,0.3232665187967654,2.971579647462951,54.97840407037555,4.259807871140224,5.527012624823545,0.3232665187967654,4.542600000000004,-6.277324077673707,5.280510643438559e-07,Poorly Soluble,94.4416,86.862564,40.06838,0,2,0,0.07964466,0.2223949,0.82723725,0.05123636,0.82876456,0.34624738,0.6212697,0.839509,0.092132375,0.9748031,0.9999844,0.7459202,0.9588524,0.9058016,-4.7041063,103.43144,7.0697923,459.5900000000002,4.542600000000004,0.3604992673677,4.0,3.5908358998818297,0.7121293444575745,2,0,0
COC(=O)C(C)(C)C(=O)N1CC2(CCN(c3cncc(C#CCC4CC4)c3)C2)C1,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,1,0.3969465648854962,9.42,5,KNN | KNN | DT | LGBM | ET,0.6445794597611245,4.411430685362968,5.355420540238876,1.1471414515570946,0.3309430101613765,18.06341734325026,11.205468484467778,4.852858548442906,0.3309430101613765,3.151324686794897,62.487011046875246,4.204210248526607,5.501506848359203,0.3309430101613765,2.4711,-4.261734254757355,5.4735078495595234e-05,Moderately Soluble,71.227806,75.956245,14.48851,0,2,0,0.19052808,0.19366172,0.5773082,0.048020523,0.7075476,0.042918447,0.39823896,0.4422152,0.06876163,0.95348406,0.9998951,0.67877257,0.9442835,0.638767,-4.522481,95.42484,5.354486,395.5030000000002,2.4711,0.4452587981027759,4.0,3.730738184748276,0.6965846461390804,2,0,0
COc1ccc(NC(=O)N2CC3(CCN(c4cncc(C#CCCCCO)c4)C3)C2)cc1,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc5c(cc4[N+](=O)[O-])OCO5)C3)C2)c1,1,0.4961240310077519,9.2,5,KNN | KNN | DT | LGBM | ET,0.6445794597611245,4.411430685362968,5.355420540238876,1.2666899891080363,0.3313243329859589,22.93373525868389,11.538162281021217,4.733310010891963,0.3313243329859589,4.142803137245138,82.43007248864092,4.083914318239485,5.382705703544443,0.3313243329859589,3.3485000000000023,-5.235415935930721,5.815459881735824e-06,Moderately Soluble,26.461859,33.166496,37.737587,0,2,0,0.22732952,0.35303172,0.87440634,0.06537088,0.79472816,0.07389337,0.35952908,0.5595758,0.07647307,0.9295026,0.99933606,0.8350848,0.90624845,0.78049105,-5.0699353,95.89882,8.290307,434.5400000000003,3.3485000000000023,0.5386102105749125,4.0,3.2332208333821866,0.7518643518464238,2,0,0
CCCCCCC#Cc1cncc(N2CCC3(CCN(C(=O)c4ccc(C(=O)OC)cc4)C3)C2)c1,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc5c(cc4[N+](=O)[O-])OCO5)C3)C2)c1,1,0.5658914728682171,8.39,5,KNN | KNN | DT | LGBM | ET,0.6445794597611245,4.411430685362968,5.355420540238876,1.054640476817456,0.3316789547836863,15.015171975860731,10.77829846225392,4.945359523182544,0.3316789547836863,2.538339601748278,50.667704402653534,4.295268771806519,5.595450274558569,0.3316789547836863,4.932700000000005,-6.651674199401183,2.230107511988796e-07,Poorly Soluble,98.95569,88.38741,47.67132,0,2,0,0.07336481,0.20185177,0.8237964,0.04812131,0.8439331,0.3266229,0.6487923,0.8572446,0.08918747,0.978269,0.99999124,0.7107829,0.95836484,0.92618865,-4.7397585,104.461975,7.8983626,473.61700000000025,4.932700000000005,0.3240724823962802,4.0,3.605242367613575,0.710528625820714,2,0,0
COc1cc(N)cc(C(=O)N2CC3(CCN(c4cncc(C#CCCCCO)c4)C3)C2)c1,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,1,0.6134453781512605,9.89,5,KNN | KNN | DT | LGBM | ET,0.6445794597611245,4.411430685362968,5.355420540238876,1.1671353603646972,0.3319293954288835,18.70108501989962,10.69372992256298,4.832864639635303,0.3319293954288835,3.2851389642763413,65.72293891173317,4.182283024594691,5.483446254675915,0.3319293954288835,2.539000000000001,-4.635030871510763,2.3172299254919264e-05,Moderately Soluble,22.288614,33.008953,23.486187,0,3,0,0.21728273,0.38003218,0.8379965,0.0351199,0.8409212,0.049167465,0.29444128,0.49692434,0.061635356,0.9588002,0.9997614,0.80798495,0.9047701,0.71818304,-5.1319284,90.38246,8.4065695,434.5400000000003,2.539000000000001,0.4124626485172681,4.0,3.41607191390701,0.7315475651214434,3,0,0
COC(=O)C(C)(C)C(=O)N1CC2(CCN(c3cncc(C#CC4CC4)c3)C2)C1,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,1,0.3740458015267175,9.33,5,KNN | KNN | DT | LGBM | ET,0.6445794597611245,4.411430685362968,5.355420540238876,1.1796817116054232,0.3484605695711488,19.794005955227952,12.107201758142718,4.820318288394577,0.3484605695711488,3.1383327957917637,72.88940884176147,4.137335572035125,5.503301004754029,0.3484605695711488,2.0809999999999995,-3.886235448543922,0.0001299464894734,Soluble,49.464767,57.981667,15.198614,0,2,0,0.20383437,0.14732184,0.59983945,0.047131307,0.58594704,0.038909834,0.37053752,0.38045245,0.049955167,0.90997285,0.9998453,0.6837968,0.9311802,0.5359329,-4.513024,89.1948,6.1046486,381.4760000000002,2.0809999999999995,0.4557469791674011,4.0,3.746956369827776,0.6947826255746915,2,0,0
COC(=O)c1cccc(C(=O)N2CC3(CCN(c4cncc(C#CCCCCCO)c4)C3)C2)c1,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,1,0.584,9.18,5,KNN | KNN | DT | LGBM | ET,0.6445794597611245,4.411430685362968,5.355420540238876,1.139536415826591,0.35014002108145,18.444940490589108,12.506357384703598,4.860463584173409,0.35014002108145,2.8396314303934664,66.95929264568711,4.174189142853766,5.546738025493051,0.35014002108145,3.124900000000002,-5.235443950648121,5.815084760205598e-06,Moderately Soluble,65.29143,72.3477,15.247154,0,2,0,0.08445209,0.27454865,0.86720675,0.077057794,0.77040666,0.17174688,0.45231003,0.744692,0.095561795,0.95554733,0.9998201,0.797949,0.9253046,0.8341054,-4.8353148,98.51758,5.6587834,461.5620000000004,3.124900000000002,0.3876040869711904,4.0,3.289910015840393,0.7455655537955119,2,0,0
CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)Nc4ccc(OC)cc4)C3)C2)c1,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc5c(cc4[N+](=O)[O-])OCO5)C3)C2)c1,1,0.568,8.8,5,KNN | KNN | DT | LGBM | ET,0.6445794597611245,4.411430685362968,5.355420540238876,1.0408525417856964,0.3503910220240406,14.90984696243958,10.89719995742469,4.959147458214304,0.3503910220240406,2.2598839545439926,53.409553209634936,4.272381055047184,5.645913861381423,0.3503910220240406,5.156300000000004,-6.647649210487273,2.2508719521578498e-07,Poorly Soluble,75.87364,62.795765,72.349205,0,2,0,0.18447009,0.31350058,0.87772274,0.0632358,0.879741,0.17073599,0.6360817,0.79662377,0.09712498,0.97037154,0.99993765,0.79235876,0.96135587,0.9351405,-4.938469,103.30174,9.324747,446.5950000000002,5.156300000000004,0.4716788164967841,3.0,3.1820534280583708,0.7575496191046255,2,0,0
COC(=O)c1cccc(C(=O)N2CC3(CCN(c4cncc(C#CCCCCO)c4)C3)C2)c1,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,1,0.56,8.42,5,KNN | KNN | DT | LGBM | ET,0.6445794597611245,4.411430685362968,5.355420540238876,1.1758208040537412,0.3579795517504589,19.88903626590656,12.321437139492328,4.824179195946259,0.3579795517504589,2.9797572328436583,75.4155192312347,4.12253927451536,5.525819117377158,0.3579795517504589,2.734800000000001,-4.861354332147177,1.3760862895945854e-05,Moderately Soluble,53.480316,62.24465,8.818625,0,2,0,0.10321574,0.26485056,0.86826956,0.075927146,0.71855974,0.1485151,0.3836278,0.6733422,0.07768053,0.93577033,0.99974936,0.819244,0.9184469,0.75890124,-4.8776255,96.35951,4.436803,447.5350000000003,2.734800000000001,0.4165969783976272,4.0,3.280704018117808,0.7465884424313547,2,0,0
COC(=O)c1ccc(C(=O)N2CC3(CCN(c4cncc(C#CCCCCO)c4)C3)C2)cc1,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,1,0.5476190476190477,8.71,5,KNN | KNN | DT | LGBM | ET,0.6445794597611245,4.411430685362968,5.355420540238876,1.1340805738766195,0.3687042478374928,18.54255423147593,12.288492438852346,4.86591942612338,0.3687042478374928,2.5788153588924088,71.90198823016415,4.143259100361894,5.5885797518848666,0.3687042478374928,2.734800000000001,-4.861354332147177,1.3760862895945854e-05,Moderately Soluble,50.76076,58.83317,10.153833,0,2,0,0.08738763,0.25057554,0.86504287,0.077246234,0.62388015,0.055220008,0.2605345,0.5360831,0.05918325,0.84595805,0.9990694,0.8294551,0.8546354,0.6868252,-4.8915806,95.56612,4.38788,447.5350000000003,2.734800000000001,0.4165969783976272,4.0,3.237470139230737,0.7513922067521404,2,0,0
COC(=O)c1ccc(C(=O)N2CC3(CCN(c4cncc(C#CCCCCCO)c4)C3)C2)cc1,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,1,0.5714285714285714,9.61,5,KNN | KNN | DT | LGBM | ET,0.6445794597611245,4.411430685362968,5.355420540238876,1.0874436159991507,0.3690298266588891,17.178295765215854,12.93472450733705,4.912556384000849,0.3690298266588891,2.312837688749284,64.67583974303643,4.189257923749427,5.635854844252272,0.3690298266588891,3.124900000000002,-5.235443950648121,5.815084760205598e-06,Moderately Soluble,62.587147,69.10195,16.569843,0,2,0,0.071073025,0.25746274,0.8643956,0.07788487,0.69034755,0.06748621,0.3294417,0.62930083,0.07494071,0.8959513,0.9993912,0.8092683,0.8725295,0.78477323,-4.845752,97.99183,5.673934,461.5620000000004,3.124900000000002,0.3876040869711904,4.0,3.248013267228181,0.7502207480857577,2,0,0
COC(=O)c1ccc(C(=O)N2CC3(CCN(c4cncc(C#CCCCO)c4)C3)C2)cc1,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc5c(cc4[N+](=O)[O-])OCO5)C3)C2)c1,1,0.5238095238095238,9.8,5,KNN | KNN | DT | LGBM | ET,0.6445794597611245,4.411430685362968,5.355420540238876,1.1496263652999088,0.3770543905222921,19.35765416962307,12.65679479170042,4.850373634700091,0.3770543905222921,2.5739479467919666,77.38432001034144,4.111347029276399,5.589400240123784,0.3770543905222921,2.3447000000000005,-4.487549639050251,3.2542458594832784e-05,Moderately Soluble,44.81795,53.16689,4.0086007,0,2,0,0.111082956,0.25287977,0.8627588,0.070994884,0.5207668,0.038579915,0.15567641,0.32700852,0.039896913,0.70475566,0.99852544,0.8508905,0.8154451,0.5267358,-4.9748325,92.44671,3.335802,433.50800000000027,2.3447000000000005,0.442841561623489,4.0,3.2378095301369374,0.7513544966514514,2,0,0
