canonical_smiles,murcko_scaffold,novel_scaffold,pred_log10_ic50_uM,pred_ic50_uM,max_sim_to_seriesCE,has_spiro_motif,drug_like,mw,logp,hbd,hba,rot_bonds,tpsa
CC1NS(=O)(=O)C(=S)NC1(c1ccccc1)c1ccccc1,O=S1(=O)NCC(c2ccccc2)(c2ccccc2)NC1=S,1,1.1354,13.6575,0.125,0,1,332.45,2.13,2,3,2,58.2
O=C(NC1CCN(CCN=c2cc[nH]c3cc(Cl)ccc23)C1)c1ccc(Cl)cc1,O=C(NC1CCN(CCN=c2cc[nH]c3ccccc23)C1)c1ccccc1,1,1.1355,13.6622,0.1515,0,1,429.35,3.88,2,3,5,60.49
O=C(CN1CCCCCC1c1c[nH]c2cc(F)ccc12)Nc1cccc(Cl)c1,O=C(CN1CCCCCC1c1c[nH]c2ccccc12)Nc1ccccc1,1,1.1355,13.6622,0.1743,0,0,399.9,5.52,2,2,4,48.13
C=CCON=Cc1ccc(OC)c(OC2CCCC2)c1,c1ccc(OC2CCCC2)cc1,1,1.1362,13.6842,0.1064,0,1,275.35,3.55,0,4,7,40.05
COc1cccc(-c2c[nH]cc(C#N)c2=NC2CCCCC2)c1,c1ccc(-c2c[nH]ccc2=NC2CCCCC2)cc1,1,1.1362,13.6842,0.1124,0,1,307.4,3.8,1,3,3,61.17
CCCNc1cc(OC)c(OC)c2c(CCC)cc(=O)oc12,O=c1ccc2ccccc2o1,1,1.1362,13.6842,0.1042,0,1,305.37,3.58,1,5,7,60.7
CCC(=Cc1ccc(C2=NCCS2)cc1)c1ccc2c(c1)OCO2,C(=Cc1ccc2c(c1)OCO2)c1ccc(C2=NCCS2)cc1,1,1.1364,13.6912,0.2472,0,1,337.44,4.86,0,4,4,30.82
CN1CCC2(C1)CN(c1ccc(-c3ccccc3)cc1)C(=O)N2C,O=C1NC2(CCNC2)CN1c1ccc(-c2ccccc2)cc1,1,1.137,13.7088,0.2192,0,1,321.42,3.3,0,2,2,26.79
CC1(C)C(=O)NN=C1c1ccc2cc(-c3cccc(OCc4cn[nH]c4)c3)ccc2c1,O=C1CC(c2ccc3cc(-c4cccc(OCc5cn[nH]c5)c4)ccc3c2)=NN1,1,1.1379,13.736,0.1477,0,1,410.48,4.67,2,4,5,79.37
Cc1ccc(C(=O)N2CC3(C2)CN(c2cccc(C(F)(F)F)n2)C3)cc1,O=C(c1ccccc1)N1CC2(C1)CN(c1ccccn1)C2,1,1.138,13.7416,0.3906,0,1,361.37,3.37,0,3,2,36.44
Cc1cncn1-c1ccc2cc(CN3CCC4(CC3)OCc3ccccc34)ccc2c1,c1ccc2c(c1)COC21CCN(Cc2ccc3cc(-n4ccnc4)ccc3c2)CC1,1,1.1383,13.7501,0.2,0,0,409.53,5.36,0,3,3,30.29
Cc1cc(=NC(=O)N2CCC3(CC3)C2)[nH]c2ncc3c(c12)OC(C)(C)CN(C)C3=O,O=C1NCCOc2c1cnc1[nH]c(=NC(=O)N3CCC4(CC4)C3)ccc21,1,1.1392,13.7776,0.2209,0,1,409.49,2.62,1,4,0,90.89
COc1ccc(C(=O)N2CCN(c3ccc([N+](=O)[O-])cc3)CC2)cc1,O=C(c1ccccc1)N1CCN(c2ccccc2)CC1,1,1.1395,13.7878,0.3014,0,1,341.37,2.57,0,5,4,75.92
Cc1cc(Br)c(OCCCCCCN2C(=O)c3ccc(Cl)cc3C2=O)c(Br)c1,O=C1c2ccccc2C(=O)N1CCCCCCOc1ccccc1,1,1.1395,13.7883,0.1494,0,0,529.66,6.41,0,3,8,46.61
NCCC(=O)N1CCC(N(Cc2ccccc2)c2ccc(C(F)(F)F)cc2)C1,c1ccc(CN(c2ccccc2)C2CCNC2)cc1,1,1.1403,13.8149,0.2088,0,1,391.44,3.66,1,3,6,49.57
COc1cc2[nH]cnc(=NS(=O)(=O)c3cccc(Cl)c3Cl)c2cc1OC,O=S(=O)(N=c1nc[nH]c2ccccc12)c1ccccc1,1,1.1404,13.8177,0.1235,0,1,414.27,3.18,1,5,4,93.64
COc1cccc(NC(=O)N2Cc3cc(OCCN(C)C)ccc3CC2COCC2CCCC2)c1,O=C(Nc1ccccc1)N1Cc2ccccc2CC1COCC1CCCC1,1,1.1412,13.8428,0.1456,0,1,481.64,4.8,1,5,10,63.27
CN(C)CCc1cccc(S(=O)(=O)NC(=S)SCc2ccccc2)c1,O=S(=O)(NC(=S)SCc1ccccc1)c1ccccc1,1,1.1414,13.8495,0.1522,0,1,394.59,3.29,1,5,7,49.41
CCN(CC)c1cccc(NS(=O)(=O)c2ccc(OC)c(OC)c2)c1,O=S(=O)(Nc1ccccc1)c1ccccc1,1,1.1415,13.8516,0.1026,0,1,364.47,3.35,1,5,8,67.87
O=C(O)C=Cc1cc(-n2ccc(OCc3ccccc3)cc2=O)cc(F)c1F,O=c1cc(OCc2ccccc2)ccn1-c1ccccc1,1,1.1417,13.8592,0.1684,0,1,383.35,3.79,1,3,6,68.53
C#Cc1cccc(N=c2[nH]ccc(=Nc3ccc4c(c3)OCCO4)[nH]2)c1,c1ccc(N=c2[nH]ccc(=Nc3ccc4c(c3)OCCO4)[nH]2)cc1,1,1.1421,13.8714,0.1458,0,1,344.37,2.56,2,4,2,74.76
BrCCN(CCBr)C1c2ccc(Br)cc2OC1C1=NCCN1,c1ccc2c(c1)CC(C1=NCCN1)O2,1,1.1425,13.8848,0.1125,0,1,496.04,3.34,1,4,6,36.86
O=C1CCN(C(CO)C(=O)N2CCCC2C(=O)c2nc3cc([N+](=O)[O-])ccc3[nH]2)N1,O=C1CCN(CC(=O)N2CCCC2C(=O)c2nc3ccccc3[nH]2)N1,1,1.143,13.8981,0.2041,0,0,416.39,-0.26,3,8,6,161.77
COC(=O)C(C)Oc1ccc(Oc2ccc(C#Cc3cnc4ccnc(C)c4c3)cc2)cc1,C(#Cc1cnc2ccncc2c1)c1ccc(Oc2ccccc2)cc1,1,1.1433,13.9103,0.2,0,0,438.48,5.07,0,6,5,70.54
COc1cc2cnc(-c3ccc(C)cc3)c(Cc3cccc(C(=O)O)n3)c2cc1OC,c1ccc(-c2ncc3ccccc3c2Cc2ccccn2)cc1,1,1.1433,13.9103,0.1477,0,1,414.46,4.91,1,5,6,81.54
COc1ccc(C2CC2COc2nc(C)ncc2-c2cc(=O)n(C)cc2C)c(OC)c1,O=c1cc(-c2cncnc2OCC2CC2c2ccccc2)cc[nH]1,1,1.1433,13.9103,0.1429,0,1,421.5,3.66,0,6,7,75.47
COc1ccc(-c2csc(=NC(O)c3cc(O)n(-c4ccc5c(c4)OCO5)c3)[nH]2)cc1,c1ccc(-c2csc(=NCc3ccn(-c4ccc5c(c4)OCO5)c3)[nH]2)cc1,1,1.1433,13.9103,0.1923,0,1,437.48,3.57,3,7,5,101.23
COc1cc2cc(Oc3ncc(C(=O)Oc4cncc(Cl)c4)s3)ccc2cn1,O=C(Oc1cccnc1)c1cnc(Oc2ccc3cnccc3c2)s1,1,1.1433,13.9103,0.1667,0,1,413.84,4.76,0,8,5,83.43
COC(=O)c1ccc(NC(=O)C(NC(=O)c2ccc3c(c2)CCO3)C(C)(C)C)cc1,O=C(CNC(=O)c1ccc2c(c1)CCO2)Nc1ccccc1,1,1.1436,13.9196,0.1515,0,1,410.47,3.19,2,5,5,93.73
O=c1ccc(C2=Nc3cc(C(F)(F)F)ccc3C3CCCC23O)c[nH]1,O=c1ccc(C2=Nc3ccccc3C3CCCC23)c[nH]1,1,1.1443,13.9414,0.1628,0,1,348.32,3.53,2,3,1,65.45
CC(C)CC(CCCc1c[nH]cn1)N1CC(c2ccc(Cl)c(Cl)c2)C(N(C)C(C)C)C1,c1ccc(C2CCN(CCCCc3c[nH]cn3)C2)cc1,1,1.1452,13.9709,0.1226,0,0,465.51,6.26,1,3,10,35.16
COCC1CCCN1c1nc2ccc(-c3cc(C4CCCC(C(=O)O)C4)no3)cc2s1,c1cc2nc(N3CCCC3)sc2cc1-c1cc(C2CCCCC2)no1,1,1.1452,13.9709,0.1471,0,1,441.55,4.92,1,7,6,88.69
NCCCCC(C(=O)N1CCC2(CC1)OCCO2)n1cc(-c2ccccc2)nn1,O=C(Cn1cc(-c2ccccc2)nn1)N1CCC2(CC1)OCCO2,1,1.1452,13.9709,0.2083,0,1,399.5,1.98,1,6,7,95.5
CCCCC12CNC(c3c(C)cc(C)c(OCc4ccccc4C)c3C)C1COC2,c1ccc(COc2cccc(C3NCC4COCC43)c2)cc1,1,1.1452,13.9709,0.1441,0,0,407.6,5.97,1,3,7,30.49
CCC(CC)C(CO)N1COC(CN(C)Cc2cccc(-c3cccc(F)c3)n2)C(C)C1,c1ccc(-c2cccc(CNCC3CCNCO3)n2)cc1,1,1.1452,13.9709,0.1531,0,1,443.61,4.41,1,5,10,48.83
COC1=C(C(=O)c2ccc(OC)cc2O)C(=O)OC(=O)C1Cc1ccc(Br)cc1,O=C1OC(=O)C(Cc2ccccc2)C=C1C(=O)c1ccccc1,1,1.1454,13.9752,0.1313,0,1,461.26,3.19,1,7,6,99.13
CN(C)CCOc1ccc(-c2cc[nH]c(=Nc3ccc(CN4CCOCC4)cc3)c2)cc1C#N,c1ccc(-c2cc[nH]c(=Nc3ccc(CN4CCOCC4)cc3)c2)cc1,1,1.1459,13.9938,0.1296,0,1,457.58,3.56,1,6,8,76.88
CNC(=O)c1cnc(N(C)c2nc(=N)c3c([nH]2)CCN(c2ccccc2Cl)C3)c(Cl)c1,N=c1nc(Nc2ccccn2)[nH]c2c1CN(c1ccccc1)CC2,1,1.146,13.9949,0.1837,0,1,458.35,3.28,3,6,4,101.0
Cc1cnc(CN2CCCC(N3CCOCC3)C2)cn1,c1cnc(CN2CCCC(N3CCOCC3)C2)cn1,1,1.1469,14.0264,0.1395,0,1,276.38,1.08,0,5,3,41.49
CN1CCC(Cc2cncc(N3CCOCC3)n2)CC1,c1ncc(N2CCOCC2)nc1CC1CCNCC1,1,1.1469,14.0264,0.1707,0,1,276.38,1.2,0,5,3,41.49
O=C(NCCO)C1CCC(n2c(O)c3c(c2O)C2CCC3C2)CC1,c1c2c(cn1C1CCCCC1)C1CCC2C1,1,1.148,14.0605,0.119,0,1,334.42,2.1,4,4,4,94.72
N#Cc1ccccc1NC(=O)c1csc(Oc2ccc3c(c2)CCC(c2ccccc2)O3)n1,O=C(Nc1ccccc1)c1csc(Oc2ccc3c(c2)CCC(c2ccccc2)O3)n1,1,1.1482,14.0663,0.1373,0,0,453.52,6.13,1,6,5,84.24
CC1CCN(C(=O)c2ccc3c(c2)ncn3-c2ccc(Oc3cccc(N)c3)cc2)CC1,O=C(c1ccc2c(c1)ncn2-c1ccc(Oc2ccccc2)cc1)N1CCCCC1,1,1.1482,14.0663,0.1863,0,0,426.52,5.27,1,4,4,73.38
Cc1cc(COc2ccc3c(c2)c(CC(=O)O)cn3Cc2cccc(F)c2)cc(-c2ccccc2)n1,c1ccc(Cn2ccc3cc(OCc4ccnc(-c5ccccc5)c4)ccc32)cc1,1,1.1482,14.0663,0.1633,0,0,480.54,6.41,1,3,8,64.35
NCCCCCC(=O)N1CC=C(c2ccc(NC(=O)N3Cc4ccc(F)cc4C3)cc2)CC1,O=C(Nc1ccc(C2=CCNCC2)cc1)N1Cc2ccccc2C1,1,1.1486,14.0806,0.1889,0,1,450.56,4.51,2,3,7,78.67
N#Cc1nc(-c2cccc(Cl)c2)oc1N1CCN(c2ccccc2)CC1,c1ccc(-c2ncc(N3CCN(c4ccccc4)CC3)o2)cc1,1,1.1491,14.0957,0.2143,0,1,364.84,4.19,0,5,3,56.3
Oc1cc(C(O)Nc2ccc(N3CCOCC3)cc2)cn1Cc1ccccc1,c1ccc(Cn2ccc(CNc3ccc(N4CCOCC4)cc3)c2)cc1,1,1.1493,14.1031,0.1848,0,1,379.46,3.18,3,5,6,69.89
COc1ccc(Cn2ccc3c2-c2ccc(C)cc2NC(=O)C3CC(=O)O)cc1,O=C1Cc2ccn(Cc3ccccc3)c2-c2ccccc2N1,1,1.1493,14.1031,0.1471,0,1,390.44,4.03,2,3,5,80.56
Cc1cc(F)cc(C(F)(F)F)c1C(=O)N1CC2CN(c3ccnc(N4CCCC4CF)n3)CC2C1,O=C(c1ccccc1)N1CC2CN(c3ccnc(N4CCCC4)n3)CC2C1,1,1.1495,14.1089,0.1978,0,1,495.5,4.09,0,5,4,52.57
CN(C(=O)N=c1cccc[nH]1)C1CC2CC1C1(C2)C(=O)Nc2ccccc21,O=C(N=c1cccc[nH]1)NC1CC2CC1C1(C2)C(=O)Nc2ccccc21,1,1.1499,14.1215,0.1386,0,1,362.43,2.66,2,2,1,77.56
CC(C)CN1C(=O)c2ccc(C(=O)Nc3c[nH]c(=O)[nH]c3=O)cc2C1=O,O=C(Nc1c[nH]c(=O)[nH]c1=O)c1ccc2c(c1)C(=O)NC2=O,1,1.15,14.1269,0.1456,0,1,356.34,0.57,3,5,4,132.2
Cc1cc(-c2cc3c(cn2)cc(C)c(=O)n3C(C2CC2)C2CC2)ccc1Cl,O=c1ccc2cnc(-c3ccccc3)cc2n1C(C1CC1)C1CC1,1,1.1503,14.134,0.1395,0,0,378.9,5.69,0,2,4,34.89
Cc1nc(C(=O)c2cc(-c3cccc(C#N)c3)cnc2N2CCNC(=O)C2)n(-c2ccccc2F)n1,O=C1CN(c2ncc(-c3ccccc3)cc2C(=O)c2ncnn2-c2ccccc2)CCN1,1,1.1512,14.1638,0.1845,0,1,481.49,2.82,1,7,5,116.8
CCOc1ccc(NC(=O)Cn2nc3c(c2C)N(C)S(=O)(=O)c2ccccc2-3)cc1,O=C(Cn1cc2c(n1)-c1ccccc1S(=O)(=O)N2)Nc1ccccc1,1,1.1516,14.1779,0.163,0,1,426.5,3.03,1,5,5,93.53
OC1(c2ccc(F)cc2)CC2CC(OCCNCc3ccc4ccccc4c3)CC2C1,c1ccc(C2CC3CC(OCCNCc4ccc5ccccc5c4)CC3C2)cc1,1,1.1517,14.1797,0.1771,0,0,419.54,5.16,2,3,7,41.49
COc1ccc2c(c1)C(=O)N(CC1(C#Cc3ccc(C(=O)c4ccc(CCC#N)c(O)c4)c(F)c3)NC(=O)NC1=O)C2,O=C1NC(=O)C(C#Cc2ccc(C(=O)c3ccccc3)cc2)(CN2Cc3ccccc3C2=O)N1,1,1.1521,14.1953,0.1667,0,0,566.55,2.81,3,7,7,148.83
CCCCCCC#Cc1ccc2c(c1)CCC2NC1CCC(C(=O)N2CCc3cc(C#N)ccc3C2)(C(C)C)C1,O=C(C1CCC(NC2CCc3ccccc32)C1)N1CCc2ccccc2C1,1,1.1523,14.2019,0.2804,0,0,535.78,7.24,1,3,8,56.13
Cc1c(N)cc(O)c(NC(=O)C(=O)c2c[nH]c3ccccc23)c1F,O=C(Nc1ccccc1)C(=O)c1c[nH]c2ccccc12,1,1.1529,14.2211,0.2041,0,1,327.31,2.72,4,4,3,108.21
O=C1N(Cc2ccccc2)CCN1CC(c1ccc(F)cc1)N1CCN(C2CCCCC2)CC1,O=C1N(Cc2ccccc2)CCN1CC(c1ccccc1)N1CCN(C2CCCCC2)CC1,1,1.1529,14.2215,0.1429,0,1,464.63,4.75,0,3,7,30.03
CCCCC1CN(c2ccc(C(C)(C)O)cn2)CC12CCN(C1CCC3(c4cccc(C#N)c4)CNCC3C1)CC2,c1ccc(C23CCC(N4CCC5(CCN(c6ccccn6)C5)CC4)CC2CNC3)cc1,1,1.153,14.2243,0.1966,0,0,555.81,5.6,2,6,7,75.42
C=CCCN1C2CCC1(C#N)CC(OC(=O)c1ccc(N3c4ccccc4NC34CCCCC4)cc1)C2,O=C(OC1CC2CCC(C1)N2)c1ccc(N2c3ccccc3NC23CCCCC3)cc1,1,1.153,14.2243,0.1478,0,0,496.66,6.53,1,6,6,68.6
COc1ccc(NCc2nnc(SCC(=O)Nc3ccc(F)cc3)n2CCc2ccccc2)cc1,O=C(CSc1nnc(CNc2ccccc2)n1CCc1ccccc1)Nc1ccccc1,1,1.1532,14.2288,0.1748,0,0,491.59,5.01,2,6,11,81.07
Cc1[nH]c2ccc([N+](=O)[O-])cc2c1C=C1C(=O)CC(C)(C)CC1=O,O=C1CCCC(=O)C1=Cc1c[nH]c2ccccc12,1,1.1533,14.2319,0.1807,0,1,326.35,3.73,1,4,2,93.07
Cc1ccc(C(=O)Nc2cccc3c2C2(CCN(CCC(=O)c4ccc(Cl)c(Cl)c4)CC2)OC3)o1,O=C(CCN1CCC2(CC1)OCc1cccc(NC(=O)c3ccco3)c12)c1ccccc1,1,1.1541,14.2609,0.1532,0,0,513.42,6.24,1,5,6,71.78
COc1ccc(S(=O)(=O)N2CCCC2c2ccccn2)cc1,O=S(=O)(c1ccccc1)N1CCCC1c1ccccn1,1,1.1549,14.2859,0.1605,0,1,318.4,2.62,0,4,4,59.5
CC1CN(C(=O)c2ccc(N=c3[nH]cc(C4CC4)c(=NC4CCCC4)[nH]3)cc2)CCN1C(C)C(N)=O,O=C(c1ccc(N=c2[nH]cc(C3CC3)c(=NC3CCCC3)[nH]2)cc1)N1CCNCC1,1,1.1554,14.3012,0.1429,0,1,491.64,2.32,3,5,6,122.94
CCCN1CCCCC1CCn1c2cc(C(=O)OCC)ccc2c(=O)n2nc(-c3ccc(OC)cc3)nc12,O=c1c2ccccc2n(CCC2CCCCN2)c2nc(-c3ccccc3)nn12,1,1.1559,14.3183,0.1441,0,0,517.63,4.55,0,7,9,90.96
Cc1ccc(NC(=O)CCCCCn2c(O)ccc2O)cc1Cl,O=C(CCCCCn1cccc1)Nc1ccccc1,1,1.1563,14.3331,0.1429,0,1,336.82,4.06,3,3,7,74.49
N#CCCn1cc(C(=O)NN2CCOCC2)c(-c2ccc3c(c2)OCCO3)n1,O=C(NN1CCOCC1)c1c[nH]nc1-c1ccc2c(c1)OCCO2,1,1.1564,14.3342,0.2143,0,1,383.41,1.21,1,7,5,101.64
O=S(=O)(C=Cc1ccc(N2CCCCC2)cc1)Nc1cc2ccccc2[nH]1,O=S(=O)(C=Cc1ccc(N2CCCCC2)cc1)Nc1cc2ccccc2[nH]1,1,1.1565,14.3382,0.1918,0,1,381.5,4.57,2,3,5,65.2
CCN(CC)CC(C)CNC(=O)C1CCN(c2nc(-c3ccc(C(F)(F)F)cc3)no2)CC1,c1ccc(-c2noc(N3CCCCC3)n2)cc1,1,1.1567,14.3442,0.1809,0,1,467.54,4.07,1,6,9,74.5
Clc1cccc(CCn2c[n+](Cc3ccc4c(c3)OCO4)c3ccccc32)c1,c1ccc(CCn2c[n+](Cc3ccc4c(c3)OCO4)c3ccccc32)cc1,1,1.1567,14.3444,0.1753,0,1,391.88,4.6,0,2,5,27.27
CCCCCCOc1ccc(C2OC(C(=O)O)=CC(c3ccc(OCCCC)cc3)C2CC)cc1,C1=CC(c2ccccc2)CC(c2ccccc2)O1,1,1.1567,14.3448,0.2,0,0,480.65,7.67,1,4,14,64.99
CCC#CCON=C1CN2CC1C1CCc3cc(OC)ccc3C12,N=C1CN2CC1C1CCc3ccccc3C12,1,1.1567,14.3455,0.1089,0,1,324.42,3.03,0,4,3,34.06
O=C(O)CCCCCCCCCCCc1ccc2c(c1)CN1CCC2C1,c1ccc2c(c1)CN1CCC2C1,1,1.1567,14.3455,0.2069,0,0,357.54,5.52,1,2,12,40.54
CCCCCC#Cc1ccc2c(c1)CCC1N=CC(=NOCc3ccccc3)C21,C1=NC2CCc3ccccc3C2C1=NOCc1ccccc1,1,1.1567,14.3455,0.2381,0,0,384.52,5.67,0,3,6,33.95
CC(O)CC1(C)OC(C)c2c1ccn1c(=O)c3c(nc21)CCCC3,O=c1c2c(nc3c4c(ccn13)COC4)CCCC2,1,1.1567,14.3455,0.1313,0,1,328.41,2.65,1,4,2,63.83
Cn1nc(C(=O)N2CCC3(C2)CN(c2ccc4cc(C#N)ccc4c2)C3)c2ccccc21,O=C(c1n[nH]c2ccccc12)N1CCC2(C1)CN(c1ccc3ccccc3c1)C2,1,1.1572,14.361,0.3293,0,1,421.5,3.95,0,4,2,65.16
NC1CCN(c2ccc(N=c3nc(-c4ccc(-n5cncn5)cc4)[nH]c4c3CCC4)cc2)C1,c1ncn(-c2ccc(-c3nc(=Nc4ccc(N5CCCC5)cc4)c4c([nH]3)CCC4)cc2)n1,1,1.1572,14.361,0.1609,0,1,438.54,2.92,2,6,4,101.01
O=C(Nc1ccccc1C(=O)NN=Cc1ccc(Cl)cc1Cl)c1cccc([N+](=O)[O-])c1,O=C(Nc1ccccc1C(=O)NN=Cc1ccccc1)c1ccccc1,1,1.1572,14.3631,0.2111,0,1,457.27,4.92,2,5,6,113.7
O=C(Cc1ccc(Br)cc1NC(=O)c1ccccc1)N=c1oc(-c2ccc(Br)cc2)cs1,O=C(Cc1ccccc1NC(=O)c1ccccc1)N=c1oc(-c2ccccc2)cs1,1,1.1572,14.3631,0.1165,0,0,572.28,6.46,1,4,5,71.67
Nc1c(C(=O)Nc2ccc(Cl)cc2)c(=O)n(-c2ccccc2)c(=S)n1-c1ccccc1,O=C(Nc1ccccc1)c1cn(-c2ccccc2)c(=S)n(-c2ccccc2)c1=O,1,1.1572,14.3631,0.1463,0,1,448.94,4.85,2,4,4,82.05
Cc1cc(F)ccc1C1(C)CCCc2cc(C(O)CN3CCN(c4ccccc4OCCF)CC3)cc(O)c21,c1ccc(C2CCCc3cc(CCN4CCN(c5ccccc5)CC4)ccc32)cc1,1,1.1575,14.3708,0.1748,0,0,536.66,5.69,2,5,8,56.17
CCN=c1nc2c(c[nH]1)c(=O)nc(-c1cccc(OCCCc3ccccc3)c1)n2C1CCOCC1,N=c1nc2c(c[nH]1)c(=O)nc(-c1cccc(OCCCc3ccccc3)c1)n2C1CCOCC1,1,1.1577,14.3776,0.213,0,1,485.59,4.07,1,6,8,94.39
Cc1c[nH]c(=Nc2ccc(C(=O)Nc3cccc(N4CCC(N(C)C)CC4)c3)cc2)nc1-c1ccc(OC(F)(F)F)cc1,O=C(Nc1cccc(N2CCCCC2)c1)c1ccc(N=c2nc(-c3ccccc3)cc[nH]2)cc1,1,1.158,14.3879,0.1776,0,0,590.65,6.3,2,6,7,85.85
COc1ccc(-c2cn(-c3ccc(NC(=O)c4cccc(C(F)(F)F)c4)cc3)nn2)cc1,O=C(Nc1ccc(-n2cc(-c3ccccc3)nn2)cc1)c1ccccc1,1,1.1589,14.4192,0.1778,0,0,438.41,5.21,1,4,5,69.04
CN(C)CCCOc1cccc(Cn2cccc(C#Cc3ccsc3)c2=O)c1,O=c1c(C#Cc2ccsc2)cccn1Cc1ccccc1,1,1.1596,14.4426,0.1368,0,1,392.52,3.69,0,4,7,34.47
CC(=CCn1ccc(=O)[nH]c1=O)CCC1CCCCN1C,O=c1ccn(CC=CCCC2CCCCN2)c(=O)[nH]1,1,1.1599,14.4518,0.1358,0,1,291.39,1.75,1,3,5,58.1
CCCCOc1ccc(CN(CC(Cc2ccccc2)CN2CCC3(C=Cc4ccccc43)CC2)S(=O)(=O)c2ccc([N+](=O)[O-])cc2)cc1,O=S(=O)(c1ccccc1)N(Cc1ccccc1)CC(Cc1ccccc1)CN1CCC2(C=Cc3ccccc32)CC1,1,1.1607,14.4791,0.2162,0,0,679.88,7.88,0,6,15,92.99
FC(F)(F)c1ccc(-n2c(-c3ccccc3)nn(CN3CCOCC3)c2=S)cc1,S=c1n(CN2CCOCC2)nc(-c2ccccc2)n1-c1ccccc1,1,1.1615,14.5059,0.16,0,1,420.46,4.38,0,4,4,35.22
O=C(Nc1cccc(Oc2ccccc2)c1)c1cc(Cl)cc(Cl)c1O,O=C(Nc1cccc(Oc2ccccc2)c1)c1ccccc1,1,1.1616,14.5068,0.15,0,0,374.22,5.74,2,3,4,58.56
CC(C)(C)c1ccc(C(=O)NC(C)(C)c2nccn2CC2(c3cc4ccccc4o3)OCCCO2)cc1,O=C(NCc1nccn1CC1(c2cc3ccccc3o2)OCCCO1)c1ccccc1,1,1.1622,14.5267,0.1682,0,0,501.63,5.88,1,5,6,78.52
Cc1ccc(Cn2[nH]nc(C(=O)Nc3ccccc3C(F)(F)F)c2=N)cc1,N=c1c(C(=O)Nc2ccccc2)n[nH]n1Cc1ccccc1,1,1.1623,14.5309,0.1585,0,1,375.35,3.32,3,3,4,86.56
CN(Cc1ccccc1)C(=O)N=c1[nH][nH]c2ccc(CC(F)(F)F)cc12,O=C(N=c1[nH][nH]c2ccccc12)NCc1ccccc1,1,1.1623,14.5309,0.1848,0,1,362.36,3.75,2,1,3,64.25
CCOC(=O)C(CC)(Oc1ccc(C(C)C)cc1)c1ccc(C=CCCN2CCOCC2)cc1,C(=Cc1ccc(COc2ccccc2)cc1)CCN1CCOCC1,1,1.1624,14.5337,0.1429,0,0,465.63,5.79,0,5,11,48.0
COc1ccc(C2C=C3N=C4SC=C(C5CC5)N4C(c4ccc(Cl)cc4)C3C(=O)C2)cc1OC,O=C1CC(c2ccccc2)C=C2N=C3SC=C(C4CC4)N3C(c3ccccc3)C12,1,1.1624,14.5338,0.134,0,0,493.03,6.32,0,6,5,51.13
COc1cccc(OC)c1CN1CC2CN(CCNS(=O)(=O)c3ccc(Cl)c(Cl)c3)CC2C1,O=S(=O)(NCCN1CC2CN(Cc3ccccc3)CC2C1)c1ccccc1,1,1.1624,14.5338,0.1313,0,0,514.48,3.35,1,6,9,71.11
COC1=CCC(=O)C2(CCC(C)C23Oc2c(OC)cc(C)c(OC)c2C3=O)C1,O=C1CC=CCC12CCCC21Oc2ccccc2C1=O,1,1.163,14.5536,0.1064,0,1,386.44,3.64,0,6,3,71.06
COc1ccc(-n2[nH]c(C)c(CCC(=O)NC#N)c2=O)c(OC)c1,O=c1cc[nH]n1-c1ccccc1,1,1.1631,14.5593,0.13,0,1,330.34,1.02,2,5,6,109.14
COc1cc2[nH]c(=N)[nH]c(=N)c2cc1CNc1ccc(Cl)nc1,N=c1[nH]c(=N)c2cc(CNc3cccnc3)ccc2[nH]1,1,1.1633,14.5636,0.1226,0,1,330.78,2.12,5,5,4,113.43
CC(C)CC(c1nc2cnccc2n1Cc1ccc(Cl)c(Cl)c1)N(C)C,c1ccc(Cn2cnc3cnccc32)cc1,1,1.1637,14.5797,0.1263,0,0,391.35,5.44,0,3,6,33.95
NC1CC(c2nc3ccccc3[nH]2)N(c2ccc(O)cc2)C1,c1ccc(N2CCCC2c2nc3ccccc3[nH]2)cc1,1,1.1641,14.5899,0.169,0,1,294.36,2.55,3,4,2,78.17
N=C(N)c1ccc2[nH]c(-c3cccc(-c4cccc(NC(=O)C(N)CS)c4)c3O)nc2c1,c1ccc(-c2cccc(-c3nc4ccccc4[nH]3)c2)cc1,1,1.1641,14.5899,0.129,0,0,446.54,3.08,7,6,6,153.9
COc1ccc(C(=O)Nc2ccccc2C(=O)N=c2[nH]nc(C(C)C)o2)cc1,O=C(Nc1ccccc1C(=O)N=c1[nH]nco1)c1ccccc1,1,1.1646,14.6091,0.1294,0,1,380.4,3.13,2,5,5,109.58
[N-]=[N+]=Nc1cc(C(=O)N2CCOCC2)c2c(c1)-c1ccccc1C2,O=C(c1cccc2c1Cc1ccccc1-2)N1CCOCC1,1,1.1654,14.6363,0.2024,0,1,320.35,3.67,0,3,2,78.3
COc1ccc(-n2c(=O)cc(O)n(C3CCN(C(=O)OCC(F)(F)F)C3)c2=O)cc1,O=c1ccn(C2CCNC2)c(=O)n1-c1ccccc1,1,1.1671,14.6917,0.1919,0,1,429.35,1.66,1,6,4,103.0
COC(=O)c1ccc(N2Oc3c(c(O)n(-c4ccc(OC)cc4)c3O)C2c2ccc(OC)cc2)cc1,c1ccc(C2c3cn(-c4ccccc4)cc3ON2c2ccccc2)cc1,1,1.1672,14.6944,0.1212,0,1,488.5,4.6,2,8,6,102.62
