rank,canonical_smiles,SMILES_state,NLL,pred_logIC50_uM,pred_ic50_uM,pred_pIC50,pred_cLogP,pred_logS_ESOL,pred_Solubility_ESOL_mol_per_L,pred_Solubility_ESOL_class,pred_MetStab_Clearance_Microsome_AZ,pred_MetStab_Clearance_Hepatocyte_AZ,pred_MetStab_Half_Life_Obach,passes_optimal,pred_pIC50_uncertainty,source_file,source_family,source_mode,Input_SMILES,Tanimoto,clogp_score_individual,solubility_score_individual,microsome_stability_score,hepatocyte_stability_score,half_life_stability_score,metabolic_stability_ensemble_score,qikprop_star_count,qikprop_clogp,qikprop_logS,qikprop_metab_sites,qikprop_human_oral_absorption_class,qikprop_percent_human_oral_absorption,qikprop_caco2,qikprop_status,clogp_score_qikprop,solubility_score_qikprop,clogp_ensemble_value,solubility_ensemble_value,clogp_ensemble_score,solubility_ensemble_score,clogp_uncertainty,solubility_uncertainty,metstab_uncertainty,adme_ensemble_uncertainty,adme_individual_score,adme_ensemble_score,passes_metabolic_stability,passes_adme_individual,passes_adme_ensemble,triage_score,murcko_scaffold,scaffold_bucket
24,O=C(c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1)N1CC2(CCN(c3cncc(C#Cc4cnccn4)c3)C2)C1,1,8.19,-0.0718092861566158,0.8475995429277765,6.071809286156616,2.4403000000000006,-4.958790806783569,1.0995353417764655e-05,Moderately Soluble,25.971325,11.125093,46.386604,1,0.0,reinvent_pubchem/plain/reinvent_pubchem_plain_generated_scored.csv,reinvent_pubchem,plain,O=C(c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1)N1CC2(CCN(c3cncc(C#Cc4ccccc4)c3)C2)C1,0.7435897435897436,0.8477599999999995,0.7603022983041077,0.8144905357142858,0.93046816875,0.57983255,0.8202884975714553,,,,,,,,not_run,0.0,1.0,2.4403000000000006,-6.440487903391787,0.42387999999999976,0.6949390120760267,0.42387999999999976,0.4020811830883022,0.19855665387950067,0.34150594565593423,0.8149069736046088,0.6502081520475886,1,1,0,0.855964966054153,O=C(c1ccccc1)N1CC2(CCN(c3cncc(C#Cc4cnccn4)c3)C2)C1,O=C(c1ccccc1)N1CC2(CCN(c3cncc(C#Cc4cnccn4)c3)C2)C1
25,O=C(c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1)N1CC2(CCN(c3cncc(C#Cc4ccnnc4)c3)C2)C1,1,9.77,-0.0718092861566158,0.8475995429277765,6.071809286156616,2.4403000000000006,-4.958790806783569,1.0995353417764655e-05,Moderately Soluble,27.41393,10.557432,45.216496,1,0.0,reinvent_pubchem/plain/reinvent_pubchem_plain_generated_scored.csv,reinvent_pubchem,plain,O=C(c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1)N1CC2(CCN(c3cncc(C#Cc4ccccc4)c3)C2)C1,0.7894736842105263,0.8477599999999995,0.7603022983041077,0.8041862142857144,0.93401605,0.5652062,0.8183731549152053,,,,,,,,not_run,0.0,1.0,2.4403000000000006,-6.440487903391787,0.42387999999999976,0.6949390120760267,0.42387999999999976,0.4020811830883022,0.19859041796923319,0.34151720035251176,0.8141408365421089,0.6494420149850888,1,1,0,0.8554669769635279,O=C(c1ccccc1)N1CC2(CCN(c3cncc(C#Cc4ccnnc4)c3)C2)C1,O=C(c1ccccc1)N1CC2(CCN(c3cncc(C#Cc4ccnnc4)c3)C2)C1
26,O=C(c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1)N1CC2(CCN(c3cncc(C#CCN4CCC4)c3)C2)C1,1,9.9,0.1882320824105307,1.5425245416545272,5.811767917589469,2.3077000000000005,-4.730704698247877,1.8590681125696277e-05,Moderately Soluble,32.74064,10.670539,38.888657,0,0.0,reinvent_pubchem/plain/reinvent_pubchem_plain_generated_scored.csv,reinvent_pubchem,plain,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,0.7304347826086957,0.9538399999999996,0.8173238254380308,0.7661382857142858,0.9333091312499999,0.4861082125,0.8175509447094016,,,,,,,,not_run,0.0,1.0,2.3077000000000005,-6.269987849123941,0.4769199999999998,0.7162515188595073,0.4769199999999998,0.3931370243056211,0.18348627590655933,0.3511811000707268,0.8651953342432681,0.6730052575986374,0,0,0,0.8531853177480604,O=C(c1ccccc1)N1CC2(CCN(c3cncc(C#CCN4CCC4)c3)C2)C1,O=C(c1ccccc1)N1CC2(CCN(c3cncc(C#CCN4CCC4)c3)C2)C1
27,O=[N+]([O-])c1cc(CN2CC3(CCN(c4cncc(C#CCN5CCOCC5)c4)C3)C2)cc([N+](=O)[O-])c1,1,9.18,0.1882320824105307,1.5425245416545272,5.811767917589469,2.2940000000000005,-4.819139264348533,1.516563975921779e-05,Moderately Soluble,32.227062,14.622709,44.126595,1,0.0,reinvent_pubchem/plain/reinvent_pubchem_plain_generated_scored.csv,reinvent_pubchem,plain,CCCCCCC#Cc1cncc(N2CCC3(CN(Cc4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,0.6833333333333333,0.9647999999999997,0.7952151839128667,0.7698067,0.90860806875,0.5515824375,0.8198866638831432,,,,,,,,not_run,0.0,1.0,2.2940000000000005,-6.418455632174268,0.48239999999999983,0.6988037959782167,0.48239999999999983,0.4120255476397411,0.18285740113183793,0.35909431625719296,0.8644384615314737,0.6714956145478115,1,1,0,0.852693350485394,C(#Cc1cncc(N2CCC3(CN(Cc4ccccc4)C3)C2)c1)CN1CCOCC1,C(#Cc1cncc(N2CCC3(CN(Cc4ccccc4)C3)C2)c1)CN1CCOCC1
28,CC(=O)N1CC2(CCN(c3cncc(C#Cc4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)c3)C2)C1,1,9.43,0.2882706748059049,1.9420959151972947,5.711729325194095,2.3564000000000007,-4.428291609783185,3.7299962073272526e-05,Moderately Soluble,25.964087,21.561487,54.42934,1,0.0,reinvent_pubchem/plain/reinvent_pubchem_plain_generated_scored.csv,reinvent_pubchem,plain,O=C(c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1)N1CC2(CCN(c3cncc(C#Cc4ccccc4)c3)C2)C1,0.7090909090909091,0.9148799999999995,0.8929270975542039,0.8145422357142857,0.86524070625,0.68036675,0.8350239440964602,,,,,,,,not_run,0.0,1.0,2.3564000000000007,-5.806553804891594,0.45743999999999974,0.7741807743885507,0.45743999999999974,0.3322002880158106,0.18088649067335272,0.323508926229721,0.8774493520271348,0.6876587712357216,1,1,1,0.847506150124798,C(#Cc1cncc(N2CCC3(CNC3)C2)c1)c1ccccc1,C(#Cc1cncc(N2CCC3(CNC3)C2)c1)c1ccccc1
29,O=[N+]([O-])c1cc(CN2CC3(CCN(c4cncc(C#CC5(O)CC5)c4)C3)C2)cc([N+](=O)[O-])c1,1,9.35,0.1157269011363343,1.305349782483714,5.884273098863666,2.486700000000001,-4.693574595520467,2.025001757520015e-05,Moderately Soluble,16.086246,-1.4047344,44.132267,1,0.0,reinvent_pubchem/plain/reinvent_pubchem_plain_generated_scored.csv,reinvent_pubchem,plain,CCCCCCC#Cc1cncc(N2CCC3(CN(Cc4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,0.7053571428571429,0.8106399999999994,0.8266063511198833,0.8850982428571428,1.0,0.5516533375,0.830211080837244,,,,,,,,not_run,0.0,1.0,2.486700000000001,-6.138611797760236,0.4053199999999997,0.7326735252799705,0.4053199999999997,0.3697534113524415,0.19682290905886263,0.32396544013710127,0.8224600201148682,0.6571148136548901,1,1,0,0.8352963565203695,C(#CC1CC1)c1cncc(N2CCC3(CN(Cc4ccccc4)C3)C2)c1,C(#CC1CC1)c1cncc(N2CCC3(CN(Cc4ccccc4)C3)C2)c1
30,O=C(c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1)N1CC2(CCN(c3n[nH]c(C#Cc4ccccc4)n3)C2)C1,1,9.76,0.2882706748059049,1.9420959151972943,5.711729325194095,2.3734,-4.823644186432861,1.5009140172743363e-05,Moderately Soluble,23.827469,2.6353111,51.64083,1,0.0,reinvent_pubchem/plain/reinvent_pubchem_plain_generated_scored.csv,reinvent_pubchem,plain,O=C(c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1)N1CC2(CCN(c3cncc(C#Cc4ccccc4)c3)C2)C1,0.7327586206896551,0.9012799999999999,0.7940889533917848,0.8298037928571429,0.9835293056250001,0.645510375,0.8363891352789642,,,,,,,,not_run,0.0,1.0,2.3734,-6.278101093216431,0.45063999999999993,0.715237363347946,0.45063999999999993,0.38366314933917717,0.19022159800652405,0.3415082491152337,0.8485258924595318,0.6710889949485722,1,1,0,0.828705901405856,O=C(c1ccccc1)N1CC2(CCN(c3n[nH]c(C#Cc4ccccc4)n3)C2)C1,O=C(c1ccccc1)N1CC2(CCN(c3n[nH]c(C#Cc4ccccc4)n3)C2)C1
31,CC#Cc1cncc(N2CC3(CCN(C(=O)c4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,1,9.24,-0.0718092861566158,0.8475995429277765,6.071809286156616,2.621900000000001,-4.621754498563735,2.389161465437197e-05,Moderately Soluble,38.683044,19.542736,33.60213,0,0.0,reinvent_pubchem/plain/reinvent_pubchem_plain_generated_scored.csv,reinvent_pubchem,plain,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,0.7314814814814815,0.7024799999999992,0.8445613753590662,0.7236925428571428,0.8778579,0.42002662500000004,0.7895478384554532,,,,,,,,not_run,0.0,1.0,2.621900000000001,-5.976297749281869,0.3512399999999996,0.7529627813397664,0.3512399999999996,0.34404141352161105,0.2071547804668446,0.30081206466281846,0.7728274792219476,0.6269938307171228,0,0,0,0.8286132947054231,O=C(c1ccccc1)N1CCC2(C1)CN(c1cccnc1)C2,O=C(c1ccccc1)N1CCC2(C1)CN(c1cccnc1)C2
32,C#Cc1cncc(N2CCC3(CCN(C(=O)c4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,1,9.52,-0.0718092861566158,0.8475995429277765,6.071809286156616,2.621900000000001,-4.621754498563735,2.389161465437197e-05,Moderately Soluble,35.18723,17.345703,25.144112,0,0.0,reinvent_pubchem/plain/reinvent_pubchem_plain_generated_scored.csv,reinvent_pubchem,plain,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,0.6637168141592921,0.7024799999999992,0.8445613753590662,0.7486626428571429,0.89158935625,0.3143014,0.7835116242367033,,,,,,,,not_run,0.0,1.0,2.621900000000001,-5.976297749281869,0.3512399999999996,0.7529627813397664,0.3512399999999996,0.34404141352161105,0.20740038871304864,0.3008939340782198,0.7704129935344476,0.6245793450296229,0,0,0,0.8270438790085481,O=C(c1ccccc1)N1CCC2(CCN(c3cccnc3)C2)C1,O=C(c1ccccc1)N1CCC2(CCN(c3cccnc3)C2)C1
33,CC(=O)c1cncc(N2CCC3(CN(C(=O)c4cc5c(cc4[N+](=O)[O-])OCO5)C3)C2)c1,1,9.04,0.3953707189273597,2.485253642132468,5.60462928107264,2.273600000000001,-4.383271115285,4.137413095457683e-05,Moderately Soluble,62.267048,57.391132,-18.094473,0,0.0,reinvent_pubchem/plain/reinvent_pubchem_plain_generated_scored.csv,reinvent_pubchem,plain,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc5c(cc4[N+](=O)[O-])OCO5)C3)C2)c1,0.6814159292035398,0.9811199999999992,0.90418222117875,0.5552353714285714,0.641305425,0.0,0.7407101129339374,,,,,,,,not_run,0.0,1.0,2.273600000000001,-5.790688557642502,0.4905599999999996,0.7761639302946872,0.4905599999999996,0.334668988156956,0.1804349094098202,0.33522129918892524,0.8657216004682622,0.6620210277472467,0,0,0,0.8252757199290754,O=C(c1ccc2c(c1)OCO2)N1CC2(CCN(c3cccnc3)C2)C1,O=C(c1ccc2c(c1)OCO2)N1CC2(CCN(c3cccnc3)C2)C1
34,NCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4ccc5c(c4)OCO5)C3)C2)c1,1,8.12,0.5576247392552036,3.610977141714381,5.442375260744797,2.2532000000000005,-4.32901322433505,4.687991069216346e-05,Moderately Soluble,4.463174,13.949081,12.643181,0,0.0,reinvent_pubchem/plain/reinvent_pubchem_plain_generated_scored.csv,reinvent_pubchem,plain,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4ccc5c(c4)OCO5)C3)C2)c1,0.8415841584158416,0.9974399999999995,0.9177466939162375,0.9681201857142858,0.91281824375,0.15803976249999996,0.8002989484458118,,,,,,,,not_run,0.0,1.0,2.2532000000000005,-5.773738612167527,0.4987199999999998,0.7782826734790591,0.4987199999999998,0.33820785853500535,0.16221814891442873,0.3330486691498113,0.8986602528573839,0.6892422477480895,0,0,0,0.82455599290282,O=C(c1ccc2c(c1)OCO2)N1CC2(CCN(c3cccnc3)C2)C1,O=C(c1ccc2c(c1)OCO2)N1CC2(CCN(c3cccnc3)C2)C1
35,COc1ncc(C#Cc2cncc(N3CCC4(CN(C(=O)c5cc([N+](=O)[O-])cc([N+](=O)[O-])c5)C4)C3)c2)cn1,1,9.82,0.105271644173648,1.2742998857629848,5.894728355826352,2.4489,-5.1490890981538335,7.094322087011634e-06,Moderately Soluble,29.562872,11.985018,49.854195,1,0.0,reinvent_pubchem/plain/reinvent_pubchem_plain_generated_scored.csv,reinvent_pubchem,plain,O=C(c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1)N1CC2(CCN(c3cncc(C#Cc4ccccc4)c3)C2)C1,0.7272727272727273,0.84088,0.7127277254615416,0.7888366285714286,0.9250936375000001,0.6231774375,0.8186246398668271,,,,,,,,not_run,0.0,1.0,2.4489,-6.7043130490769185,0.42044,0.6781819313653854,0.42044,0.40873520845397127,0.2031079172160322,0.34409437522333447,0.7999397873121162,0.6441493387880772,1,1,0,0.822084199322556,O=C(c1ccccc1)N1CC2(CCN(c3cncc(C#Cc4cncnc4)c3)C2)C1,O=C(c1ccccc1)N1CC2(CCN(c3cncc(C#Cc4cncnc4)c3)C2)C1
36,C#CC#Cc1cncc(N2CCC3(CN(C(=O)c4cc5c(cc4[N+](=O)[O-])OCO5)C3)C2)c1,1,9.05,0.3953707189273598,2.485253642132468,5.60462928107264,2.0557000000000003,-4.259685281773947,5.4993925149527374e-05,Moderately Soluble,36.95918,40.057793,41.240543,1,0.0,reinvent_pubchem/plain/reinvent_pubchem_plain_generated_scored.csv,reinvent_pubchem,plain,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc5c(cc4[N+](=O)[O-])OCO5)C3)C2)c1,0.7477477477477478,0.8445600000000002,0.9350786795565134,0.7360058571428572,0.74963879375,0.5155067875,0.8221991999153256,,,,,,,,not_run,0.0,1.0,2.0557000000000003,-5.730620140886975,0.4222800000000001,0.7836724823891281,0.4222800000000001,0.3382478933681484,0.15445611866721612,0.30499467067845487,0.8582453498552587,0.6725958005634123,1,1,1,0.820416157030623,O=C(c1ccc2c(c1)OCO2)N1CC2(CCN(c3cccnc3)C2)C1,O=C(c1ccc2c(c1)OCO2)N1CC2(CCN(c3cccnc3)C2)C1
37,O=C(c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1)N1CC2(CCN(c3cncc(C#Cc4ncco4)c3)C2)C1,1,9.9,-0.0718092861566158,0.8475995429277765,6.071809286156616,2.638300000000001,-5.0266216790254505,9.405422754531776e-06,Moderately Soluble,22.0144,6.562314,61.959816,1,0.0,reinvent_pubchem/plain/reinvent_pubchem_plain_generated_scored.csv,reinvent_pubchem,plain,O=C(c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1)N1CC2(CCN(c3cncc(C#Cc4ccccc4)c3)C2)C1,0.7478260869565218,0.6893599999999992,0.7433445802436374,0.8427542857142858,0.9589855375,0.7744977,0.8311856930746818,,,,,,,,not_run,0.0,1.0,2.638300000000001,-6.462316339512727,0.3446799999999996,0.6922104575609092,0.3446799999999996,0.39893295317271654,0.21598422757143057,0.31986572691471554,0.7595864222907818,0.6261648916200999,1,1,0,0.8200066077001653,O=C(c1ccccc1)N1CC2(CCN(c3cncc(C#Cc4ncco4)c3)C2)C1,O=C(c1ccccc1)N1CC2(CCN(c3cncc(C#Cc4ncco4)c3)C2)C1
38,CC(C)(C)OC(=O)N1CC2(CCN(c3cncc(-c4cnn[nH]4)c3)C2)C1,1,10.07,0.5473052419692592,3.5261862041622805,5.4526947580307406,2.3139000000000003,-3.985768419166559,0.0001033312256703,Soluble,47.454678,32.518425,-6.705129,0,0.0,reinvent_pubchem/plain/reinvent_pubchem_plain_generated_scored.csv,reinvent_pubchem,plain,CC(C)(C)OC(=O)N1CC2(CCN(c3cncc(Br)c3)C2)C1,0.6835443037974683,0.9488799999999997,1.0,0.6610380142857143,0.79675984375,0.0,0.764580709291668,,,,,,,,not_run,0.0,1.0,2.3139000000000003,-5.23692670958328,0.47443999999999986,0.8444946874999999,0.47443999999999986,0.2693431020968757,0.1735025517095296,0.30576188460213505,0.887940283716667,0.6830099555916671,0,0,0,0.818995490801894,c1ncc(N2CCC3(CNC3)C2)cc1-c1cnn[nH]1,c1ncc(N2CCC3(CNC3)C2)cc1-c1cnn[nH]1
39,O=C(C1CCN(c2cncc(C#Cc3ccccc3)c2)C1)N1CCC2(CNC2)C1,1,10.81,0.6051538950805847,4.028597650189412,5.394846104919416,2.1296,-4.04399359771196,9.036627952520532e-05,Moderately Soluble,-3.9903514,5.649484,34.165688,0,0.0,reinvent_pubchem/plain/reinvent_pubchem_plain_generated_scored.csv,reinvent_pubchem,plain,C(#Cc1cncc(N2CCC3(CNC3)C2)c1)c1ccccc1,0.7045454545454546,0.9036799999999999,0.9890016005720099,1.0,0.964690725,0.42707110000000004,0.8367181056536005,,,,,,,,not_run,0.0,1.0,2.1296,-5.453925798855982,0.45183999999999996,0.8182592751430022,0.45183999999999996,0.3084669211455424,0.14328549209451863,0.3011974710800203,0.8982256424044426,0.6973960610471908,0,0,0,0.8177909871498641,O=C(C1CCN(c2cncc(C#Cc3ccccc3)c2)C1)N1CCC2(CNC2)C1,O=C(C1CCN(c2cncc(C#Cc3ccccc3)c2)C1)N1CCC2(CNC2)C1
40,O=[N+]([O-])c1ccc(C#Cc2cncc(N3CCC4(CNC4)C3)c2)cc1,1,10.19,0.7430176188125522,5.533725584293905,5.256982381187448,2.1893,-3.771776442269098,0.0001691311328201,Soluble,-5.499986,7.353421,42.355556,0,0.0,reinvent_pubchem/plain/reinvent_pubchem_plain_generated_scored.csv,reinvent_pubchem,plain,C(#Cc1cncc(N2CCC3(CNC3)C2)c1)c1ccccc1,0.691358024691358,0.9514399999999998,1.0,1.0,0.95404111875,0.52944445,0.8596188302528862,,,,,,,,not_run,0.0,1.0,2.1893000000000002,-4.987269721134549,0.47572000000000003,0.8623273124999999,0.47572,0.23845608956455278,0.15245570065055636,0.2888772634050364,0.9268515321011543,0.7259313602261545,1,1,1,0.8175945607213754,C(#Cc1cncc(N2CCC3(CNC3)C2)c1)c1ccccc1,C(#Cc1cncc(N2CCC3(CNC3)C2)c1)c1ccccc1
41,O=[N+]([O-])c1cccc(C#Cc2cncc(N3CCC4(CNC4)C3)c2)c1,1,9.69,0.7430176188125522,5.533725584293905,5.256982381187448,2.1893,-3.771776442269098,0.0001691311328201,Soluble,-2.7852504,10.7598095,43.05459,0,0.0,reinvent_pubchem/plain/reinvent_pubchem_plain_generated_scored.csv,reinvent_pubchem,plain,C(#Cc1cncc(N2CCC3(CNC3)C2)c1)c1ccccc1,0.7125,0.9514399999999998,1.0,1.0,0.932751190625,0.538182375,0.8587866540810114,,,,,,,,not_run,0.0,1.0,2.1892999999999994,-4.987269721134549,0.4757199999999998,0.8623273124999999,0.4757199999999998,0.23845608956455278,0.15246912423282294,0.28888173793245847,0.9265186616324044,0.7255984897574045,1,1,1,0.8173781949166878,C(#Cc1cncc(N2CCC3(CNC3)C2)c1)c1ccccc1,C(#Cc1cncc(N2CCC3(CNC3)C2)c1)c1ccccc1
42,CC#Cc1cncc(N2CC3(CN(Cc4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,1,10.03,0.0945226142952481,1.2431473665074075,5.905477385704752,2.591600000000001,-4.421954587474357,3.784821590908642e-05,Moderately Soluble,38.83144,25.854633,40.67875,1,0.0,reinvent_pubchem/plain/reinvent_pubchem_plain_generated_scored.csv,reinvent_pubchem,plain,CCCCCCC#Cc1cncc(N2CCC3(CN(Cc4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,0.6886792452830188,0.7267199999999991,0.8945113531314108,0.7226325714285714,0.83840854375,0.508484375,0.7810051912503204,,,,,,,,not_run,0.0,1.0,2.5916000000000006,-5.72561029373718,0.3633599999999997,0.7842987132828525,0.3633599999999997,0.31565327315928654,0.1878584204941619,0.288957231217816,0.7903819147829806,0.6356527548208412,1,1,1,0.8173376440362781,c1ccc(CN2CC3(C2)CN(c2cccnc2)C3)cc1,c1ccc(CN2CC3(C2)CN(c2cccnc2)C3)cc1
43,C#Cc1cncc(N2CCCC3(CN(C(=O)c4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,1,9.28,-0.0212285005872582,0.952294989756517,6.021228500587259,2.621900000000001,-4.621754498563735,2.389161465437197e-05,Moderately Soluble,42.004963,25.005917,20.618923,0,0.0,reinvent_pubchem/plain/reinvent_pubchem_plain_generated_scored.csv,reinvent_pubchem,plain,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,0.6846846846846847,0.7024799999999992,0.8445613753590662,0.69996455,0.84371301875,0.2577365375,0.7707103903304532,,,,,,,,not_run,0.0,1.0,2.621900000000001,-5.976297749281869,0.3512399999999996,0.7529627813397664,0.3512399999999996,0.34404141352161105,0.20802900089903265,0.30110347147354777,0.7652924999719475,0.6194588514671228,0,0,0,0.8168168369787654,O=C(c1ccccc1)N1CC2(CCCN(c3cccnc3)C2)C1,O=C(c1ccccc1)N1CC2(CCCN(c3cccnc3)C2)C1
44,CC(C)(C)COC(=O)N1CC2(CCN(c3cncc(C#CC4(O)CCNCC4)c3)C2)C1,1,9.55,0.6263690484109211,4.230279360648028,5.373630951589079,2.2424,-4.298740912421404,5.026423620508859e-05,Moderately Soluble,23.530123,10.604259,13.078113,0,0.0,nitro_bioisostere_campaign/mol2mol_similarity/reinforcement_learning/mol2mol_similarity_rl_generated_scored.csv,nitro_bioisostere_campaign,mol2mol_similarity,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,0.3475177304964539,0.9939199999999999,0.9253147718946491,0.8319276928571429,0.93372338125,0.1634764125,0.8037728514072324,,,,,,,,not_run,0.0,1.0,2.2424,-5.8085014562107045,0.49695999999999996,0.7739373179736619,0.49695999999999996,0.34976401232389365,0.17066211982323598,0.3391287107157099,0.9007098335365551,0.6889294700563084,0,0,0,0.8165121733219419,C(#CC1CCNCC1)c1cncc(N2CCC3(CNC3)C2)c1,C(#CC1CCNCC1)c1cncc(N2CCC3(CNC3)C2)c1
45,N#CC1CCCCC1n1cc(C(N)=O)c(=Nc2ccc([N+](=O)[O-])cc2)[nH]1,1,21.21,0.6365939138712126,4.331057144189094,5.363406086128787,2.31058,-3.962778367878706,0.0001089485945384,Soluble,16.78141,12.560165,2.898829,0,0.0,reinvent/curriculum_learning/reinvent_cl_generated_scored.csv,reinvent,curriculum_learning,,,0.9515360000000002,1.0,0.8801327857142858,0.92149896875,0.03623536249999998,0.7967309060265162,,,,,,,,not_run,0.0,1.0,2.31058,-5.128368683939354,0.4757680000000001,0.8566275624999999,0.4757680000000001,0.24832834615499358,0.16994447195581358,0.2980136060369358,0.9017299624106065,0.6993680530356066,0,0,0,0.8157806860989607,c1ccc(N=c2ccn(C3CCCCC3)[nH]2)cc1,c1ccc(N=c2ccn(C3CCCCC3)[nH]2)cc1
46,O=C(c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1)N1CN(c2cncc(C#Cc3ccccc3)c2)CC(CO)(CO)C1,1,9.91,0.4328715831121089,2.7093903715957115,5.567128416887891,2.1887,-4.965961126353793,1.081530754651635e-05,Moderately Soluble,31.133587,20.206564,60.23822,1,0.0,reinvent_pubchem/plain/reinvent_pubchem_plain_generated_scored.csv,reinvent_pubchem,plain,O=C(c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1)N1CC2(CCN(c3cncc(C#Cc4ccccc4)c3)C2)C1,0.7416666666666667,0.9509599999999999,0.7585097184115517,0.7776172357142856,0.873708975,0.75297775,0.8404457202955776,,,,,,,,not_run,0.0,1.0,2.1887,-6.545091063176899,0.47547999999999996,0.6896274296028879,0.47547999999999996,0.41018076084880767,0.17811807674070917,0.35459294586317225,0.858641717721119,0.6750031455189531,1,1,0,0.8155590474421527,O=C(c1ccccc1)N1CCCN(c2cncc(C#Cc3ccccc3)c2)C1,O=C(c1ccccc1)N1CCCN(c2cncc(C#Cc3ccccc3)c2)C1
47,O=C(c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1)N1CC2(CCN(c3cncc(C#Cc4cnco4)c3)C2)C1,1,9.7,-0.0718092861566158,0.8475995429277765,6.071809286156616,2.638300000000001,-5.0266216790254505,9.405422754531776e-06,Moderately Soluble,22.96904,9.878341,47.808937,1,0.0,reinvent_pubchem/plain/reinvent_pubchem_plain_generated_scored.csv,reinvent_pubchem,plain,O=C(c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1)N1CC2(CCN(c3cncc(C#Cc4ccccc4)c3)C2)C1,0.7478260869565218,0.6893599999999992,0.7433445802436374,0.8359354285714286,0.93826036875,0.5976117125,0.8135571315121819,,,,,,,,not_run,0.0,1.0,2.638300000000001,-6.462316339512727,0.3446799999999996,0.6922104575609092,0.3446799999999996,0.39893295317271654,0.2160040943097222,0.3198723491608128,0.7525349976657818,0.6191134669951,1,1,0,0.8154231816939154,O=C(c1ccccc1)N1CC2(CCN(c3cncc(C#Cc4cnco4)c3)C2)C1,O=C(c1ccccc1)N1CC2(CCN(c3cncc(C#Cc4cnco4)c3)C2)C1
48,CCCC[n+]1cncc(N2CCC3(CN(C(=O)c4ccc5c(c4)OCO5)C3)C2)c1,1,12.59,0.5576247392552036,3.610977141714381,5.442375260744797,2.2504,-4.182652315265285,6.566707692619528e-05,Moderately Soluble,33.46155,27.693085,-2.6239076,0,0.0,nitro_bioisostere_campaign/mol2mol_scaffold/plain/mol2mol_scaffold_plain_generated_scored.csv,nitro_bioisostere_campaign,mol2mol_scaffold,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc5c(cc4[N+](=O)[O-])OCO5)C3)C2)c1,0.496,0.99968,0.9543369211836787,0.7609889285714286,0.82691821875,0.0,0.739899743715434,,,,,,,,not_run,0.0,1.0,2.2504,-5.594914157632644,0.49984,0.8006357302959195,0.49984,0.3194897835081825,0.15023694491738607,0.3231889094751895,0.8844321277820932,0.6710628300601535,0,0,0,0.815307711603881,O=C(c1ccc2c(c1)OCO2)N1CC2(CCN(c3cnc[nH+]c3)C2)C1,O=C(c1ccc2c(c1)OCO2)N1CC2(CCN(c3cnc[nH+]c3)C2)C1
