SMILES,SMILES_state,Scaffold,R-groups,NLL
*C(C)(C)O,0,CC(C)(C)OC(=O)N1CC2(CCN(c3cncc(C#Cc4ccccc4)c3)C2)C1,*C(C)(C)O,0.09
*C(C)(C)O,0,CC(C)(C)OC(=O)N1CC2(CCN(c3cncc(N4CC(OCCCc5ccccc5)C4)c3)C2)C1,*C(C)(C)O,0.08
*N(C)C,0,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)CCc4c[nH]c5ccccc45)C3)C2)c1,*N(C)C,5.11
*C,0,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,*C,1.37
*CCCCCC,0,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc5c(cc4[N+](=O)[O-])OCO5)C3)C2)c1,*CCCCCC,3.81
*CCCCC,0,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4ccc5c(c4)OCO5)C3)C2)c1,*CCCCC,3.83
*CC,0,CCCCCCC#Cc1cncc(N2CCC3(CN(Cc4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,*CC,2.04
*CCCCCO,0,CCCCCCOC1CN(c2cncc(N3CCC4(CN(C(=O)OC(C)(C)C)C4)C3)c2)C1,*CCCCCO,8.18
*CC,0,O=C(c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1)N1CC2(CCN(c3cncc(C#Cc4ccccc4)c3)C2)C1,*CC,1.08
*c1cccnc1,0,C(#Cc1cncc(N2CCC3(CNC3)C2)c1)c1ccccc1,*c1cccnc1,4.31
*C(C)(C)O,0,CC(C)(C)OC(=O)N1CC2(CCN(c3cccc(Br)n3)C2)C1,*C(C)(C)O,0.04
*C(C)(C)O,0,CC(C)(C)OC(=O)N1CC2(CCN(c3cncc(-c4ccc(F)cc4)c3)C2)C1,*C(C)(C)O,0.09
*C(C)(C)O,0,CC(C)(C)OC(=O)N1CC2(CCN(c3cncc(Br)c3)C2)C1,*C(C)(C)O,0.06
*C(C)(C)O,0,CC(C)(C)OC(=O)N1CC2(CCN(c3cncc(C#Cc4ccccc4)c3)C2)C1,*C(C)(C)O,0.09
*C(C)(C)O,0,CC(C)(C)OC(=O)N1CC2(CCN(c3cncc(N4CC(OCCCc5ccccc5)C4)c3)C2)C1,*C(C)(C)O,0.08
*CC(=O)O,0,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)CCc4c[nH]c5ccccc45)C3)C2)c1,*CC(=O)O,5.19
*CCCCCC,0,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,*CCCCCC,3.26
*CCC=O,0,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc5c(cc4[N+](=O)[O-])OCO5)C3)C2)c1,*CCC=O,6.43
*CCN1CCC2(CC1)CN(C(=O)c1csc(C(C)C)n1)CCO2,0,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4ccc5c(c4)OCO5)C3)C2)c1,*CCN1CCC2(CC1)CN(C(=O)c1csc(C(C)C)n1)CCO2,10.39
*CCC,0,CCCCCCC#Cc1cncc(N2CCC3(CN(Cc4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,*CCC,2.45
*Oc1ccc2c(c1)C(=O)N(C1CCC(=O)NC1=O)C2=O,0,CCCCCCOC1CN(c2cncc(N3CCC4(CN(C(=O)OC(C)(C)C)C4)C3)c2)C1,*Oc1ccc2c(c1)C(=O)N(C1CCC(=O)NC1=O)C2=O,2.59
*C(=O)C(F)(F)F,0,O=C(c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1)N1CC2(CCN(c3cncc(C#Cc4ccccc4)c3)C2)C1,*C(=O)C(F)(F)F,1.42
*c1ncc[nH]1,0,C(#Cc1cncc(N2CCC3(CNC3)C2)c1)c1ccccc1,*c1ncc[nH]1,5.48
*C(C)(C)O,0,CC(C)(C)OC(=O)N1CC2(CCN(c3cccc(Br)n3)C2)C1,*C(C)(C)O,0.04
*C(C)(C)O,0,CC(C)(C)OC(=O)N1CC2(CCN(c3cncc(-c4ccc(F)cc4)c3)C2)C1,*C(C)(C)O,0.09
*C(C)(C)O,0,CC(C)(C)OC(=O)N1CC2(CCN(c3cncc(Br)c3)C2)C1,*C(C)(C)O,0.06
*C(C)(C)O,0,CC(C)(C)OC(=O)N1CC2(CCN(c3cncc(C#Cc4ccccc4)c3)C2)C1,*C(C)(C)O,0.09
*C(C)(C)O,0,CC(C)(C)OC(=O)N1CC2(CCN(c3cncc(N4CC(OCCCc5ccccc5)C4)c3)C2)C1,*C(C)(C)O,0.08
*N1CC(c2ccc3c(c2)CN(C2CCC(=O)NC2=O)C3=O)C1,0,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)CCc4c[nH]c5ccccc45)C3)C2)c1,*N1CC(c2ccc3c(c2)CN(C2CCC(=O)NC2=O)C3=O)C1,7.88
*CCC(=C)NC,0,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,*CCC(=C)NC,13.01
*C,0,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc5c(cc4[N+](=O)[O-])OCO5)C3)C2)c1,*C,1.56
*Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4ccc5c(c4)OCO5)C3)C2)c1,*Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,4.35
*CCCC,0,CCCCCCC#Cc1cncc(N2CCC3(CN(Cc4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,*CCCC,2.83
*NCC(=O)C(NC(=O)OC)C(C)(C)C,0,CCCCCCOC1CN(c2cncc(N3CCC4(CN(C(=O)OC(C)(C)C)C4)C3)c2)C1,*NCC(=O)C(NC(=O)OC)C(C)(C)C,16.02
*C(=O)c1ccccc1,0,O=C(c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1)N1CC2(CCN(c3cncc(C#Cc4ccccc4)c3)C2)C1,*C(=O)c1ccccc1,4.85
*c1ccc(C)cc1,0,C(#Cc1cncc(N2CCC3(CNC3)C2)c1)c1ccccc1,*c1ccc(C)cc1,5.31
*C(C)(C)O,0,CC(C)(C)OC(=O)N1CC2(CCN(c3cccc(Br)n3)C2)C1,*C(C)(C)O,0.04
*C(C)(C)O,0,CC(C)(C)OC(=O)N1CC2(CCN(c3cncc(-c4ccc(F)cc4)c3)C2)C1,*C(C)(C)O,0.09
*C(C)(C)O,0,CC(C)(C)OC(=O)N1CC2(CCN(c3cncc(Br)c3)C2)C1,*C(C)(C)O,0.06
*C(C)(C)O,0,CC(C)(C)OC(=O)N1CC2(CCN(c3cncc(C#Cc4ccccc4)c3)C2)C1,*C(C)(C)O,0.09
*C(C)(C)O,0,CC(C)(C)OC(=O)N1CC2(CCN(c3cncc(N4CC(OCCCc5ccccc5)C4)c3)C2)C1,*C(C)(C)O,0.08
*CCC,0,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)CCc4c[nH]c5ccccc45)C3)C2)c1,*CCC,3.08
*CCC,0,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,*CCC,2.36
*CCCCCCC,0,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc5c(cc4[N+](=O)[O-])OCO5)C3)C2)c1,*CCCCCCC,4.22
*CC,0,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4ccc5c(c4)OCO5)C3)C2)c1,*CC,2.38
*C,0,CCCCCCC#Cc1cncc(N2CCC3(CN(Cc4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,*C,1.4
*NC[C@H](O)c1ccc(O)c2[nH]c(=O)ccc12,0,CCCCCCOC1CN(c2cncc(N3CCC4(CN(C(=O)OC(C)(C)C)C4)C3)c2)C1,*NC[C@H](O)c1ccc(O)c2[nH]c(=O)ccc12,5.58
*CC,0,O=C(c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1)N1CC2(CCN(c3cncc(C#Cc4ccccc4)c3)C2)C1,*CC,1.08
*c1cc(C)cc(C)c1,0,C(#Cc1cncc(N2CCC3(CNC3)C2)c1)c1ccccc1,*c1cc(C)cc(C)c1,6.02
*C(C)(C)O,0,CC(C)(C)OC(=O)N1CC2(CCN(c3cccc(Br)n3)C2)C1,*C(C)(C)O,0.04
*C(C)(C)O,0,CC(C)(C)OC(=O)N1CC2(CCN(c3cncc(-c4ccc(F)cc4)c3)C2)C1,*C(C)(C)O,0.09
*C(C)(C)O,0,CC(C)(C)OC(=O)N1CC2(CCN(c3cncc(Br)c3)C2)C1,*C(C)(C)O,0.06
*C(C)(C)O,0,CC(C)(C)OC(=O)N1CC2(CCN(c3cncc(C#Cc4ccccc4)c3)C2)C1,*C(C)(C)O,0.09
*C(C)(C)O,0,CC(C)(C)OC(=O)N1CC2(CCN(c3cncc(N4CC(OCCCc5ccccc5)C4)c3)C2)C1,*C(C)(C)O,0.08
*CCCNC(=O)Cc1c[nH]c2ccccc12,0,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)CCc4c[nH]c5ccccc45)C3)C2)c1,*CCCNC(=O)Cc1c[nH]c2ccccc12,9.63
*C,0,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,*C,1.37
*NC(C(=O)N1CCC[C@@H]1C(=O)NCc1ccc(-c2scnc2C)cc1)C(C)(C)C,0,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc5c(cc4[N+](=O)[O-])OCO5)C3)C2)c1,*NC(C(=O)N1CCC[C@@H]1C(=O)NCc1ccc(-c2scnc2C)cc1)C(C)(C)C,14.98
*N(C)CCOC,0,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4ccc5c(c4)OCO5)C3)C2)c1,*N(C)CCOC,7.74
*OC1CCC(/C=C/c2ccc(Oc3ccccc3)nn2)CC1,0,CCCCCCC#Cc1cncc(N2CCC3(CN(Cc4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,*OC1CCC(/C=C/c2ccc(Oc3ccccc3)nn2)CC1,31.98
*CCCNC1CC(O[C@H]2C[C@](O)(C(=O)CO)Cc3c(O)c4c(c(O)c32)C(=O)c2c(OC)cccc2C4=O)OC(C)C1O,0,CCCCCCOC1CN(c2cncc(N3CCC4(CN(C(=O)OC(C)(C)C)C4)C3)c2)C1,*CCCNC1CC(O[C@H]2C[C@](O)(C(=O)CO)Cc3c(O)c4c(c(O)c32)C(=O)c2c(OC)cccc2C4=O)OC(C)C1O,12.34
*Cc1ccccc1,0,O=C(c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1)N1CC2(CCN(c3cncc(C#Cc4ccccc4)c3)C2)C1,*Cc1ccccc1,3.92
*c1cc(C(=O)NC2CC2)cc(OC)c1,0,C(#Cc1cncc(N2CCC3(CNC3)C2)c1)c1ccccc1,*c1cc(C(=O)NC2CC2)cc(OC)c1,9.84
*C(C)(C)O,0,CC(C)(C)OC(=O)N1CC2(CCN(c3cccc(Br)n3)C2)C1,*C(C)(C)O,0.04
*C1(O)CC1,0,CC(C)(C)OC(=O)N1CC2(CCN(c3cncc(-c4ccc(F)cc4)c3)C2)C1,*C1(O)CC1,5.87
*C(C)(C)O,0,CC(C)(C)OC(=O)N1CC2(CCN(c3cncc(Br)c3)C2)C1,*C(C)(C)O,0.06
*C(C)(C)O,0,CC(C)(C)OC(=O)N1CC2(CCN(c3cncc(C#Cc4ccccc4)c3)C2)C1,*C(C)(C)O,0.09
*C(C)(C)O,0,CC(C)(C)OC(=O)N1CC2(CCN(c3cncc(N4CC(OCCCc5ccccc5)C4)c3)C2)C1,*C(C)(C)O,0.08
*CCCCC,0,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)CCc4c[nH]c5ccccc45)C3)C2)c1,*CCCCC,3.82
*CCCCC,0,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,*CCCCC,2.97
*CC,0,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc5c(cc4[N+](=O)[O-])OCO5)C3)C2)c1,*CC,2.23
*C,0,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4ccc5c(c4)OCO5)C3)C2)c1,*C,1.61
*CCNC1CC1c1ccc2c(c1)CN(C1CCC(=O)NC1=O)C2=O,0,CCCCCCC#Cc1cncc(N2CCC3(CN(Cc4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,*CCNC1CC1c1ccc2c(c1)CN(C1CCC(=O)NC1=O)C2=O,13.37
*N,0,CCCCCCOC1CN(c2cncc(N3CCC4(CN(C(=O)OC(C)(C)C)C4)C3)c2)C1,*N,4.43
*CC(F)(F)F,0,O=C(c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1)N1CC2(CCN(c3cncc(C#Cc4ccccc4)c3)C2)C1,*CC(F)(F)F,4.04
*c1ncc(CN)s1,0,C(#Cc1cncc(N2CCC3(CNC3)C2)c1)c1ccccc1,*c1ncc(CN)s1,11.6
*C(C)(C)O,0,CC(C)(C)OC(=O)N1CC2(CCN(c3cccc(Br)n3)C2)C1,*C(C)(C)O,0.04
*NC1CCCCC1,0,CC(C)(C)OC(=O)N1CC2(CCN(c3cncc(-c4ccc(F)cc4)c3)C2)C1,*NC1CCCCC1,9.48
*C(C)(C)O,0,CC(C)(C)OC(=O)N1CC2(CCN(c3cncc(Br)c3)C2)C1,*C(C)(C)O,0.06
*C(C)(C)O,0,CC(C)(C)OC(=O)N1CC2(CCN(c3cncc(C#Cc4ccccc4)c3)C2)C1,*C(C)(C)O,0.09
*C(C)(C)O,0,CC(C)(C)OC(=O)N1CC2(CCN(c3cncc(N4CC(OCCCc5ccccc5)C4)c3)C2)C1,*C(C)(C)O,0.08
*CCNCC(=O)N[C@H](C(=O)N1C[C@H](O)C[C@H]1C(=O)N[C@@H](C)c1ccc(-c2scnc2C)cc1)C(C)(C)C,0,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)CCc4c[nH]c5ccccc45)C3)C2)c1,*CCNCC(=O)N[C@H](C(=O)N1C[C@H](O)C[C@H]1C(=O)N[C@@H](C)c1ccc(-c2scnc2C)cc1)C(C)(C)C,12.03
*Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,*Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,6.18
*C,0,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc5c(cc4[N+](=O)[O-])OCO5)C3)C2)c1,*C,1.56
*CCCCCCCC,0,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4ccc5c(c4)OCO5)C3)C2)c1,*CCCCCCCC,5.1
*C,0,CCCCCCC#Cc1cncc(N2CCC3(CN(Cc4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,*C,1.4
*CCN(C)CCC(NC=O)C(=O)O,0,CCCCCCOC1CN(c2cncc(N3CCC4(CN(C(=O)OC(C)(C)C)C4)C3)c2)C1,*CCN(C)CCC(NC=O)C(=O)O,20.21
*C(=O)c1ccc(C#Cc2ccccc2)cc1,0,O=C(c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1)N1CC2(CCN(c3cncc(C#Cc4ccccc4)c3)C2)C1,*C(=O)c1ccc(C#Cc2ccccc2)cc1,8.19
*c1ccc(OC(F)F)cc1,0,C(#Cc1cncc(N2CCC3(CNC3)C2)c1)c1ccccc1,*c1ccc(OC(F)F)cc1,8.16
*C(C)(C)O,0,CC(C)(C)OC(=O)N1CC2(CCN(c3cccc(Br)n3)C2)C1,*C(C)(C)O,0.04
*C(C)(C)O,0,CC(C)(C)OC(=O)N1CC2(CCN(c3cncc(-c4ccc(F)cc4)c3)C2)C1,*C(C)(C)O,0.09
*C(C)(C)O,0,CC(C)(C)OC(=O)N1CC2(CCN(c3cncc(Br)c3)C2)C1,*C(C)(C)O,0.06
*C(C)(O)C(F)(F)F,0,CC(C)(C)OC(=O)N1CC2(CCN(c3cncc(C#Cc4ccccc4)c3)C2)C1,*C(C)(O)C(F)(F)F,4.9
*C(C)(C)O,0,CC(C)(C)OC(=O)N1CC2(CCN(c3cncc(N4CC(OCCCc5ccccc5)C4)c3)C2)C1,*C(C)(C)O,0.08
*[C@H](C(=O)N1C[C@H](O)C[C@H]1C(=O)NCc1ccc(-c2scnc2C)cc1)C(C)(C)C,0,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)CCc4c[nH]c5ccccc45)C3)C2)c1,*[C@H](C(=O)N1C[C@H](O)C[C@H]1C(=O)NCc1ccc(-c2scnc2C)cc1)C(C)(C)C,10.04
*C,0,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,*C,1.37
*CCCCN,0,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc5c(cc4[N+](=O)[O-])OCO5)C3)C2)c1,*CCCCN,7.2
*CC,0,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4ccc5c(c4)OCO5)C3)C2)c1,*CC,2.38
*CC,0,CCCCCCC#Cc1cncc(N2CCC3(CN(Cc4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,*CC,2.04
*CC(=O)OC(C)(C)C,0,CCCCCCOC1CN(c2cncc(N3CCC4(CN(C(=O)OC(C)(C)C)C4)C3)c2)C1,*CC(=O)OC(C)(C)C,5.59
*CC,0,O=C(c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1)N1CC2(CCN(c3cncc(C#Cc4ccccc4)c3)C2)C1,*CC,1.08
