canonical_smiles,Input_SMILES,SMILES_state,Tanimoto,NLL,qsar_model_count,qsar_models_used,pred_logIC50_uM,pred_ic50_uM,pred_pIC50,pred_logIC50_uM_ensemble_mean,pred_logIC50_uM_ensemble_std,pred_ic50_uM_ensemble_mean,pred_ic50_uM_ensemble_std,pred_pIC50_ensemble_mean,pred_pIC50_ensemble_std,pred_ic50_uM_lower95,pred_ic50_uM_upper95,pred_pIC50_lower95,pred_pIC50_upper95,pred_pIC50_uncertainty,pred_cLogP,pred_logS_ESOL,pred_Solubility_ESOL_mol_per_L,pred_Solubility_ESOL_class,pred_MetStab_Clearance_Microsome_AZ,pred_MetStab_Clearance_Hepatocyte_AZ,pred_MetStab_Half_Life_Obach,PAINS_alert,BRENK_alert,NIH_alert,AMES,ClinTox,DILI,Carcinogens_Lagunin,hERG,CYP1A2_Veith,CYP2C19_Veith,CYP2C9_Veith,CYP2D6_Veith,CYP3A4_Veith,HIA_Hou,Bioavailability_Ma,PAMPA_NCATS,Pgp_Broccatelli,Caco2_Wang,PPBR_AZ,VDss_Lombardo,molecular_weight,logP,QED,Lipinski,sa_score,sa_accessibility,liability_alert_count,passes_qsar_uncertainty,passes_optimal
CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)C(C)(C)N)C3)C2)c1,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc5c(cc4[N+](=O)[O-])OCO5)C3)C2)c1,1,0.584070796460177,12.53,5,KNN | KNN | DT | LGBM | ET,0.6736750385683135,4.717099515728281,5.326324961431687,1.1960342236490225,0.5831712914652263,47.50124066547174,76.37014685823269,4.803965776350978,0.5831712914652263,1.1298440227143984,218.29809957869173,3.660950045079134,5.946981507622821,0.5831712914652263,3.179500000000001,-4.697726188509208,2.0057361938476055e-05,Moderately Soluble,44.497368,36.57278,42.224243,0,2,0,0.12134741,0.37936798,0.63083196,0.067992605,0.8862755,0.18757562,0.4857034,0.5998517,0.16219127,0.96894014,0.9997834,0.732749,0.9529389,0.8042116,-4.7990375,94.31734,12.379204,382.5520000000002,3.179500000000001,0.6062696116808681,4.0,3.5175727457595354,0.7202696949156071,2,0,1
CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)/C=C/c4ccc(F)cc4)C3)C2)c1,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc5c(cc4[N+](=O)[O-])OCO5)C3)C2)c1,1,0.568,9.27,5,KNN | KNN | DT | LGBM | ET,0.6976196075069574,4.984477127902903,5.302380392493043,0.8490287287218978,0.221789800581499,8.29200110458329,5.610882503701435,5.150971271278102,0.221789800581499,2.596095829958736,19.219263357392435,4.716263262138364,5.58567928041784,0.221789800581499,5.294700000000005,-6.743597020215328,1.804691528877779e-07,Poorly Soluble,79.8871,71.61648,70.331894,0,3,0,0.19631024,0.16313016,0.82483065,0.08743942,0.7640518,0.27511305,0.6214609,0.76803684,0.085490674,0.91968745,0.9998776,0.6844145,0.9405516,0.8976041,-4.7693663,103.87571,8.781486,445.58200000000016,5.294700000000005,0.329888729056974,3.0,3.33372419728914,0.7406973114123179,3,0,0
CCCCCCC#Cc1cncc(N2CCC3(CN(Cc4ccc(C(=O)O)cc4)C3)C2)c1,CCCCCCC#Cc1cncc(N2CCC3(CN(Cc4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,1,0.6324786324786325,11.91,5,KNN | KNN | DT | LGBM | ET,0.6976196075069574,4.984477127902903,5.302380392493043,0.9620783357599958,0.2238941423437142,10.484562598883954,5.443858801997224,5.037921664240004,0.2238941423437142,3.336151902083736,25.171601910602718,4.5990891452463245,5.476754183233684,0.2238941423437142,4.8140000000000045,-6.295858923023749,5.059890016584536e-07,Poorly Soluble,25.564102,29.044811,23.914509,0,2,0,0.14495386,0.5670731,0.6301759,0.26427615,0.7989801,0.11254446,0.19686022,0.3246039,0.36662185,0.3842961,0.92181873,0.7131775,0.47773919,0.7286757,-5.150115,100.91825,2.2107177,431.5800000000002,4.8140000000000045,0.4799675472072731,4.0,3.1796031076296787,0.7578218769300357,2,0,0
CCCCCCC#Cc1cncc(N2CCC3(CN(Cc4cccc(C(=O)O)c4)C3)C2)c1,CCCCCCC#Cc1cncc(N2CCC3(CN(Cc4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,1,0.646551724137931,14.04,5,KNN | KNN | DT | LGBM | ET,0.6976196075069574,4.984477127902903,5.302380392493043,1.0147274657333598,0.2383095655730819,11.965396418818978,6.190163588863238,4.98527253426664,0.2383095655730819,3.5289110952750558,30.325936010848466,4.5181857857434,5.452359282789881,0.2383095655730819,4.814000000000004,-6.295858923023748,5.059890016584546e-07,Poorly Soluble,27.322134,31.997122,21.75253,0,2,0,0.14427963,0.57603824,0.6466493,0.25600415,0.8151077,0.11420075,0.21016154,0.35600236,0.35690856,0.46627098,0.94571,0.7253606,0.5208548,0.75460386,-5.1435266,101.027245,1.8576062,431.5800000000002,4.814000000000004,0.4799675472072732,4.0,3.2176890608069355,0.7535901043547849,2,0,0
CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cccs4)C3)C2)c1,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,1,0.6371681415929203,12.98,5,KNN | KNN | DT | LGBM | ET,0.6976196075069574,4.984477127902903,5.302380392493043,1.0284809055859356,0.2384843003140348,12.520137887775096,7.616592480821841,4.971519094414065,0.2384843003140348,3.6395834118001904,31.32637440477834,4.504089865798556,5.438948323029573,0.2384843003140348,4.817500000000004,-6.148481757675606,7.104250104265772e-07,Poorly Soluble,85.75249,83.518875,49.961723,0,2,0,0.16947484,0.22301717,0.78127503,0.070384,0.8408345,0.56363076,0.816981,0.86457616,0.18035544,0.9693347,0.9999819,0.6624919,0.96615267,0.8808265,-4.7630477,102.989334,8.329664,407.58300000000014,4.817500000000004,0.5088938509683439,4.0,3.314698761671353,0.7428112487031829,2,0,0
CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cccn4C)C3)C2)c1,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc5c(cc4[N+](=O)[O-])OCO5)C3)C2)c1,1,0.6260869565217392,7.23,5,KNN | KNN | DT | LGBM | ET,0.6976196075069574,4.984477127902903,5.302380392493043,1.0803445359881585,0.2389938426524524,13.90078583569778,7.373864411295914,4.919655464011841,0.2389938426524524,4.09182078796342,35.381192594057495,4.451227532413035,5.388083395610648,0.2389938426524524,4.094500000000004,-5.586855141050184,2.589076357714832e-06,Moderately Soluble,73.23079,67.42167,52.234913,0,2,0,0.15912844,0.24397156,0.80226594,0.057487488,0.8709071,0.49953708,0.7875949,0.85075825,0.13610202,0.980916,0.99999076,0.73380697,0.97917765,0.88384545,-4.766102,100.811,9.734739,404.55800000000016,4.094500000000004,0.5377775478095757,4.0,3.419607872888319,0.7311546807901868,2,0,0
CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cccc5ccccc45)C3)C2)c1,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,1,0.5905511811023622,11.9,5,KNN | KNN | DT | LGBM | ET,0.6976196075069574,4.984477127902903,5.302380392493043,1.0819234932447397,0.2395294116709042,13.936676523090307,7.244412619960346,4.918076506755261,0.2395294116709042,4.096810221327779,35.595995247898685,4.448598859880288,5.387554153630233,0.2395294116709042,5.9092000000000064,-7.288290227093852,5.1488444642811385e-08,Poorly Soluble,88.80702,75.75598,75.31556,0,2,0,0.19960198,0.24520619,0.85988176,0.0735082,0.87975615,0.3867545,0.69888633,0.85775673,0.10186865,0.9601129,0.99998987,0.71342856,0.95716465,0.95433056,-4.8948445,105.522415,6.395786,451.6140000000002,5.9092000000000064,0.3453162911720728,3.0,3.189258988517201,0.7567490012758665,2,0,0
CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc(C)n(C)c4)C3)C2)c1,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc5c(cc4[N+](=O)[O-])OCO5)C3)C2)c1,1,0.6578947368421053,12.21,5,KNN | KNN | DT | LGBM | ET,0.6976196075069574,4.984477127902903,5.302380392493043,0.8638247954395135,0.239580227427464,8.519647088864573,4.796994821788744,5.136175204560487,0.239580227427464,2.478834601167841,21.547755608506797,4.666597958802657,5.605752450318316,0.239580227427464,4.402920000000004,-5.903333535360058,1.249299207964938e-06,Moderately Soluble,64.323044,57.280884,53.910572,0,2,0,0.14952779,0.26551518,0.7743311,0.043219488,0.86594296,0.22169836,0.5665979,0.6783816,0.06540789,0.9770249,0.99998057,0.7868815,0.97912633,0.87074393,-4.827296,98.94023,11.273898,418.5850000000002,4.402920000000004,0.5156408190700874,4.0,3.578290865430848,0.7135232371743503,2,0,0
CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4ccc(C)s4)C3)C2)c1,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc5c(cc4[N+](=O)[O-])OCO5)C3)C2)c1,1,0.6260869565217392,8.71,5,KNN | KNN | DT | LGBM | ET,0.6976196075069574,4.984477127902903,5.302380392493043,1.0294323265111147,0.2407110406809852,12.572245551486118,7.640853380799283,4.970567673488885,0.2407110406809852,3.6110931113870426,31.71217038731145,4.498774033754154,5.442361313223616,0.2407110406809852,5.125920000000005,-6.464612452137611,3.4307379598553545e-07,Poorly Soluble,89.64412,83.66106,57.5124,0,2,0,0.14909086,0.17439291,0.79035,0.05187782,0.82679796,0.45797443,0.7971252,0.8502685,0.12353213,0.9750549,0.9999917,0.6548863,0.9699526,0.88735974,-4.794017,103.478516,8.652176,421.6100000000002,5.125920000000005,0.4794114643700002,3.0,3.3779856904196253,0.7357793677311528,2,0,0
CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)Cc4cccs4)C3)C2)c1,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc5c(cc4[N+](=O)[O-])OCO5)C3)C2)c1,1,0.5932203389830508,10.62,5,KNN | KNN | DT | LGBM | ET,0.6976196075069574,4.984477127902903,5.302380392493043,1.0069591380027307,0.2416384941748334,12.038744059982822,7.76401693113718,4.993040861997269,0.2416384941748334,3.4146617474067305,30.23922013514287,4.519429413414596,5.466652310579943,0.2416384941748334,4.746400000000004,-6.179680808179234,6.61179213934144e-07,Poorly Soluble,74.38158,72.63202,48.122837,0,2,0,0.17753197,0.25648943,0.7399988,0.058781248,0.8540142,0.4059731,0.742482,0.7926515,0.17505503,0.9797406,0.99998224,0.6733311,0.96903074,0.8664026,-4.7417765,102.455666,8.535136,421.6100000000002,4.746400000000004,0.4782797209619305,4.0,3.358853496230493,0.7379051670855008,2,0,0
CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc5ncccc5s4)C3)C2)c1,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc5c(cc4[N+](=O)[O-])OCO5)C3)C2)c1,1,0.6147540983606558,10.55,5,KNN | KNN | DT | LGBM | ET,0.6976196075069574,4.984477127902903,5.302380392493043,0.9423349823212608,0.2425099634045714,10.453537918929747,7.0128427317794175,5.057665017678739,0.2425099634045714,2.930997540776867,26.161010227695613,4.582345489405779,5.532984545951699,0.2425099634045714,5.365700000000005,-6.924761853758327,1.189154123711806e-07,Poorly Soluble,74.046684,61.279152,74.047745,0,2,0,0.15824448,0.26854146,0.8823761,0.08787931,0.84298354,0.43087783,0.7335054,0.8889119,0.13433829,0.96860236,0.9999672,0.68899715,0.95321894,0.9263808,-4.949318,101.67708,9.959097,458.6310000000002,5.365700000000005,0.3682725480711395,3.0,3.4362518086251725,0.729305354597203,2,0,0
CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cccc5cnsc45)C3)C2)c1,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc5c(cc4[N+](=O)[O-])OCO5)C3)C2)c1,1,0.6048387096774194,10.37,5,KNN | KNN | DT | LGBM | ET,0.6976196075069574,4.984477127902903,5.302380392493043,1.09988511824207,0.2431906545696061,14.484879787243887,7.020655280938641,4.90011488175793,0.2431906545696061,4.199827329305179,37.71714411572867,4.423461198801502,5.376768564714358,0.2431906545696061,5.365700000000006,-6.924761853758327,1.189154123711806e-07,Poorly Soluble,86.947876,72.74307,70.97679,0,2,0,0.15248099,0.269732,0.8878953,0.07131438,0.8690505,0.45862103,0.7814505,0.9197861,0.16743748,0.9822356,0.99998915,0.6665615,0.95374167,0.94258606,-4.8987575,104.29079,7.209333,458.6310000000002,5.365700000000006,0.3682725480711395,3.0,3.631831616317479,0.7075742648536134,2,0,0
CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4ccccc4C)C3)C2)c1,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,1,0.6271186440677966,12.7,5,KNN | KNN | DT | LGBM | ET,0.6976196075069574,4.984477127902903,5.302380392493043,1.0162753273267604,0.2461324328303111,12.314348478962192,7.760833061816808,4.983724672673239,0.2461324328303111,3.418658806903507,31.527889205534617,4.50130510432583,5.4661442410206496,0.2461324328303111,5.064420000000005,-6.387832693502325,4.09418352634586e-07,Poorly Soluble,89.689354,83.56471,53.660625,0,2,0,0.1262455,0.18775025,0.7922951,0.045869403,0.86951625,0.36096355,0.7551256,0.8514904,0.10001023,0.9751173,0.9999959,0.7040181,0.97475606,0.9248458,-4.7847004,103.80237,7.63149,415.5810000000002,5.064420000000005,0.4884674425283429,3.0,3.182970992326423,0.7574476675192864,2,0,0
CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4ccc(C)cc4)C3)C2)c1,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc5c(cc4[N+](=O)[O-])OCO5)C3)C2)c1,1,0.6521739130434783,3.82,5,KNN | KNN | DT | LGBM | ET,0.6976196075069574,4.984477127902903,5.302380392493043,0.987927284654651,0.2519668592668398,11.728248496410972,7.979847472790277,5.012072715345349,0.2519668592668398,3.1194084229611065,30.323709594612936,4.518217671182343,5.505927759508356,0.2519668592668398,5.064420000000005,-6.387832693502325,4.09418352634586e-07,Poorly Soluble,85.60185,78.776955,56.40528,0,2,0,0.123420596,0.17584041,0.8146,0.048018448,0.8443462,0.23709126,0.6693638,0.8087698,0.064720064,0.9633228,0.9999916,0.7323095,0.96888053,0.9235609,-4.839759,103.84678,7.851261,415.5810000000002,5.064420000000005,0.4884674425283429,3.0,3.1457808453947047,0.761579906067255,2,0,0
CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cccnc4Cl)C3)C2)c1,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc5c(cc4[N+](=O)[O-])OCO5)C3)C2)c1,1,0.6271186440677966,11.93,5,KNN | KNN | DT | LGBM | ET,0.6976196075069574,4.984477127902903,5.302380392493043,0.9993858858407452,0.2538690435471784,12.069698791510518,8.288193363661305,5.000614114159255,0.2538690435471784,3.1754301243538268,31.402860590235072,4.503030788806785,5.498197439511724,0.2538690435471784,4.804400000000005,-6.336559449884035,4.607236966360572e-07,Poorly Soluble,69.583084,65.10178,53.284313,0,3,1,0.12719601,0.22029829,0.8344183,0.065291576,0.79683244,0.22945121,0.62290716,0.7920948,0.10428281,0.96621644,0.9999628,0.7313584,0.96097744,0.86353004,-4.7785,99.828735,9.448248,436.9870000000002,4.804400000000005,0.3703344146116745,4.0,3.3416510268985915,0.7398165525668232,4,0,0
CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4ccnc(Cl)c4)C3)C2)c1,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc5c(cc4[N+](=O)[O-])OCO5)C3)C2)c1,1,0.6666666666666666,12.14,5,KNN | KNN | DT | LGBM | ET,0.6976196075069574,4.984477127902903,5.302380392493043,0.9962387852214046,0.2560750320435351,12.048846152840586,8.463601363929811,5.003761214778596,0.2560750320435351,3.121272761541055,31.48805592045277,4.501854151973267,5.505668277583924,0.2560750320435351,4.804400000000005,-6.336559449884035,4.607236966360572e-07,Poorly Soluble,57.801598,48.923027,72.637314,0,3,0,0.12633133,0.30650017,0.8347208,0.08402495,0.84300977,0.33108407,0.6299175,0.79300416,0.16482715,0.9706003,0.99992716,0.7488548,0.9530991,0.87195235,-4.8259883,100.19652,11.514841,436.9870000000002,4.804400000000005,0.3703344146116745,4.0,3.3615941556799243,0.7376006493688974,3,0,0
CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4ccc(Cl)nc4)C3)C2)c1,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc5c(cc4[N+](=O)[O-])OCO5)C3)C2)c1,1,0.6521739130434783,12.14,5,KNN | KNN | DT | LGBM | ET,0.6976196075069574,4.984477127902903,5.302380392493043,1.0070047338365775,0.2575173191503788,12.33098194566684,8.49976571221856,4.992995266163423,0.2575173191503788,3.1788555109354264,32.48917469761448,4.4882613206286806,5.497729211698165,0.2575173191503788,4.804400000000005,-6.336559449884035,4.607236966360572e-07,Poorly Soluble,59.779926,51.932667,73.87083,0,3,1,0.0964238,0.25817987,0.8365677,0.08806724,0.8074976,0.2740626,0.6085173,0.7744201,0.11386297,0.9506521,0.9998642,0.7599362,0.9514297,0.85795814,-4.8178596,100.46826,11.558058,436.98700000000014,4.804400000000005,0.3703344146116745,4.0,3.3429360744353254,0.739673769507186,4,0,0
CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4ccnc5ccsc45)C3)C2)c1,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc5c(cc4[N+](=O)[O-])OCO5)C3)C2)c1,1,0.6048387096774194,11.04,5,KNN | KNN | DT | LGBM | ET,0.6976196075069574,4.984477127902903,5.302380392493043,1.1264658302711592,0.257520659439035,15.609845049605644,7.701250841669851,4.873534169728841,0.257520659439035,4.185287899174083,42.77660591628946,4.368793677228332,5.37827466222935,0.257520659439035,5.365700000000006,-6.924761853758327,1.189154123711806e-07,Poorly Soluble,76.7976,65.6281,75.27903,0,2,0,0.19291347,0.30688316,0.8823679,0.08117076,0.87634945,0.46788493,0.7696108,0.9175763,0.19209778,0.9828063,0.99998236,0.65771544,0.9511016,0.94515544,-4.890999,102.16392,9.851101,458.6310000000002,5.365700000000006,0.3682725480711395,3.0,3.553882097086709,0.7162353225459213,2,0,0
CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)Cc4cccnc4)C3)C2)c1,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc5c(cc4[N+](=O)[O-])OCO5)C3)C2)c1,1,0.5785123966942148,10.72,5,KNN | KNN | DT | LGBM | ET,0.6976196075069574,4.984477127902903,5.302380392493043,1.032213752114169,0.2586444275831911,12.887657240449888,7.90086570374619,4.967786247885831,0.2586444275831911,3.3517427145016576,34.60643242237562,4.460843169822777,5.474729325948886,0.2586444275831911,4.079900000000003,-5.660722826534284,2.1841234085122315e-06,Moderately Soluble,51.369232,49.693794,36.85642,0,2,0,0.041926183,0.30121967,0.75333536,0.03359913,0.9163257,0.33975372,0.7610394,0.87344205,0.18331298,0.9963415,0.999997,0.72388494,0.9702934,0.8768843,-4.815864,96.21452,9.420286,416.5690000000002,4.079900000000003,0.504096647449098,4.0,3.3113836975986795,0.7431795891557023,2,0,0
CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc5ccccc5n4C)C3)C2)c1,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc5c(cc4[N+](=O)[O-])OCO5)C3)C2)c1,1,0.6048387096774194,9.46,5,KNN | KNN | DT | LGBM | ET,0.6976196075069574,4.984477127902903,5.302380392493043,1.1434160416917118,0.2592006192827907,16.17008320740367,7.57667221228957,4.856583958308288,0.2592006192827907,4.318996259240082,44.81766803776236,4.348550744514018,5.364617172102558,0.2592006192827907,5.2477000000000045,-6.805004299704184,1.5667355586681838e-07,Poorly Soluble,90.709145,70.86409,83.69295,0,2,0,0.2187578,0.27170795,0.8495528,0.058315407,0.89656675,0.4760248,0.7628088,0.86461794,0.11845751,0.97917765,0.999996,0.7255291,0.9739092,0.94347477,-4.9392014,104.95238,8.063228,454.6180000000002,5.2477000000000045,0.3774406530242804,3.0,3.369108967110038,0.736765670321107,2,0,0
CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4c(N)cccc4Cl)C3)C2)c1,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc5c(cc4[N+](=O)[O-])OCO5)C3)C2)c1,1,0.6271186440677966,12.69,5,KNN | KNN | DT | LGBM | ET,0.6976196075069574,4.984477127902903,5.302380392493043,1.1442130654438751,0.2612570666429527,16.43049594007813,9.05473468251388,4.855786934556125,0.2612570666429527,4.286957863220095,45.31864498123729,4.343723083935938,5.367850785176312,0.2612570666429527,4.991600000000004,-6.563017544786733,2.735158228155984e-07,Poorly Soluble,74.36381,67.87101,70.715225,0,3,0,0.13751239,0.23265967,0.82750094,0.05088072,0.8688164,0.38770384,0.8076273,0.8935501,0.18312466,0.98332214,0.99998903,0.67044204,0.96361053,0.9254853,-4.772708,102.51143,9.971783,451.0140000000002,4.991600000000004,0.3822182066944229,4.0,3.3765479916753964,0.735939112036067,3,0,0
CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4ccc5[nH]ccc5c4)C3)C2)c1,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc5c(cc4[N+](=O)[O-])OCO5)C3)C2)c1,1,0.6416666666666667,7.19,5,KNN | KNN | DT | LGBM | ET,0.6976196075069574,4.984477127902903,5.302380392493043,1.151456954900424,0.2621966502332512,16.485249161335684,7.539605231046986,4.848543045099576,0.2621966502332512,4.340617534251863,46.276700809101634,4.334637610642403,5.362448479556749,0.2621966502332512,5.237300000000005,-6.7102164369572,1.948873108505617e-07,Poorly Soluble,63.229515,46.668182,90.760216,0,2,0,0.21402863,0.34493765,0.84870833,0.07397425,0.9060027,0.40067053,0.71588445,0.87449723,0.17735933,0.9781912,0.9999701,0.7137953,0.95204943,0.9427147,-5.0036783,102.51503,12.287738,440.5910000000002,5.237300000000005,0.4213962619542515,3.0,3.379270558625171,0.7356366045972031,2,0,0
CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc(C)n5ccccc45)C3)C2)c1,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc5c(cc4[N+](=O)[O-])OCO5)C3)C2)c1,1,0.608,10.11,5,KNN | KNN | DT | LGBM | ET,0.6976196075069574,4.984477127902903,5.302380392493043,1.149048829521491,0.2622820148422883,16.416691595945153,7.627685303695869,4.850951170478509,0.2622820148422883,4.314953107734088,46.03854381907621,4.336878421387624,5.365023919569394,0.2622820148422883,5.317120000000005,-6.85649130547569,1.3915816538664e-07,Poorly Soluble,83.58484,67.451866,71.78572,0,2,0,0.16712347,0.3004823,0.82977235,0.056297302,0.9107498,0.38395694,0.7376441,0.87250644,0.15740716,0.9857858,0.9999932,0.7034098,0.96727717,0.9473156,-4.9574814,102.57924,9.395775,454.6180000000002,5.317120000000005,0.3740204276145281,3.0,3.512573488303129,0.7208251679663189,2,0,0
CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4ccc(Cl)c(N)c4)C3)C2)c1,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc5c(cc4[N+](=O)[O-])OCO5)C3)C2)c1,1,0.6695652173913044,11.56,5,KNN | KNN | DT | LGBM | ET,0.6976196075069574,4.984477127902903,5.302380392493043,1.1125782062997214,0.2646373841075096,15.506135261981177,9.364836107799029,4.887421793700279,0.2646373841075096,3.925445331503083,42.78263004651836,4.36873252084956,5.406111066550998,0.2646373841075096,4.991600000000004,-6.563017544786733,2.735158228155984e-07,Poorly Soluble,63.382458,57.88244,67.62498,0,3,0,0.21211746,0.31313807,0.83198756,0.056771666,0.9071779,0.3111932,0.7354063,0.8506737,0.16863804,0.9843117,0.9999773,0.6994873,0.9618866,0.93328476,-4.813594,102.1035,10.360639,451.0140000000002,4.991600000000004,0.3822182066944229,4.0,3.3151228014809764,0.7427641331687804,3,0,0
CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4ccc(Cl)c(C#N)c4)C3)C2)c1,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,1,0.652542372881356,13.34,5,KNN | KNN | DT | LGBM | ET,0.6976196075069574,4.984477127902903,5.302380392493043,1.0784686973103252,0.2646760819425926,14.52230990958322,9.607389472627672,4.921531302689675,0.2646760819425926,3.628303240761786,39.55795370942519,4.4027661820821935,5.4402964232971565,0.2646760819425926,5.2810800000000055,-6.838979366956845,1.448840685370911e-07,Poorly Soluble,83.18616,75.8881,76.21423,0,2,0,0.113735005,0.16735733,0.873814,0.06512668,0.75787324,0.16348991,0.5130509,0.7862995,0.054235525,0.957466,0.99993247,0.70686007,0.9396877,0.90257376,-4.7202005,103.04148,8.558134,461.0090000000002,5.2810800000000055,0.4342514118860217,3.0,3.3937313503600333,0.7340298499599963,2,0,0
CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4ccsc4)C3)C2)c1,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc5c(cc4[N+](=O)[O-])OCO5)C3)C2)c1,1,0.6666666666666666,10.57,5,KNN | KNN | DT | LGBM | ET,0.6976196075069574,4.984477127902903,5.302380392493043,0.9836028663667002,0.2668469033598938,11.77917010473487,8.054346587034841,5.0163971336333,0.2668469033598938,2.887905220245449,32.108705509050445,4.493377203047908,5.539417064218692,0.2668469033598938,4.817500000000004,-6.148481757675606,7.104250104265772e-07,Poorly Soluble,81.51979,80.26178,47.95272,0,2,0,0.18559483,0.25546336,0.7751173,0.061172295,0.8397786,0.5366324,0.7660963,0.84678125,0.17396829,0.9746373,0.99998474,0.680879,0.9677289,0.8739584,-4.7661686,102.78229,7.881625,407.58300000000014,4.817500000000004,0.5088938509683439,4.0,3.384603706726298,0.7350440325859668,2,0,0
CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cccn5cccc45)C3)C2)c1,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc5c(cc4[N+](=O)[O-])OCO5)C3)C2)c1,1,0.592,12.55,5,KNN | KNN | DT | LGBM | ET,0.6976196075069574,4.984477127902903,5.302380392493043,1.1616247390132073,0.2694249042739653,17.00433796433609,7.90637859171738,4.838375260986792,0.2694249042739653,4.300826536033407,48.94378494499133,4.3103024486098205,5.366448073363765,0.2694249042739653,5.008700000000005,-6.540669771452071,2.8795871610527e-07,Poorly Soluble,75.48737,65.52169,65.41551,0,2,0,0.16130915,0.32411233,0.84475297,0.072961904,0.9072958,0.4473351,0.7432579,0.8910473,0.17799363,0.9809086,0.9999838,0.7179789,0.96206367,0.94311506,-4.8973694,102.20217,9.220579,440.5910000000002,5.008700000000005,0.3996898633701751,3.0,3.520645558625172,0.7199282712638697,2,0,0
